id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2工具，3材料，4建筑，6机械，7出现在食谱内，8出现在秘银锅内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795铁锅，150029融合台）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）
450,反射镜,1060,2550,1,[6],[21542],,,Reflector,,Reflector,1,0,3,3,0,800,0,116,2,,11073,2,,1059,1,,,,,,,,,,,,,,,,,,,,,,0.1,
451,脉冲弓,12291,1161,[9],[1],[21517],,,EnergyPulseBow,,EnergyPulseBow,1,0,3,3,0,800,0,12050,1,,1059,1,,11074,3,,11080,3,,,,,,,,,,,,,,,,,,,0.1,
452,脉冲箭,12292,1162,[10],[1],[21517],,,EnergyPulseArrow,,EnergyPulseArrow,4,0,3,3,0,800,0,12051,4,,11664,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
453,喷射塞子,12008,1553,[5],"[1,2]","[21552,21550]",,,PlungerCrossbow,,PlungerCrossbow,1,0,3,3,0,800,0,12006,1,,1059,1,,12576,3,,,,,,,,,,,,,,,,,,,,,,0.1,
454,黑龙熔岩球,15519,2554,[12],[1],[21551],,,BlackDragonLavaball,,BlackDragonLavaball,1,0,3,3,0,800,0,11079,1,,11052,1,11052,11306,1,,,,,,,,,,,,,,,,,,,,,,0.1,
455,黑龙混乱球,15520,2555,[13],[1],[21551],,,BlackDragonChaosball,,BlackDragonChaosball,1,0,3,3,0,800,0,11080,1,,11211,1,,11306,1,,,,,,,,,,,,,,,,,,,,,,0.1,
456,区域复制方块,1062,1556,1,[2],[21550],,,AreaDuplicationBlock,,AreaDuplicationBlock,1,0,3,3,0,800,0,11664,1,,11210,1,,124,2,,,,,,,,,,,,,,,,,,,,,,0.1,
457,蓝图工作台,1063,1557,1,[2],[21550],,,BlueprintWorkbench,,BlueprintWorkbench,1,0,3,3,1,800,0,11511,2,,11806,1,,800,1,,11303,1,,,,,,,,,,,,,,,,,,,0.1,
458,测距仪,1066,1558,1,[2],[21550],,,Diastimeter,,Diastimeter,1,0,3,3,0,800,0,11664,2,,11207,1,,11209,2,,,,,,,,,,,,,,,,,,,,,,0.1,
459,雪梅屏风,1136,2559,[2],[4],[21544],,,WintersweetPartition,,WintersweetPartition,1,0,3,3,1,800,0,632,2,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
460,红烛灯,1137,2560,[3],[4],[21522],,,RedCandleLantern,,RedCandleLantern,1,0,3,3,0,800,0,298,1,,11207,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
461,编书台,1143,1561,1,[2],[21550],,,BookmakingWorkbench,,BookmakingWorkbench,1,0,3,3,0,800,0,11806,1,,11209,2,,800,1,,,,,,,,,,,,,,,,,,,,,,0.1,
462,书架,1144,1562,[2],[4],[21544],,,Bookrack,,Bookrack,1,0,3,3,1,800,0,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
463,转向车轮,1083,1563,1,[6],[21542],,,Wheel,,Wheel,1,0,3,3,0,800,0,11310,3,,11209,3,,11210,1,,,,,,,,,,,,,,,,,,,,,,1,
464,驾驶座,1084,1564,1,[6],[21542],,,DriverSeat,,DriverSeat,1,0,3,3,0,800,0,11210,2,,11209,3,,11307,4,,,1,,,,,,,,,,,,,,,,,,,1,
465,机械车间,1085,1565,1,[6],[21542],,,MachineWorkshop,,MachineWorkshop,1,0,3,3,0,800,0,11209,3,,11207,3,,11664,3,,11210,3,,,,,,,,,,,,,,,,,,,1,
466,动力车轮,1087,1566,1,[6],[21542],,,PowerWheel,,PowerWheel,1,0,3,3,0,800,0,11310,3,,11209,3,,11210,1,,,,,,,,,,,,,,,,,,,,,,1,
467,燃料引擎,1089,1567,1,[6],[21542],,,FuelEngine,,FuelEngine,1,0,3,3,0,800,0,11209,10,,11310,3,,11511,5,,11664,4,,,,,,,,,,,,,,,,,,,1,
468,乘客座,1091,1568,1,[6],[21542],,,PassengerSeat,,PassengerSeat,1,0,3,3,0,800,0,11210,2,,11209,2,,11307,4,,,,,,,,,,,,,,,,,,,,,,1,
469,机械燃油,11099,1569,1,[6],[21542],,,Mechanicalfuel,,Mechanicalfuel,1,0,3,3,0,800,0,448,2,,11201,2,,,,,,,,,,,,,,,,,,,,,,,,,1,
470,物理清除枪,15529,1570,1,[6],[21542],,,Physical-propertiesEraseGun,,Physical-propertiesEraseGun,1,0,3,3,0,800,0,11664,4,,11209,2,,11207,2,,11911,1,,,,,,,,,,,,,,,,,,,1,
471,篮球衣,12820,1571,1,[2],[21524],[3],,Basketballjersey,,Basketballjersey,1,0,3,3,0,800,0,710,9,,11500,1,,11503,1,,,,,,,,,,,,,,,,,,,,,,0.1,
472,篮球,13425,1572,1,[2],[21524],[3],,Basketball,,Basketball,1,0,3,3,0,800,0,11307,3,,710,3,,11500,3,,11515,1,,,,,,,,,,,,,,,,,,,0.1,
473,连接器,11101,1573,1,[6],[21542],,,Connector,,Connector,1,0,3,3,0,800,0,11664,4,,11209,2,,11207,1,,11073,1,,,,,,,,,,,,,,,,,,,0.1,
474,动作序列器,1092,1574,1,[6],[21542],,,SequenceEditor,,SequenceEditor,1,0,3,3,0,800,0,11664,5,,11074,1,,11209,2,,11911,2,,,,,,,,,,,,,,,,,,,0.1,
475,铰链方块,1159,2575,1,[6],[21542],,,HingeBlock,,HingeBlock,1,0,3,3,0,800,0,11209,8,,11664,2,,11310,4,,11511,2,,11323,2,,,,,,,,,,,,,,,,0.1,
476,机械爪,1160,2576,1,[6],[21542],,,Gripper,,Gripper,1,0,3,3,0,800,0,11209,8,,11664,2,,11310,1,,11210,2,,11323,2,,,,,,,,,,,,,,,,0.1,
477,液压臂,1161,2577,1,[6],[21542],,,HydraulicArm,,HydraulicArm,1,0,3,3,0,800,0,11209,8,,11664,2,,11310,4,,11210,2,,11323,2,,,,,,,,,,,,,,,,0.1,
478,避震器,1164,2578,1,[6],[21542],,,ShockAbsorber,,ShockAbsorber,1,0,3,3,0,800,0,11209,6,,11664,2,,11210,2,,11323,2,,,,,,,,,,,,,,,,,,,0.1,
479,红外感应方块,1168,1579,1,[6],[21542],,,,,,1,0,3,3,0,800,0,353,1,,11664,1,,11209,2,,536,1,,,,,,,,,,,,,,,,,,,0.1,
480,光照感应器,1169,1580,1,[6],[21542],,,,,,1,0,3,3,0,800,0,353,1,,11664,1,,11209,2,,11211,2,,,,,,,,,,,,,,,,,,,0.1,
481,机翼,1094,1581,1,[6],[21542],,,WingBlock,,WingBlock,1,0,3,3,0,800,0,11209,4,,11207,2,,11210,2,,,,,,,,,,,,,,,,,,,,,,0.1,
482,尾翼,1095,1582,1,[6],[21542],,,Empennage,,Empennage,1,0,3,3,0,800,0,11209,3,,11207,3,,11210,2,,,,,,,,,,,,,,,,,,,,,,0.1,
483,航天推进器,1096,1583,1,[6],[21542],,,SpacecraftThruster,,SpacecraftThruster,1,0,3,3,0,800,0,11664,10,,11209,5,,11207,5,,11211,5,,,,,,,,,,,,,,,,,,,0.1,
484,油箱,1099,1584,1,[6],[21542],,,GasTank,,GasTank,1,0,3,3,0,800,0,11310,2,,11209,4,,11210,2,,,,,,,,,,,,,,,,,,,,,,0.1,
485,篝火,1200,224,"[6,2]","[0,2]","[21500,21520]",,,Bonfire,,Bonfire,1,0,3,3,1,11000,0,11627,8,,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
486,石碑,1201,1586,[10],[4],[21544],,,,,,1,0,3,3,1,800,0,104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
487,急救包,12594,1587,[1],[1],[21519],,,Bandage,,Bandage,1,0,3,3,1,800,1,12732,1,,12626,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
488,部落图腾,1202,1588,1,[4],[21538],,,,,,1,0,3,3,0,800,0,11514,1,,421,3,,104,1,,11204,1,,,,,,,,,,,,,,,,,,,0.1,
489,农夫旗帜,1203,1589,1,[4],[21539],,,,,,1,0,3,3,1,800,0,12600,2,,11504,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,
490,樵夫旗帜,1204,1590,1,[4],[21539],,,,,,1,0,3,3,1,800,0,12600,2,,11513,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,
491,守卫旗帜,1205,1591,1,[4],[21539],,,,,,1,0,3,3,1,800,0,12600,2,,11514,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,
492,巫术棒锤,12599,1592,1,[2],[21550],,,BoneHammer,,BoneHammer,1,0,3,3,1,800,0,12001,1,,12732,2,,11318,1,,,,,,,,,,,,,,,,,,,,,,0.1,
493,平凡法杖,11580,1171,[2],[1],[21518],[2],1,NormalStaff,,NormalStaff,1,0,3,3,0,800,0,11569,1,,11570,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
494,炽烈法杖,11581,1172,[3],[1],[21518],[2],1,FireStaff,,FireStaff,1,0,3,3,0,800,0,11569,1,,11571,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
495,雷电法杖,11582,1173,[4],[1],[21518],[2],1,LightingStaff,,LightingStaff,1,0,3,3,0,800,0,11569,1,,11572,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
496,淬毒法杖,11583,1174,[5],[1],[21518],[2],1,PoisonStaff,,PoisonStaff,1,0,3,3,0,800,0,11569,1,,11573,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
497,复苏法杖,11584,1175,[6],[1],[21518],[2],1,RecoverStaff,,RecoverStaff,1,0,3,3,0,800,0,11569,1,,11574,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
498,柠檬黄木板,375,1598,1,[4],[2],[5],1,YellowPlank,,YellowPlank,4,0,3,3,0,800,0,11323,4,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
499,柠檬黄楼梯,376,1599,1,[4],[134],[5],1,YellowStair,,YellowStair,32,0,3,3,0,800,0,11323,20,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
500,柠檬黄薄板,377,1600,18,[4],[128],[5],1,YellowStep,,YellowStep,16,0,3,3,0,800,0,11323,4,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
501,花纹细柱,390,1601,[10],[4],[21544],[6],1,PatternedPillar,,PatternedPillar,4,0,3,3,0,800,0,422,1,,11207,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
502,豹纹睡袋,582,1602,1,[4],[21532],[3],1,LeopardSleepingBag,,LeopardSleepingBag,1,0,3,3,0,800,0,11602,2,,12600,3,,11226,4,,,,,,,,,,,,,,,,,,,,,,0.1,
503,杖杆,11569,1170,[1],[1],[21518],,1,,,,1,0,3,3,0,800,0,11323,2,,11596,9,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
504,野人面具,12246,1258,[12],[1],[21504],,1,,,,1,0,3,3,0,800,0,11307,3,,11593,3,,11207,9,,,,,,,,,,,,,,,,,,,,,,0.1,
505,蛇神之翼,11591,1259,[11],[1],[21516],[2],1,SnakeWings,,SnakeWings,1,0,3,3,0,800,0,11594,9,,11207,9,,11593,6,,,,,,,,,,,,,,,,,,,,,,0.1,
506,回旋镖,11592,1606,[4],[1],[21552],[3],1,Boomerang,,Boomerang,1,0,3,3,0,800,0,11593,2,,11207,5,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
507,星光香蕉,11600,1607,[12],"[7,8]",[21519],,,,,,1,0,3,3,0,794,0,11599,1,,11596,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
508,草木灰方块,398,1608,[9],[2],[21520],,,AshBlock,,AshBlock,1,0,3,3,0,800,0,11598,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
509,平凡晶核,11570,1609,1,[3],[21530],,,,,,1,0,3,3,0,800,0,11601,6,,11596,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
510,雨林之眼,11597,1610,1,[3],[21530],,,,,,1,0,3,3,0,800,0,11601,9,,11329,9,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
511,春节窗花-牛,1145,2611,1,[4],[21536],,,SpringFestivalPattern-Ox,,SpringFestivalPattern-Ox,1,0,3,3,0,800,0,11307,1,,11307,1,,11307,1,,11514,1,,,,,,,,,,,,,,,,,,,1,
512,铜薄板,749,1613,19,[4],[128],[5],,BrassStep,,BrassStep,4,0,3,3,0,800,0,11329,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
513,秘银薄板,750,1614,20,[4],[128],[5],,MithsilverStep,,MithsilverStep,4,0,3,3,0,800,0,11209,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
514,炽炎薄板,751,1615,21,[4],[128],[5],,FlameCrystalStep,,FlameCrystalStep,4,0,3,3,0,800,0,11207,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
515,钛合金薄板,752,1616,22,[4],[128],[5],,TitaniumStep,,TitaniumStep,4,0,3,3,0,800,0,11330,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
516,铜楼梯,753,1617,1,[4],[134],[5],,BrassStair,,BrassStair,4,0,3,3,0,800,0,11329,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
517,秘银楼梯,754,1618,1,[4],[134],[5],,MithsilverStair,,MithsilverStair,4,0,3,3,0,800,0,11209,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
518,炽炎楼梯,755,1619,1,[4],[134],[5],,FlameCrystalStair,,FlameCrystalStair,4,0,3,3,0,800,0,11207,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
519,钛合金楼梯,756,1620,1,[4],[134],[5],,TitaniumStair,,TitaniumStair,4,0,3,3,0,800,0,11330,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
520,花冠,11228,1260,[7],[1],[21504],[3],,Wreath,,Wreath,1,0,3,3,1,800,0,12732,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
521,绳子,11227,104,"[4,1]","[0,3]","[21502,21527]","[1,4]",,GlassRope,,GlassRope,2,0,3,3,0,11000,0,11226,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
522,绳子,11227,104,"[4,1]","[0,3]","[21502,21527]",,,GlassRope,,GlassRope,2,0,3,3,1,11000,0,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
523,钛粉,11533,1626,1,[3],[21530],[4],,TitaniumDioxide,,TitaniumDioxide,8,0,3,3,0,800,0,11330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
524,巨鳞羽果片,12508,1627,1,[3],[21530],,,GiantScalyFruitSlice,,GiantScalyFruitSlice,5,0,3,3,0,800,0,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
525,笋尖串串香,11229,1628,1,"[7,8]",,[1],,EarthenShootsSkewers,,EarthenShootsSkewers,1,0,3,3,0,794,300,226,1,,226,1,,12052,1,,,,,,,,,,,,,,,,,,,,,,0.1,
526,黄铜棍,11332,1630,1,[3],[21527],[4],,BrassStick,,BrassStick,2,0,3,3,1,800,0,11329,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
527,尖尖碰碰锤,11230,1106,[2],[1],[21514],[2],,CactusHammer,,CactusHammer,1,0,3,3,0,800,0,12001,1,,242,1,,11227,2,,,,,,,,,,,,,,,,,,,,,,0.1,
528,玉米粉,344,1632,1,[3],[21527],[1],,Cornmeal,,Cornmeal,1,0,3,3,0,800,20,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
530,石英砂,11305,1634,1,[3],[21527],[4],,QuartzSand,,QuartzSand,4,0,3,3,1,800,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
531,坩埚,11064,1635,1,[2],[21550],[3],,Copple,,Copple,1,0,3,3,1,800,0,11330,3,,11332,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
532,升级元件A型,11335,1637,1,[2],[21550],,,,,,1,0,3,3,0,800,0,11334,1,,11330,4,,11511,1,,11204,1,,,,,,,,,,,,,,,,,,,0.1,
533,星站能源核心,11331,1638,1,[2],[21550],,,,,,1,0,3,3,0,800,0,11205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
534,石质创造锤,11613,214,1,[4],[21540],,1,,,,1,0,3,3,0,800,0,104,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
535,黄铜创造锤,11614,213,1,[4],[21540],,1,,,,1,0,3,3,0,800,0,11329,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
536,秘银创造锤,11615,212,1,[4],[21540],,1,,,,1,0,3,3,0,800,0,11209,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
537,钛金创造锤,11616,211,1,[4],[21540],,1,,,,1,0,3,3,0,800,0,11330,3,,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
538,收割者,12009,1107,[3],[1],[21512],,,Reaper,,Reaper,1,0,3,3,1,800,0,11330,5,,11323,2,,11511,2,,,,,,,,,,,,,,,,,,,,,,0.1,
539,钛金战锤,12010,1108,[3],[1],[21514],,,TitaniumHammer,,TitaniumHammer,1,0,3,3,1,800,0,11330,5,,11323,2,,11511,1,,,,,,,,,,,,,,,,,,,,,,0.1,
540,黄铜头盔,12216,1205,[2],[1],[21504],,,BrassHelmet,,BrassHelmet,1,0,3,3,0,800,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
541,黄铜胸甲,12217,1206,[2],[1],[21505],,,BrassArmor,,BrassArmor,1,0,3,3,0,800,0,11329,8,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
542,黄铜护腿,12218,1207,[2],[1],[21506],,,BrassGreave,,BrassGreave,1,0,3,3,0,800,0,11329,7,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
543,黄铜靴子,12219,1208,[2],[1],[21507],,,BrassBoots,,BrassBoots,1,0,3,3,0,800,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
544,樱桃树种子,11405,1649,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
545,落叶松树种子,11406,1650,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
546,乔木种子,11407,1651,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
547,珍木种子,11408,1652,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
548,桃树种子,11409,1653,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
549,白杨种子,11410,1654,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
550,核桃木种子,11411,1655,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
551,红杉树种子,11412,1656,[4],[3],[21529],,,,,,1,0,3,3,0,800,0,12602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
552,花洒,11617,236,[8],[2],[21520],,1,,,,1,0,3,3,0,800,0,11209,3,,632,1,,11500,1,,,,,,,,,,,,,,,,,,,,,,0.1,
553,石锅,200108,226,"[12,3]","[0,2]","[21500,21520]",,1,StonePot,,StonePot,1,0,3,3,0,800,0,11627,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
554,秘银锅,200109,225,[4],[2],[21520],,1,MithsilverPot,,MithsilverPot,1,0,3,3,0,800,0,11209,4,,11627,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
555,秘银冶炼台,798,221,[3],[2],[14],,1,MithsilverFurnace,,MithsilverFurnace,1,0,3,3,0,800,0,11209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
556,铜冶炼台,799,222,[2],[2],[14],,1,BrassFurnace,,BrassFurnace,1,0,3,3,0,800,0,11329,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
557,大型储物箱（横）,1180,251,"[3,3]","[0,4]","[21503,21531]",,,StorageBox,,StorageBox,1,0,3,3,1,800,0,11323,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
558,大型储物箱（竖）,1181,252,"[3,3]","[0,4]","[21503,21531]",,,StorageBox,,StorageBox,1,0,3,3,1,800,0,11323,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
559,冰晶蕨种子,11666,1657,[4],[3],[21529],,,IceCrystalFernSeed,,IceCrystalFernSeed,2,0,3,3,0,800,0,150012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
560,坚固冰棱,31,223,[10],[4],[21544],,,HardIcicle,,HardIcicle,4,0,3,3,0,800,0,160002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
561,脆冰棱,32,223,[10],[4],[21544],,,WeakIcicle,,WeakIcicle,4,0,3,3,0,800,0,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
562,寒霜晶核,11576,223,1,[3],[21530],,,IceCrystalCore,,IceCrystalCore,1,0,3,3,0,800,0,11570,1,,11824,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
563,霜火石块,35,223,[10],[4],[21544],,,IceCrystalBlock,,IceCrystalBlock,1,0,3,3,0,800,0,11824,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
564,冰魄法杖,11667,1181,[7],[1],[21518],,,IceStaff,,IceStaff,1,0,3,3,0,800,0,11569,1,,11576,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
565,寒光棒,150013,223,[2],[4],[21522],,,ColdLightTorch,,ColdLightTorch,4,0,3,3,1,800,0,11824,1,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
566,冰雾瓶,11672,223,[7],[1],[21551],,,IceFogBottle,,IceFogBottle,1,0,3,3,0,800,0,150009,2,,11824,1,,11320,1,,,,,,,,,,,,,,,,,,,,,,0.1,
567,灌木丛种子,11825,223,[4],[3],[21529],,,BushSeed,,BushSeed,2,0,3,3,0,800,0,392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
568,灌木丛种子,11825,223,[4],[3],[21529],,,BushSeed,,BushSeed,2,0,3,3,0,800,0,763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
569,冬温花种子,760,223,[4],[3],[21529],,,WinterFlowerSeed,,WinterFlowerSeed,2,0,3,3,0,800,0,761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
570,石料,11627,101,"[1,1]","[0,3]","[21502,21527]",,,,,,4,0,3,3,0,11000,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
572,草饲料,11534,233,[4],[2],[21521],,1,,,,1,0,2,2,1,800,0,12621,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
573,肉饲料,11535,234,[3],[2],[21521],,1,,,,1,0,2,2,1,800,0,12513,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
574,石料,11627,101,"[1,1]","[0,3]","[21502,21527]",,,,,,4,0,3,3,0,11000,0,505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
575,石质雕像,596,1682,"[1,1]","[0,4]","[21503,21544]","[1,5]",,StoneStatue,,StoneStatue,1,0,3,3,0,11000,0,104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
576,玉米的种子,11400,1683,[1],[3],[21529],,,CornSeed,,CornSeed,1,0,3,3,0,800,0,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
577,饲料槽,1753,232,[1],[2],[21521],,,,,,1,0,3,3,1,800,0,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
578,石柱,1755,1685,[10],[4],[21544],,,,,,2,0,1,1,0,800,0,666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
579,柱顶,1756,1686,[10],[4],[21544],,,,,,2,0,1,1,0,800,0,666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
580,防寒披风,12279,1261,[7],[1],[21516],,,Cotton-encrustedCloak,,Cotton-encrustedCloak,1,0,3,3,0,800,0,761,3,,12623,5,,12600,5,,,,,,,,,,,,,,,,,,,,,,0.1,
581,氧气面罩,12276,1262,[12],[1],[21516],,,,,,1,0,3,3,0,800,0,12278,1,,12600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
582,防火背包,12277,1263,[13],[1],[21516],,,,,,1,0,3,3,0,800,0,12605,1,,11309,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
583,黄铜块,456,1690,[10],[4],[21544],,,BrassBlock,,BrassBlock,1,0,3,3,0,800,0,11329,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
584,钛合金块,457,1691,[10],[4],[21544],,,TitaniumBlock,,TitaniumBlock,1,0,3,3,0,800,0,11330,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
585,棉花树种子,11419,1693,[4],[3],[21529],,,,,,2,0,3,3,0,800,0,12600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
586,小沙包,12054,1694,[1],[1],[21551],[3],,SnowBall,,SnowBall,3,0,3,3,1,800,0,29,1,,11307,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
587,钛合金,11330,1695,1,[3],[21528],,,Titanium,,Titanium,10,0,3,3,0,800,0,457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
588,黄铜,11329,1696,1,[3],[21528],,,Brass,,Brass,10,0,3,3,0,800,0,456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
589,弦月魔法棒,12301,1109,[9],[1],[21552],,,,,,1,0,3,3,0,800,0,11570,1,,11330,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,0.1,
590,星翼魔法棒（蓝）,12302,1110,[10],[1],[21552],,,,,,1,0,3,3,0,800,0,11570,1,,11330,1,,11532,1,,,,,,,,,,,,,,,,,,,,,,0.1,
591,星翼魔法棒（红）,12303,1111,[11],[1],[21552],,,,,,1,0,3,3,0,800,0,11570,1,,11330,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,0.1,
