控件ID【控件大类(1=事件|2=条件|3=动作|4=局部事件)_子类（01~17）_序号（0001~）】,名称,控件大类,子类型,子类名称,显示过滤【①全局（1=显示（默认）|0=隐藏），②局部（1=显示（默认）|0=隐藏），③道具类型（0=通用|1=方块|2=杂物|3=工具|4=一组物品|5=怪物|6=账号物品|7=弓|8=投掷物/弹药|9=装备|10=枪械|11=食物|12=石矛|15=包裹|16=机械）(子类型=6时才读)（兼用多种道具类型时，数字用‘|’隔开），④使用仅供学习的模板地图时禁用（0=不禁用，1=禁用）】,描述,描述备注,备注,事件传参备注,事件传参,参数1,参数默认值1,参数2,参数默认值2,参数3,参数默认值3,参数4,参数默认值4,参数5,参数默认值5,参数6,参数默认值6,参数7,参数默认值7,参数8,参数默认值8,参数9,参数默认值9,参数10,参数默认值10,触发器显示（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见）,触发器提示版本号（填写版本号的第二位）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170002,在玩家身上创建图文信息,3,17,图文信息,"1,1,0,0",在|@1|身上创建|@2|，向|@3|偏移距离|@4,在【玩家】身上创建【图文信息】，向【方向】偏移距离【数值】,,,,"1018,1",6|250001,"1057,1",3|150001,"1047,1",6|350001,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170003,在生物身上创建图文信息,3,17,图文信息,"1,1,0,0",在|@1|身上创建|@2|，向|@3|偏移距离|@4,在【生物】身上创建【图文信息】，向【方向】偏移距离【数值】,,,,"1031,1",6|300001,"1057,1",3|150001,"1047,1",6|350001,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170004,在投掷物上创建图文信息,3,17,图文信息,"1,1,0,0",在|@1|上创建|@2|，向|@3|偏移|@4,在【投掷物】上创建【图文信息】，向【方向】偏移【数值】,,,,"1044,1",6|280001,"1057,1",3|150001,"1047,1",6|350001,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170005,删除位置上的图文信息类型,3,17,图文信息,"1,1,0,0",删除|@1|上编号为|@2|的|@3,删除【位置】上编号为【数值】的【图文信息类型】,,,,"1002,1",6|240001,"1005,1",1|1,"1058,1",6|490001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170006,删除玩家身上的图文信息类型,3,17,图文信息,"1,1,0,0",删除|@1|身上编号为|@2|的|@3,删除【玩家】身上编号为【数值】的【图文信息类型】,,,,"1018,1",6|250001,"1005,1",1|1,"1058,1",6|490001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170007,删除生物身上的图文信息类型,3,17,图文信息,"1,1,0,0",删除|@1|身上编号为|@2|的|@3,删除【生物】身上编号为【数值】的【图文信息类型】,,,,"1031,1",6|300001,"1005,1",1|1,"1058,1",6|490001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170008,删除投掷物上的图文信息类型,3,17,图文信息,"1,1,0,0",删除|@1|上编号为|@2|的|@3,删除【投掷物】上编号为【数值】的【图文信息类型】,,,,"1044,1",6|280001,"1005,1",1|1,"1058,1",6|490001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170009,在位置上创建平面图文信息,3,17,图文信息,"1,1,0,0",在|@1|上创建|@2|，向X轴偏移|@3|，Y轴偏移|@4,在【位置】上创建【图文信息】，向X轴偏移【数值】，Y轴偏移【数值】,,,,"1002,1",6|240001,"1057,1",3|150001,"1005,1",1|0,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170010,在玩家身上创建平面图文信息,3,17,图文信息,"1,1,0,0",在|@1|身上创建|@2|，向X轴偏移|@3|，Y轴偏移|@4,在【玩家】身上创建【图文信息】，向X轴偏移【数值】，Y轴偏移【数值】,,,,"1018,1",6|250001,"1057,1",3|150001,"1005,1",1|0,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170011,在生物身上创建平面图文信息,3,17,图文信息,"1,1,0,0",在|@1|身上创建|@2|，向X轴偏移|@3|，Y轴偏移|@4,在【生物】身上创建【图文信息】，向X轴偏移【数值】，Y轴偏移【数值】,,,,"1031,1",6|300001,"1057,1",3|150001,"1005,1",1|0,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170012,在投掷物上创建平面图文信息,3,17,图文信息,"1,1,0,0",在|@1|身上创建|@2|，向X轴偏移|@3|，Y轴偏移|@4,在【投掷物】身上创建【图文信息】，向X轴偏移【数值】，Y轴偏移【数值】,,,,"1044,1",6|280001,"1057,1",3|150001,"1005,1",1|0,"1005,1",1|100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180001,在任意组中添加任意值,3,18,组,"1,1,0,0",在|@1|中添加|@2,在【任意组】中添加【任意值】,"1.添加位置：在末尾插入值
2. 使用该动作对位置组、区域组、生物组、玩家组、计时器组等变量类型添加值时，无法重复添加相同值
3. 数值组、字符串组、布尔值组、方块类型组、道具类型组、生物类型组、特效类型组等变量类型可以重复添加相同值",,,"1061,1",,"1053,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180002,在任意组中将指定编号的值设为空值,3,18,组,"1,1,0,0",在|@1|中将编号|@2|的值设为空值,在【任意组】中将编号【数值】的值设为空值,设为空值后还会占用位置，例如a = {1，2，3}，将1设为空值，则a = {nil，2，3},,,"1061,1",,"1005,1",1|1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180003,在任意组中将任意值设为空值,3,18,组,"1,1,0,0",在|@1|中将|@2|设为空值,在【任意组】中将【任意值】设为空值,"内容匹配清除，会将所有相同的值设为空值，例如a = {1,1,2,3} 将1设为空值，则a = {nil，nil，2,3}",,,"1061,1",,"1053,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180004,清空任意组,3,18,组,"1,1,0,0",清空|@1,清空【任意组】,删除组所有的值,,,"1061,1",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180005,在任意组插入任意值,3,18,组,"1,1,0,0",在|@1|的第|@2|位插入|@3,在【任意组】的第【数值】位插入【任意值】,向前插入，会影响排序。例如a = {1、2、3、4} 往第二位插入5，则a = {1、5、2、3、4},,,"1061,1",,"1005,1",1|1,"1053,1",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180006,在任意组删除指定编号的值,3,18,组,"1,1,0,0",删除|@1|中编号|@2|的值,删除【任意组】中编号【数值】的值,删除值会影响排序，后面的值往前进位，例如a = {1、2、3、4}，删除2后，a ={1、3、4},,,"1061,1",,"1005,1",1|1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180007,在任意组删除任意值,3,18,组,"1,1,0,0",在|@1|删除|@2,在【任意组】删除【任意值】,"内容匹配清除，例如a = {1,1,2,3} 删除1则删除所有1，则a = {2,3}",,,"1061,1",,"1053,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180008,清空任意组的空值,3,18,组,"1,1,0,0",清空|@1|的空值,清空【任意组】的空值,清空空值后自动进位，例如a = {1、nil、2、nil、nil、3}，清空后变为 a ={1、2、3},,,"1061,1",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180009,在任意组中添加一组值,3,18,组,"1,1,0,0",在|@1|中添加|@2|所有的值,在【任意组】中添加【任意组】所有的值,在a组的末尾按b组原顺序添加b组的所有值，包括空值。例如a = {1，2，3}， b = {4，5，6} 添加b到a，则 a = {1，2，3，4，5，6},,,"1061,1",,"1061,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180010,在任意组中将一组值设为空值,3,18,组,"1,1,0,0",在|@1|中，将与|@2|重复的值设为空值,在【任意组】中，将与【任意组】重复的值设为空值,"1.去重，将A组和B组重复的值设为空值，重复的空值不删除
2. 若有多个重复值，则优先将排在前面的值设为空值，例如a = {1，1，1，2，3} b = {1，1，2}，变为a = {nil，nil，1，nil，3}，优先ix = 1和ix = 2的1",,,"1061,1",,"1061,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180011,在任意组中删除一组值,3,18,组,"1,1,0,0",在|@1|中，删除与|@2|重复的值,在【任意组】中，删除与【任意组】重复的值,"1. 去重，删除A组和B组重复的值，重复的空值会被删除
2. 若有多个重复值，则优先删除排在前面的值，例如a = {1，1，1，2，3} b = {1，1，2}，删除后变为a = {1，3}，优先删除ix = 1和ix = 2的1",,,"1061,1",,"1061,1",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180012,在任意组插入一组值,3,18,组,"1,1,0,0",在|@1|的第|@2|位插入|@3|所有的值,在【任意组】的第【数值】位插入【任意组】所有的值,"1. 向前插入，影响排序。例如a = {1，2，3，4} 往第二位插入b = {5，6，7}，则a = {1，5，6，7，2，3，4}
2. 若插入的位置没有值，和赋值相同。例如a = {1，2，3}，往第四位插入b = {4，5，6} ，则a = {1，2，3，4，5，6}",,,"1061,1",,"1005,1",1|1,"1061,1",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180013,设置任意组中指定编号的值,3,18,组,"1,1,0,0",设置|@1|中编号|@2|的值为|@3,设置【任意组】中编号【数值】的值为【任意值】,赋值操作，和现有的赋值逻辑相同,,,"1061,1",,"1005,1",1|1,"1053,1",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180014,替换任意组中的任意值,3,18,组,"1,1,0,0",替换|@1|中的所有|@2|为|@3,替换【任意组】中的所有【任意值】为【任意值】,替换所有匹配内容，例如a = {1，1，1，2，3}，替换1为5，则a = {5，5，5，2，3},,,"1061,1",,"1053,1",,"1053,1",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180015,对任意组的值排序,3,18,组,"1,1,0,0",对|@1|的值|@2|排列,对【任意组】的值【排序】排列,"1.根据数字大小排序
2. 字符串组按照字符串长度排序，相同长度根据原顺序",,,"1061,1",,"1072,1",5|500001,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190001,隐藏元件,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|展示属性为隐藏,使【玩家】修改【界面】的【元件】展示属性为隐藏,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190002,设置文本内容,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|内的文本为|@4,使【玩家】修改【界面】的【元件】内的文本为【字符串】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1,3|7",,"1010,1",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190003,设置图案\按钮内容,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|内的图案为|@4,使【玩家】修改【界面】的【元件】内的图案为【图案模板】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1,2|4",,"1076,1",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190004,设置图案\按钮的大小,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|长度为|@4|，宽度为|@5|。,使【玩家】修改【界面】的【元件】长度为【数值】，宽度为【数值】。,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1,2|4",,"1005,1",1|100,"1005,1",1|100,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190005,修改文本字体大小,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|字体为|@4,使【玩家】修改【界面】的【元件】字体为【数值】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1,3|7",,"1005,1",1|16,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190006,改变元件颜色,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|颜色为|@4,使【玩家】修改【界面】的【元件】颜色为【颜色】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,"1056,1",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190007,显示元件,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|展示属性为显示,使【玩家】修改【界面】的【元件】展示属性为显示,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190008,旋转元件,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|按照顺时针旋转|@4,使【玩家】修改【界面】的【元件】按照顺时针旋转至【数值】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,"1005,1",1|90,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190009,打开界面,3,19,界面,"1,0,0,0,520002",使|@1|打开|@2,使【玩家】打开【界面】,,,,"1018,1",6|250001,"1074,1",6|520001,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190010,关闭界面,3,19,界面,"1,0,0,0,520002",使|@1|关闭|@2,使【玩家】关闭【界面】,,,,"1018,1",6|250001,"1074,1",6|520001,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190011,设置元件透明度,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|透明度为|@4,使【玩家】修改【界面】的【元件】透明度为【数值】,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,"1005,1",1|90,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190012,切换页面状态,3,19,界面,"1,0,0,0,520003",使|@1|的|@2|状态为|@3,使【玩家】的【界面】状态为【页面状态】,,,,"1018,1",6|250001,"1074,1",6|520001,"1079,1",,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190013,设置元件位置,3,19,界面,"1,0,0,0,520002",使|@1|修改|@2|的|@3|X轴坐标为|@4|，Y轴坐标为|@5|,使【玩家】修改【界面】的【元件】X轴坐标为【数值】，Y轴坐标为【数值】。,,,,"1018,1",6|250001,"1074,1",6|520001,"1075,1",,"1005,1",1|100,"1005,1",1|100,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200001,对玩家设置显示板的图片,3,20,显示板,"1,0,0,0",对|@1|设置|@2|显示图片为|@3,对【玩家】设置【显示板】显示图片为【图案模板】,"1.同个显示板可以对不同玩家显示不同的内容
2.需要对所有玩家都执行一次该触发器，才能让所有玩家看到相同的内容",,,"1018,1",6|250001,"1082,1",,"1076,1",,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200002,对玩家设置显示板的视频,3,20,显示板,"1,0,0,0",对|@1|设置|@2|显示视频链接为|@3,对【玩家】设置【显示板】显示视频链接为【字符串】,"1.同个显示板可以对不同玩家显示不同的内容
2.需要对所有玩家都执行一次该触发器，才能让所有玩家看到相同的内容",,,"1018,1",6|250001,"1082,1",,"1010,1",,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200003,对玩家设置显示板的界面,3,20,显示板,"1,0,0,0",对|@1|设置|@2|显示界面为|@3,对【玩家】设置【显示板】显示界面为【界面】,"1.同个显示板可以对不同玩家显示不同的内容
2.需要对所有玩家都执行一次该触发器，才能让所有玩家看到相同的内容",,,"1018,1",6|250001,"1082,1",,"1074,1",,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200004,对玩家显示显示板,3,20,显示板,"1,0,0,0",对|@1|设置|@2|为显示,对【玩家】设置【显示板】为显示,显示板可以对各个玩家存在不同的状态，可以对A玩家显示，B玩家隐藏,,,"1018,1",6|250001,"1082,1",,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200005,对玩家隐藏显示板,3,20,显示板,"1,0,0,0",对|@1|设置|@2|为隐藏,对【玩家】设置【显示板】为隐藏,显示板可以对各个玩家存在不同的状态，可以对A玩家显示，B玩家隐藏,,,"1018,1",6|250001,"1082,1",,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200006,对玩家设置显示板视频播放模式,3,20,显示板,"1,0,0,0",对|@1|设置|@2| 的视频播放模式为|@3,对【玩家】设置【显示板】 的视频播放模式为【播放模式】,,,,"1018,1",6|250001,"1082,1",,"1086,1",5|610001,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200007,对玩家设置显示板的网络视频,3,20,显示板,"1,0,0,0",对|@1|设置|@2|显示网络视频链接为|@3,对【玩家】设置【显示板】显示网络视频链接为【字符串】,,,,"1018,1",6|250001,"1082,1",,"1010,1",,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210001,在排行榜中设置玩家的数值,3,21,数据存储,"1,0,0,0",在|@1|中设置|@2|的值为|@3,在【排行榜】中设置【玩家】的值为【数值】,"1. 以玩家的迷你号为索引，在服务器排行榜设置玩家的数值
2. 将玩家数据存进服务器的排行榜，可以做出全图排行榜
#3. 相同分数谁先进入排行榜谁在前面
4. 排行榜需要地图上传后，在云服地图才可生效",,,"1084,1",,"1018,1",6|250001,"1005,1",1|1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210002,在排行榜中设置指定名称的数值,3,21,数据存储,"1,0,0,0",在|@1|中设置名称为|@2|的值为|@3,在【排行榜】中设置名称为【字符串】的值为【数值】,"1.自定义索引名，只允许使用字母、数字、下划线_和星号*
2.排行榜可以使用输入框填写脚本引用名来索引",,,"1084,1",,"1010,1",,"1005,1",1|1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210003,在排行榜中删除玩家的数值,3,21,数据存储,"1,0,0,0",在|@1|中删除|@2|的数值,在【排行榜】中删除【玩家】的数值,,,,"1084,1",,"1018,1",6|250001,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210004,在排行榜中删除指定名称的数值,3,21,数据存储,"1,0,0,0",在|@1|中删除名称为|@2|的数值,在【排行榜】中删除名称为【字符串】的数值,,,,"1084,1",,"1010,1",,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210005,使排行榜中指定玩家的值自运算,3,21,数据存储,"1,0,0,0",使|@1|中|@2|的值加|@3,使【排行榜】中【玩家】的值加【数值】,多个房间对同一个值操作时可以使用该动作，不会导致值相互覆盖,,,"1084,1",,"1018,1",6|250001,"1005,1",1|1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210006,使排行榜中指定名称的值自运算,3,21,数据存储,"1,0,0,0",使|@1|中名称为|@2|的值加|@3,使【排行榜】中名称为【字符串】的值加【数值】,多个房间对同一个值操作时可以使用该动作，不会导致值相互覆盖,,,"1084,1",,"1010,1",,"1005,1",1|1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210007,获取排行榜中指定排名的值,3,21,数据存储,"1,0,0,0",获取|@1|中以|@4|方式，排在第|@2|的值，并执行 |@3|将获取的值传递到触发器,获取【排行榜】中以【排序】方式，排在第【数值】的值，并执行 【触发器】将获取的值传递到触发器,"1.排行榜只允许取正整数，升序为从小到大，降序为从大到小
2. 本触发器的所有参数传递到执行的【触发器】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
3. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,,"1084,1",,"1005,1",1|1,"1038,1",,"1072,1",6|500001,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210008,获取排行榜中指定玩家的值,3,21,数据存储,"1,0,0,0",获取|@1|中|@2|的值，并执行 |@3|将获取的值传递到触发器,获取【排行榜】中【玩家】的值，并执行 【触发器】将获取的值传递到触发器,"1. 本触发器的所有参数传递到执行的【触发器】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
2. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,,"1084,1",,"1018,1",6|250001,"1038,1",,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210009,获取排行榜中指定名称的值,3,21,数据存储,"1,0,0,0",获取|@1|中名称为|@2|的值，并执行 |@3|将获取的值传递到触发,获取【排行榜】中名称为【字符串】的值，并执行 【触发器】将获取的值传递到触发,"1. 本触发器的所有参数传递到执行的【触发器】，例如【触发事件玩家】、【事件中的目标玩家】、【触发事件的生物】等等
2. 可以通过服务器/排行榜获取的xx，拿到名称、玩家、数值、排名四个值",,,"1084,1",,"1010,1",,"1038,1",,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210010,在表中设置指定名称的任意值,3,21,数据存储,"1,0,0,0",设置|@1|中名称为|@2|值为|@3,设置【表】中名称为【字符串】值为【任意值】,1. 使用英文的点.可以分割索引，对脚本使用有影响，只使用触发器可无视这条,,,"1085,1",,"1010,1",,"1053,1",,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210011,在表中删除指定名称的值,3,21,数据存储,"1,0,0,0",在|@1|中删除名称为|@2|的值,在【表】中删除名称为【字符串】的值,,,,"1085,1",,"1010,1",,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210012,获取表中指定名称的值,3,21,数据存储,"1,0,0,0",获取|@1|中名称为|@2|的值，并执行 |@3|将获取的值传递到触发器,获取【表】中名称为【字符串】的值，并执行 【触发器】将获取的值传递到触发器,,,,"1085,1",,"1010,1",,"1038,1",,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210013,清空表,3,21,数据存储,"1,0,0,0",清空|@1,清空【表】,删除后无法恢复，谨慎使用,,,"1085,1",,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210014,清空排行榜,3,21,数据存储,"1,0,0,0",清空|@1,清空【排行榜】,删除后无法恢复，谨慎使用,,,"1084,1",,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210015,上报玩家数据,3,21,数据存储,"1,1,0,0",上报|@1|数据，事件名为|@2,上报【玩家】数据，事件名为【字符串】,使用不同事件组合事件名，可以自定义上报玩家各种行为数据，上报后可以在创作者中心后台查看玩家的各项数据,,,"1018,1",6|250001,"1010,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220001,对玩家显示评价弹窗,3,22,互动,"1,1,0,0",对|@1|显示评价弹窗,对【玩家】显示评价弹窗,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发
②10分钟只会弹一次，且玩家已评价过该地图不会触发
③重进地图或转换编辑地图可重新弹出一次，方便测试",,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220002,对玩家显示收藏弹窗,3,22,互动,"1,1,0,0",对|@1|显示收藏弹窗,对【玩家】显示收藏弹窗,"①玩家游玩一段时间后（当前为进入地图后3分钟）才可以触发
②10分钟只会弹一次，且玩家已评价过该地图不会触发
③重进地图或转换编辑地图可重新弹出一次，方便测试",,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
