物品ID,物品名称（仅备注用）,分类ID,界面分类ID(控制在哪个UI分类下显示的字段，支持填多个ID),品质（-1糟糕，0普通，1稀有，2珍贵，3传说）,需要家园等级（一般用于购买限制）,系列（填stringid）,品牌（填文件夹.文件名，路径在res/ui下）,家园评分,图鉴评分,出售类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）编辑背包回收,出售价格,功能数量（用到几个功能就填几）,功能1ID,功能1值1,功能1值2,功能1值3,功能1值4,功能2ID,功能2值1,功能2值2,功能2值3,功能2值4,功能3ID,功能3值1,功能3值2,功能3值3,功能3值4,界面模型大小,占地大小(512=半格砖 1024=4分之1砖),替代描述（对应stringID，屏蔽原描述和合成配方，显示本表配置描述）
ItemID,Name,ItemType,UiType,Quality,HomeLv,Series,Brand,HomeScore,HandBookScore,SellType,SellNum,FunctionNum,Function1_ID,Function1_val1,Function1_val2,Function1_val3,Function1_val4,Function2_ID,Function2_val1,Function2_val2,Function2_val3,Function2_val4,Function3_ID,Function3_val1,Function3_val2,Function3_val3,Function3_val4,ModelSize,AreaSize,ReplaceString
3,静态水,1002,1101|1102,0,,,,,,,,2,1,1x1x1,,,,19,1,,,,,,,,,,,
68001,活力糖,8001,8001,0,,,,,,2,10,1,7,1,0,0,,,,,,,,,,,,,,
68002,神行糖,8001,8001,0,,,,,,2,10,1,7,0,1,0,,,,,,,,,,,,,,
68003,福灵糖,8001,8001,0,,,,,,2,10,1,7,0,0,1,,,,,,,,,,,,,,
68004,精灵糖,8001,8001,0,,,,,,2,10,1,7,1,1,1,,,,,,,,,,,,,,
68005,宠物培养道具5,8001,8001,0,,,,,,2,10,1,7,10,,10,,,,,,,,,,,,,,
68006,宠物培养道具6,8001,8001,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68007,宠物培养道具7,8001,8001,0,,,,,,2,10,1,7,100,100,100,,,,,,,,,,,,,,
68008,宠物培养道具8,8001,8001,0,,,,,,2,10,1,7,1000,1000,1000,,,,,,,,,,,,,,
68009,宠物培养道具9,8001,8001,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68010,宠物培养道具10,8001,8001,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68101,清凉泡泡糖,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68102,芬芳泡泡糖,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68103,坚硬泡泡糖,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68104,火星石,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68105,蛙蛙（忍术）卷轴,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68106,粉红棉花糖,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68107,汪汪围脖,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68108,龙蛋壳,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68109,金翎羽,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68110,精灵糖果,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68111,神秘魔法书,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68112,跳跳皮球,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68113,猕猴笛子,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68114,孔雀羽毛,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68115,小麦升阶道具,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68116,小卷升阶道具,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68117,花生升阶道具,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68118,爱心锤,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68119,创极石,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68120,星月符石,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68121,电光话筒,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68122,云朵床垫,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68123,疾风刺针,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68124,进宝吊坠,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68125,闪耀灵尾,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68126,蓝火晶石,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68127,筑梦铃铛,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68128,特级厨师帽,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68129,光速手柄,8002,8002,0,,,,,,2,10,1,7,10,10,10,,,,,,,,,,,,,,
68201,简易滑翔翼,8003,8003,0,,,,,,2,10,1,21,13,,,,,,,,,,,,,,,,
68202,简易潜泳镜,8003,8003,0,,,,,,2,10,1,21,15,,,,,,,,,,,,,,,,
68203,简易石镐,8003,8003,0,,,,,,2,10,1,21,14,,,,,,,,,,,,,,,,
68301,清凉泡泡糖,8004,8004,0,,,,,,2,10,1,17,10001,1,1,,,,,,,,,,,,,,
68302,芬芳泡泡糖,8004,8004,0,,,,,,2,10,1,17,10002,2,10,,,,,,,,,,,,,,
68303,坚硬泡泡糖,8004,8004,0,,,,,,2,10,1,17,10003,3,100,,,,,,,,,,,,,,
68304,火辣泡泡糖,8004,8004,0,,,,,,2,10,1,17,10004,4,10,,,,,,,,,,,,,,
68305,跳跳飞标,8004,8004,0,,,,,,2,10,1,17,10005,5,10,,,,,,,,,,,,,,
68306,蓝色月桂枝,8004,8004,0,,,,,,2,10,1,17,10006,1,1,,,,,,,,,,,,,,
68307,牛仔围巾,8004,8004,0,,,,,,2,10,1,17,10007,1,1,,,,,,,,,,,,,,
68308,滚烫蛋壳,8004,8004,0,,,,,,2,10,1,17,10008,1,1,,,,,,,,,,,,,,
68309,金色羽毛,8004,8004,0,,,,,,2,10,1,17,10009,1,1,,,,,,,,,,,,,,
68310,微光星星,8004,8004,0,,,,,,2,10,1,17,10010,1,1,,,,,,,,,,,,,,
68311,高贵蝴蝶结,8004,8004,0,,,,,,2,10,1,17,10010,1,1,,,,,,,,,,,,,,
68312,胖胖游泳圈,8004,8004,0,,,,,,2,10,1,17,10010,1,1,,,,,,,,,,,,,,
68501,小泡沫,8005,8005,0,,,,,,2,10,1,16,10001,1,0,,,,,,,,,,,,,,
68502,小泡沫,8005,8005,0,,,,,,2,10,1,16,10001,2,0,,,,,,,,,,,,,,
68503,泡泡团子,8005,8005,0,,,,,,2,10,1,16,10001,3,0,,,,,,,,,,,,,,
68504,泡泡团子,8005,8005,0,,,,,,2,10,1,16,10001,4,0,,,,,,,,,,,,,,
68505,圆泡团,8005,8005,0,,,,,,2,10,1,16,10001,5,0,,,,,,,,,,,,,,
68506,小孢子,8005,8005,0,,,,,,2,10,1,16,10002,1,0,,,,,,,,,,,,,,
68507,小孢子,8005,8005,0,,,,,,2,10,1,16,10002,2,0,,,,,,,,,,,,,,
68508,嫩叶团子,8005,8005,0,,,,,,2,10,1,16,10002,3,0,,,,,,,,,,,,,,
68509,嫩叶团子,8005,8005,0,,,,,,2,10,1,16,10002,4,0,,,,,,,,,,,,,,
68510,豪华团,8005,8005,0,,,,,,2,10,1,16,10002,5,0,,,,,,,,,,,,,,
68511,小石子,8005,8005,0,,,,,,2,10,1,16,10003,1,0,,,,,,,,,,,,,,
68512,小石子,8005,8005,0,,,,,,2,10,1,16,10003,2,0,,,,,,,,,,,,,,
68513,岩石团,8005,8005,0,,,,,,2,10,1,16,10003,3,0,,,,,,,,,,,,,,
68514,岩石团,8005,8005,0,,,,,,2,10,1,16,10003,4,0,,,,,,,,,,,,,,
68515,巨岩团,8005,8005,0,,,,,,2,10,1,16,10003,5,0,,,,,,,,,,,,,,
68516,小火星,8005,8005,0,,,,,,2,10,1,16,10004,1,0,,,,,,,,,,,,,,
68517,小火星,8005,8005,0,,,,,,2,10,1,16,10004,2,0,,,,,,,,,,,,,,
68518,暖暖团子,8005,8005,0,,,,,,2,10,1,16,10004,3,0,,,,,,,,,,,,,,
68519,暖暖团子,8005,8005,0,,,,,,2,10,1,16,10004,4,0,,,,,,,,,,,,,,
68520,爆热团团,8005,8005,0,,,,,,2,10,1,16,10004,5,0,,,,,,,,,,,,,,
68521,小蝌丁,8005,8005,0,,,,,,2,10,1,16,10005,1,0,,,,,,,,,,,,,,
68522,小蝌丁,8005,8005,0,,,,,,2,10,1,16,10005,2,0,,,,,,,,,,,,,,
68523,跳跳蛙,8005,8005,0,,,,,,2,10,1,16,10005,3,0,,,,,,,,,,,,,,
68524,跳跳蛙,8005,8005,0,,,,,,2,10,1,16,10005,4,0,,,,,,,,,,,,,,
68525,忍忍蛙,8005,8005,0,,,,,,2,10,1,16,10005,5,0,,,,,,,,,,,,,,
68526,小兔叽,8005,8005,0,,,,,,2,10,1,16,10006,1,0,,,,,,,,,,,,,,
68527,小兔叽,8005,8005,0,,,,,,2,10,1,16,10006,2,0,,,,,,,,,,,,,,
68528,兔叽,8005,8005,0,,,,,,2,10,1,16,10006,3,0,,,,,,,,,,,,,,
68529,兔叽,8005,8005,0,,,,,,2,10,1,16,10006,4,0,,,,,,,,,,,,,,
68530,玉兔叽,8005,8005,0,,,,,,2,10,1,16,10006,5,0,,,,,,,,,,,,,,
68531,迷你汪,8005,8005,0,,,,,,2,10,1,16,10007,1,0,,,,,,,,,,,,,,
68532,迷你汪,8005,8005,0,,,,,,2,10,1,16,10007,2,0,,,,,,,,,,,,,,
68533,大耳汪,8005,8005,0,,,,,,2,10,1,16,10007,3,0,,,,,,,,,,,,,,
68534,大耳汪,8005,8005,0,,,,,,2,10,1,16,10007,4,0,,,,,,,,,,,,,,
68535,汪汪警长,8005,8005,0,,,,,,2,10,1,16,10007,5,0,,,,,,,,,,,,,,
68536,小龙蛋,8005,8005,0,,,,,,2,10,1,16,10008,1,0,,,,,,,,,,,,,,
68537,小龙蛋,8005,8005,0,,,,,,2,10,1,16,10008,2,0,,,,,,,,,,,,,,
68538,黑龙蛋,8005,8005,0,,,,,,2,10,1,16,10008,3,0,,,,,,,,,,,,,,
68539,黑龙蛋,8005,8005,0,,,,,,2,10,1,16,10008,4,0,,,,,,,,,,,,,,
68540,黑龙崽,8005,8005,0,,,,,,2,10,1,16,10008,5,0,,,,,,,,,,,,,,
68541,小雏鹦,8005,8005,0,,,,,,2,10,1,16,10009,1,0,,,,,,,,,,,,,,
68542,小雏鹦,8005,8005,0,,,,,,2,10,1,16,10009,2,0,,,,,,,,,,,,,,
68543,球鹦鹉,8005,8005,0,,,,,,2,10,1,16,10009,3,0,,,,,,,,,,,,,,
68544,球鹦鹉,8005,8005,0,,,,,,2,10,1,16,10009,4,0,,,,,,,,,,,,,,
68545,金羽鹦鹉,8005,8005,0,,,,,,2,10,1,16,10009,5,0,,,,,,,,,,,,,,
68546,小灵球,8005,8005,0,,,,,,2,10,1,16,10010,1,0,,,,,,,,,,,,,,
68547,小灵球,8005,8005,0,,,,,,2,10,1,16,10010,2,0,,,,,,,,,,,,,,
68548,幽幽球,8005,8005,0,,,,,,2,10,1,16,10010,3,0,,,,,,,,,,,,,,
68549,幽幽球,8005,8005,0,,,,,,2,10,1,16,10010,4,0,,,,,,,,,,,,,,
68550,幽灵王球,8005,8005,0,,,,,,2,10,1,16,10010,5,0,,,,,,,,,,,,,,
68551,小黑猫,8005,8005,0,,,,,,2,10,1,16,10011,1,0,,,,,,,,,,,,,,
68552,小黑猫,8005,8005,0,,,,,,2,10,1,16,10011,2,0,,,,,,,,,,,,,,
68553,黑炭猫,8005,8005,0,,,,,,2,10,1,16,10011,3,0,,,,,,,,,,,,,,
68554,黑炭猫,8005,8005,0,,,,,,2,10,1,16,10011,4,0,,,,,,,,,,,,,,
68555,黑黝黝,8005,8005,0,,,,,,2,10,1,16,10011,5,0,,,,,,,,,,,,,,
68556,小球豹,8005,8005,0,,,,,,2,10,1,16,10012,1,0,,,,,,,,,,,,,,
68557,小球豹,8005,8005,0,,,,,,2,10,1,16,10012,2,0,,,,,,,,,,,,,,
68558,球球豹,8005,8005,0,,,,,,2,10,1,16,10012,3,0,,,,,,,,,,,,,,
68559,球球豹,8005,8005,0,,,,,,2,10,1,16,10012,4,0,,,,,,,,,,,,,,
68560,球豹王子,8005,8005,0,,,,,,2,10,1,16,10012,5,0,,,,,,,,,,,,,,
68561,小泡沫,8005,8005,1,,,,,,2,10,1,16,10001,1,1,,,,,,,,,,,,,,
68562,小泡沫,8005,8005,2,,,,,,2,10,1,16,10001,1,2,,,,,,,,,,,,,,
68563,小泡沫,8005,8005,3,,,,,,2,10,1,16,10001,1,3,,,,,,,,,,,,,,
68565,小孢子,8005,8005,1,,,,,,2,10,1,16,10002,1,1,,,,,,,,,,,,,,
68566,小孢子,8005,8005,2,,,,,,2,10,1,16,10002,1,2,,,,,,,,,,,,,,
68567,小孢子,8005,8005,3,,,,,,2,10,1,16,10002,1,3,,,,,,,,,,,,,,
68569,小石子,8005,8005,1,,,,,,2,10,1,16,10003,1,1,,,,,,,,,,,,,,
68570,小石子,8005,8005,2,,,,,,2,10,1,16,10003,1,2,,,,,,,,,,,,,,
68571,小石子,8005,8005,3,,,,,,2,10,1,16,10003,1,3,,,,,,,,,,,,,,
68573,小火星,8005,8005,1,,,,,,2,10,1,16,10004,1,1,,,,,,,,,,,,,,
68574,小火星,8005,8005,2,,,,,,2,10,1,16,10004,1,2,,,,,,,,,,,,,,
68575,小火星,8005,8005,3,,,,,,2,10,1,16,10004,1,3,,,,,,,,,,,,,,
68577,小蝌丁,8005,8005,1,,,,,,2,10,1,16,10005,1,1,,,,,,,,,,,,,,
68578,小蝌丁,8005,8005,2,,,,,,2,10,1,16,10005,1,2,,,,,,,,,,,,,,
68579,小蝌丁,8005,8005,3,,,,,,2,10,1,16,10005,1,3,,,,,,,,,,,,,,
68581,小兔叽,8005,8005,1,,,,,,2,10,1,16,10006,1,1,,,,,,,,,,,,,,
68582,小兔叽,8005,8005,2,,,,,,2,10,1,16,10006,1,2,,,,,,,,,,,,,,
68583,小兔叽,8005,8005,3,,,,,,2,10,1,16,10006,1,3,,,,,,,,,,,,,,
68585,迷你汪,8005,8005,1,,,,,,2,10,1,16,10007,1,1,,,,,,,,,,,,,,
68586,迷你汪,8005,8005,2,,,,,,2,10,1,16,10007,1,2,,,,,,,,,,,,,,
68587,迷你汪,8005,8005,3,,,,,,2,10,1,16,10007,1,3,,,,,,,,,,,,,,
68589,小龙蛋,8005,8005,1,,,,,,2,10,1,16,10008,1,1,,,,,,,,,,,,,,
68590,小龙蛋,8005,8005,2,,,,,,2,10,1,16,10008,1,2,,,,,,,,,,,,,,
68591,小龙蛋,8005,8005,3,,,,,,2,10,1,16,10008,1,3,,,,,,,,,,,,,,
68593,小雏鹦,8005,8005,1,,,,,,2,10,1,16,10009,1,1,,,,,,,,,,,,,,
68594,小雏鹦,8005,8005,2,,,,,,2,10,1,16,10009,1,2,,,,,,,,,,,,,,
68595,小雏鹦,8005,8005,3,,,,,,2,10,1,16,10009,1,3,,,,,,,,,,,,,,
68597,小灵球,8005,8005,1,,,,,,2,10,1,16,10010,1,1,,,,,,,,,,,,,,
68598,小灵球,8005,8005,2,,,,,,2,10,1,16,10010,1,2,,,,,,,,,,,,,,
68599,小灵球,8005,8005,3,,,,,,2,10,1,16,10010,1,3,,,,,,,,,,,,,,
68601,小黑猫,8005,8005,1,,,,,,2,10,1,16,10011,1,1,,,,,,,,,,,,,,
68602,小黑猫,8005,8005,2,,,,,,2,10,1,16,10011,1,2,,,,,,,,,,,,,,
68603,小黑猫,8005,8005,3,,,,,,2,10,1,16,10011,1,3,,,,,,,,,,,,,,
68605,小球豹,8005,8005,1,,,,,,2,10,1,16,10012,1,1,,,,,,,,,,,,,,
68606,小球豹,8005,8005,2,,,,,,2,10,1,16,10012,1,2,,,,,,,,,,,,,,
68607,小球豹,8005,8005,3,,,,,,2,10,1,16,10012,1,3,,,,,,,,,,,,,,
68609,小猕猴,8005,8005,0,,,,,,2,10,1,16,10013,1,0,,,,,,,,,,,,,,
68610,小猕猴,8005,8005,1,,,,,,2,10,1,16,10013,1,1,,,,,,,,,,,,,,
68611,小猕猴,8005,8005,2,,,,,,2,10,1,16,10013,1,2,,,,,,,,,,,,,,
68612,小猕猴,8005,8005,3,,,,,,2,10,1,16,10013,1,3,,,,,,,,,,,,,,
68613,小孔雀,8005,8005,0,,,,,,2,10,1,16,10014,1,0,,,,,,,,,,,,,,
68614,小孔雀,8005,8005,1,,,,,,2,10,1,16,10014,1,1,,,,,,,,,,,,,,
68615,小孔雀,8005,8005,2,,,,,,2,10,1,16,10014,1,2,,,,,,,,,,,,,,
68616,小孔雀,8005,8005,3,,,,,,2,10,1,16,10014,1,3,,,,,,,,,,,,,,
68617,小麦,8005,8005,0,,,,,,2,10,1,16,10015,1,0,,,,,,,,,,,,,,
68618,小麦,8005,8005,1,,,,,,2,10,1,16,10015,1,1,,,,,,,,,,,,,,
68619,小麦,8005,8005,2,,,,,,2,10,1,16,10015,1,2,,,,,,,,,,,,,,
68620,小麦,8005,8005,3,,,,,,2,10,1,16,10015,1,3,,,,,,,,,,,,,,
68621,小卷,8005,8005,0,,,,,,2,10,1,16,10016,1,0,,,,,,,,,,,,,,
68622,小卷,8005,8005,1,,,,,,2,10,1,16,10016,1,1,,,,,,,,,,,,,,
68623,小卷,8005,8005,2,,,,,,2,10,1,16,10016,1,2,,,,,,,,,,,,,,
68624,小卷,8005,8005,3,,,,,,2,10,1,16,10016,1,3,,,,,,,,,,,,,,
68625,花生,8005,8005,0,,,,,,2,10,1,16,10017,1,0,,,,,,,,,,,,,,
68626,花生,8005,8005,1,,,,,,2,10,1,16,10017,1,1,,,,,,,,,,,,,,
68627,花生,8005,8005,2,,,,,,2,10,1,16,10017,1,2,,,,,,,,,,,,,,
68628,花生,8005,8005,3,,,,,,2,10,1,16,10017,1,3,,,,,,,,,,,,,,
68629,爱心宝宝,8005,8005,0,,,,,,2,10,1,16,10018,1,0,,,,,,,,,,,,,,
68630,爱心宝宝,8005,8005,1,,,,,,2,10,1,16,10018,1,1,,,,,,,,,,,,,,
68631,爱心宝宝,8005,8005,2,,,,,,2,10,1,16,10018,1,2,,,,,,,,,,,,,,
68632,爱心宝宝,8005,8005,3,,,,,,2,10,1,16,10018,1,3,,,,,,,,,,,,,,
68633,小创喵,8005,8005,0,,,,,,2,10,1,16,10019,1,0,,,,,,,,,,,,,,
68634,小创喵,8005,8005,1,,,,,,2,10,1,16,10019,1,1,,,,,,,,,,,,,,
68635,小创喵,8005,8005,2,,,,,,2,10,1,16,10019,1,2,,,,,,,,,,,,,,
68636,小创喵,8005,8005,3,,,,,,2,10,1,16,10019,1,3,,,,,,,,,,,,,,
68637,闪月灯,8005,8005,0,,,,,,2,10,1,16,10020,1,0,,,,,,,,,,,,,,
68638,闪月灯,8005,8005,1,,,,,,2,10,1,16,10020,1,1,,,,,,,,,,,,,,
68639,闪月灯,8005,8005,2,,,,,,2,10,1,16,10020,1,2,,,,,,,,,,,,,,
68640,闪月灯,8005,8005,3,,,,,,2,10,1,16,10020,1,3,,,,,,,,,,,,,,
68641,小酷仔,8005,8005,0,,,,,,2,10,1,16,10021,1,0,,,,,,,,,,,,,,
68642,小酷仔,8005,8005,1,,,,,,2,10,1,16,10021,1,1,,,,,,,,,,,,,,
68643,小酷仔,8005,8005,2,,,,,,2,10,1,16,10021,1,2,,,,,,,,,,,,,,
68644,小酷仔,8005,8005,3,,,,,,2,10,1,16,10021,1,3,,,,,,,,,,,,,,
68645,小咩团,8005,8005,0,,,,,,2,10,1,16,10022,1,0,,,,,,,,,,,,,,
68646,小咩团,8005,8005,1,,,,,,2,10,1,16,10022,1,1,,,,,,,,,,,,,,
68647,小咩团,8005,8005,2,,,,,,2,10,1,16,10022,1,2,,,,,,,,,,,,,,
68648,小咩团,8005,8005,3,,,,,,2,10,1,16,10022,1,3,,,,,,,,,,,,,,
68649,嘤嘤嗡嗡,8005,8005,0,,,,,,2,10,1,16,10023,1,0,,,,,,,,,,,,,,
68650,嘤嘤嗡嗡,8005,8005,1,,,,,,2,10,1,16,10023,1,1,,,,,,,,,,,,,,
68651,嘤嘤嗡嗡,8005,8005,2,,,,,,2,10,1,16,10023,1,2,,,,,,,,,,,,,,
68652,嘤嘤嗡嗡,8005,8005,3,,,,,,2,10,1,16,10023,1,3,,,,,,,,,,,,,,
68653,招财荷包,8005,8005,0,,,,,,2,10,1,16,10024,1,0,,,,,,,,,,,,,,
68654,招财荷包,8005,8005,1,,,,,,2,10,1,16,10024,1,1,,,,,,,,,,,,,,
68655,招财荷包,8005,8005,2,,,,,,2,10,1,16,10024,1,2,,,,,,,,,,,,,,
68656,招财荷包,8005,8005,3,,,,,,2,10,1,16,10024,1,3,,,,,,,,,,,,,,
68657,甜心洛普,8005,8005,0,,,,,,2,10,1,16,10025,1,0,,,,,,,,,,,,,,
68658,甜心洛普,8005,8005,1,,,,,,2,10,1,16,10025,1,1,,,,,,,,,,,,,,
68659,甜心洛普,8005,8005,2,,,,,,2,10,1,16,10025,1,2,,,,,,,,,,,,,,
68660,甜心洛普,8005,8005,3,,,,,,2,10,1,16,10025,1,3,,,,,,,,,,,,,,
68661,小银狼,8005,8005,0,,,,,,2,10,1,16,10026,1,0,,,,,,,,,,,,,,
68662,小银狼,8005,8005,1,,,,,,2,10,1,16,10026,1,1,,,,,,,,,,,,,,
68663,小银狼,8005,8005,2,,,,,,2,10,1,16,10026,1,2,,,,,,,,,,,,,,
68664,小银狼,8005,8005,3,,,,,,2,10,1,16,10026,1,3,,,,,,,,,,,,,,
68665,熊不醒,8005,8005,0,,,,,,2,10,1,16,10027,1,0,,,,,,,,,,,,,,
68666,熊不醒,8005,8005,1,,,,,,2,10,1,16,10027,1,1,,,,,,,,,,,,,,
68667,熊不醒,8005,8005,2,,,,,,2,10,1,16,10027,1,2,,,,,,,,,,,,,,
68668,熊不醒,8005,8005,3,,,,,,2,10,1,16,10027,1,3,,,,,,,,,,,,,,
68669,章鱼丸子,8005,8005,0,,,,,,2,10,1,16,10028,1,0,,,,,,,,,,,,,,
68670,章鱼丸子,8005,8005,1,,,,,,2,10,1,16,10028,1,1,,,,,,,,,,,,,,
68671,章鱼丸子,8005,8005,2,,,,,,2,10,1,16,10028,1,2,,,,,,,,,,,,,,
68672,章鱼丸子,8005,8005,3,,,,,,2,10,1,16,10028,1,3,,,,,,,,,,,,,,
68673,机小智,8005,8005,0,,,,,,2,10,1,16,10029,1,0,,,,,,,,,,,,,,
68674,机小智,8005,8005,1,,,,,,2,10,1,16,10029,1,1,,,,,,,,,,,,,,
68675,机小智,8005,8005,2,,,,,,2,10,1,16,10029,1,2,,,,,,,,,,,,,,
68676,机小智,8005,8005,3,,,,,,2,10,1,16,10029,1,3,,,,,,,,,,,,,,
70000,68001~70000为家园宠物道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
70001,菜谱1,9001,9001,0,,,,,,2,10,1,8,65000,,,,,,,,,,,,,,,,
70002,菜谱2,9001,9001,0,,,,,,2,10,1,8,65001,,,,,,,,,,,,,,,,
70003,菜谱3,9001,9001,0,,,,,,2,10,1,8,65002,,,,,,,,,,,,,,,,
70004,菜谱4,9001,9001,0,,,,,,2,10,1,8,65003,,,,,,,,,,,,,,,,
70005,配方道具5,9001,9001,0,,,,,,2,10,1,8,1602,,,,,,,,,,,,,,,,
70006,配方道具6,9001,9001,0,,,,,,2,10,1,8,1603,,,,,,,,,,,,,,,,
70007,配方道具7,9001,9001,0,,,,,,2,10,1,8,1604,,,,,,,,,,,,,,,,
70008,配方道具8,9001,9001,0,,,,,,2,10,1,8,1605,,,,,,,,,,,,,,,,
70009,配方道具9,9001,9001,0,,,,,,2,10,1,8,1606,,,,,,,,,,,,,,,,
70010,配方道具10,9001,9001,0,,,,,,2,10,1,8,1607,,,,,,,,,,,,,,,,
70011,配方道具11,9001,9001,0,,,,,,2,10,1,8,1608,,,,,,,,,,,,,,,,
70012,配方道具12,9001,9001,0,,,,,,2,10,1,8,1609,,,,,,,,,,,,,,,,
70013,配方道具13,9001,9001,0,,,,,,2,10,1,8,1610,,,,,,,,,,,,,,,,
70014,配方道具14,9001,9001,0,,,,,,2,10,1,8,1611,,,,,,,,,,,,,,,,
70015,配方道具15,9001,9001,0,,,,,,2,10,1,8,1612,,,,,,,,,,,,,,,,
70016,配方道具16,9001,9001,0,,,,,,2,10,1,8,1613,,,,,,,,,,,,,,,,
70017,配方道具17,9001,9001,0,,,,,,2,10,1,8,1614,,,,,,,,,,,,,,,,
70018,配方道具18,9001,9001,0,,,,,,2,10,1,8,64018,,,,,,,,,,,,,,,,
70019,配方道具19,9001,9001,0,,,,,,2,10,1,8,64019,,,,,,,,,,,,,,,,
70020,配方道具20,9001,9001,0,,,,,,2,10,1,8,64020,,,,,,,,,,,,,,,,
75000,70001~75000为家园配方道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
75001,棉布,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75002,绒布,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75003,陶瓷土坯,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75004,玻璃片,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75005,粗制石砖,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75006,精磨石砖,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75007,纸张,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75008,果木板,7001,7001,0,,,,,,2,2,10,1,6,100,200,,,,,,,,,,,,,,
75009,松木板,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75010,杨木板,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75011,胡桃木板,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75012,小木棍,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75013,黏土,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75014,砂土,7001,7001,0,,,,,,10,100,10,1,6,100,200,,,,,,,,,,,,,,
75015,粗制石料,7001,7001,0,,,,,,10,100,10,1,6,100,200,,,,,,,,,,,,,,
75016,颜料盒,7001,7001,0,,,,,,10,100,10,1,6,100,200,,,,,,,,,,,,,,
75017,盐,7001,7001,0,,,,,,10,100,10,1,6,100,200,,,,,,,,,,,,,,
75018,锄头,7001,7001,0,,,,,,10,,10,1,6,100,200,,,,,,,,,,,,,,
75019,胡杨木板,7001,7001,0,,,,,,2,2,10,1,6,100,200,,,,,,,,,,,,,,
75020,黏土砖,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75021,混凝土砖,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
75022,羽绒棉,7001,7001,0,,,,,,10,2,10,1,6,100,200,,,,,,,,,,,,,,
