工具id,名称,类型：1斧，2镐，3铲，4耙，5剪刀，6工具，7弓，8头盔，9胸甲，10护腿，11靴子，12容器，13点火石，14投掷物，16披风（特殊），17空白卷轴，18火之卷轴，19坐骑鞍，20坐骑项圈，21混乱卷轴，22捕鱼网，23变异卷轴，24法杖，25家园回收（植物），26家园回收（动物），27合成锤，28锅，29鱼竿,子类型：1-剑，2-盾，3-锤，4-矛，5-镐，6-斧，7-铲，8-耙，9-弓，10-杖，11-箭，12-法球，13-回旋镖,等级（装备的等级必须和美术模型名称尾缀数字相同，不然会影响到野人伙伴装备的显隐及行为树）,子等级（用于双持武器配置用的等级，不为0的才会参与到双持内）,技能冷却,效率加成,视野亮度,"攻击类型:0近程,1远程,2爆炸",攻击力,削韧值（默认5）,物理防御,近战防御,远程防御,爆炸防御,元素防御,混乱防御,燃烧防御,毒素防御,冰冻防御,移动速度加成,行走速度,潜行速度,奔跑速度,游泳速度,开垦速度（单位tick）,攻击速度倍率,韧性,韧性恢复间隔时间,韧性恢复速度,攻击附带buffid（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的id）,攻击附带bufflv（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的lv）,耐久,采集消耗耐久,攻击1次消耗耐久,耐压阈值（控制水压环境中装备是否会被损坏）,压力消耗耐久（配合耐压阈值使用，控制水压环境中装备耐久的消耗速度）,修复消耗经验,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,修理材料ID1,修复量1,修理材料ID2,修复量2,修理材料ID3,修复量3,修理材料ID4,修复量4,修理材料ID5,修复量5,修理材料ID6,修复量6,效果库ID1（仅限装备道具使用）,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,分数,自带附魔（旧字段，不要用，但是不可以删）,自带新附魔,消耗ItemID,每次消耗的数量,发射音效,蓄力时间,"蓄力种类(0-弓那种,1-必须蓄到完成才能用,2-无需蓄力)",蓄力消耗体力（默认不填就读luaconstans）,蓄力音效,释放音效,攻击连段动作列表,连段计时器,游泳攻击动作,骑乘攻击动作,第一人称挖掘动作,第一人称启动动作,第一人称循环动作,第一人称右键施放动作,工具启动动作,工具循环动作,工具攻击动作,第三人称待机,第三人称挖掘动作,第三人称循环,第三人称右键施放,第三人称攻击特效,工具切换模型/弓切换有箭和没箭模型,挥动音效,附魔特效比例(默认是1倍写200就是2倍),初速度加成,可否投掷/0=不可投掷，1=可投掷,温度防御,元素攻击,混乱攻击,燃烧攻击,毒素攻击,冰冻攻击,击退抗性（万分比）,评分（用于更换标准）
540034,秘银斧+钛金战锤,1,1,3,,,300,,,57,19,,,,,,,,,,,,,,,0,,,,,,,355,1,2,,,6,0,11209,65,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540035,秘银斧+石剑,1,1,3,,,300,,,25,7,,,,,,,,,,,,,,,0,,,,,,,180,1,2,,,3,0,11209,65,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540036,秘银斧+短剑,1,1,3,,,300,,,33,10,,,,,,,,,,,,,,,0,,,,,,,280,1,2,,,3,0,11209,65,11209,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540037,秘银斧+收割者,1,1,3,,,300,,,37,13,,,,,,,,,,,,,,,0,,,,,,,355,1,2,,,6,0,11209,65,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540038,秘银斧+能量剑,1,1,3,,,300,,,43,15,,,,,,,,,,,,,,,0,,,,,,,730,1,2,,,10,0,11209,65,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540039,秘银斧+石矛,1,4,3,,,300,,,35,10,,,,,,,,,,,,,,,0,,,,,,,180,1,2,,,3,0,11209,65,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540040,秘银斧+黄铜矛,1,4,3,,,300,,,39,14,,,,,,,,,,,,,,,0,,,,,,,220,1,2,,,3,0,11209,65,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540041,秘银斧+能量矛,1,4,3,,,300,,,58,24,,,,,,,,,,,,,,,0,,,,,,,730,1,2,,,10,0,11209,65,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540042,秘银斧+魔鬼鱼叉,1,1,3,,,300,,,45,14,,,,,,,,,,,,,,,0,,,,,,,280,1,2,,,3,0,11209,65,11209,60,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540043,钛合金斧+黄铜斧,1,6,4,,,650,,,37,6,,,,,,,,,,,,,,,0,,,,,,,840,1,2,,,6,0,11330,375,11329,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540044,钛合金斧+石斧,1,6,4,,,550,,,33,6,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,6,0,11330,375,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540045,钛合金斧+秘银斧,1,6,4,,,750,,,42,6,,,,,,,,,,,,,,,0,,,,,,,880,1,2,,,6,0,11330,375,11209,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540046,钛合金斧+钛合金斧,1,6,4,,,900,,,46,6,,,,,,,,,,,,,,,0,,,,,,,1500,1,2,,,6,0,11330,375,11330,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540047,钛合金斧+木棒,1,1,4,,,450,,,33,8,,,,,,,,,,,,,,,0,,,,,,,780,1,2,,,6,0,11330,375,11323,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540048,钛合金斧+尖尖碰碰锤,1,1,4,,,450,,,36,11,,,,,,,,,,,,,,,0,,,,,77,1,800,1,2,,,6,0,11330,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540049,钛合金斧+冻结棒,1,1,4,,,450,,,44,13,,,,,,,,,,,,,,,0,,,,,,,825,1,2,,,6,0,11330,375,12710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540050,钛合金斧+钛金战锤,1,1,4,,,450,,,61,19,,,,,,,,,,,,,,,0,,,,,,,975,1,2,,,6,0,11330,375,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540051,钛合金斧+石剑,1,1,4,,,450,,,29,7,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,6,0,11330,375,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540052,钛合金斧+短剑,1,1,4,,,450,,,36,10,,,,,,,,,,,,,,,0,,,,,,,900,1,2,,,6,0,11330,375,11209,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540053,钛合金斧+收割者,1,1,4,,,450,,,41,13,,,,,,,,,,,,,,,0,,,,,,,975,1,2,,,6,0,11330,375,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540054,钛合金斧+能量剑,1,1,4,,,450,,,46,15,,,,,,,,,,,,,,,0,,,,,,,1350,1,2,,,10,0,11330,375,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540055,钛合金斧+石矛,1,4,4,,,450,,,39,10,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,6,0,11330,375,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540056,钛合金斧+黄铜矛,1,4,4,,,450,,,44,14,,,,,,,,,,,,,,,0,,,,,,,840,1,2,,,6,0,11330,375,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540057,钛合金斧+能量矛,1,4,4,,,450,,,63,24,,,,,,,,,,,,,,,0,,,,,,,1350,1,2,,,10,0,11330,375,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540058,钛合金斧+魔鬼鱼叉,1,1,4,,,450,,,50,14,,,,,,,,,,,,,,,0,,,,,,,900,1,2,,,6,0,11330,375,11209,60,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540059,链锯+黄铜斧,1,6,5,,,860,,,45,6,,,,,,,,,,,,,,,0,,,,,,,390,1,2,,,10,0,11203,200,11329,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540060,链锯+石斧,1,6,5,,,760,,,40,6,,,,,,,,,,,,,,,0,,,,,,,350,1,2,,,10,0,11203,200,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540061,链锯+秘银斧,1,6,5,,,960,,,50,6,,,,,,,,,,,,,,,0,,,,,,,430,1,2,,,10,0,11203,200,11209,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540062,链锯+钛合金斧,1,6,5,,,1110,,,54,6,,,,,,,,,,,,,,,0,,,,,,,1050,1,2,,,10,0,11203,200,11330,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540063,链锯+链锯,1,6,5,,,1320,,,62,6,,,,,,,,,,,,,,,0,,,,,,,600,1,2,,,10,0,11203,200,11203,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540064,链锯+木棒,1,1,5,,,660,,,40,8,,,,,,,,,,,,,,,0,,,,,,,330,1,2,,,10,0,11203,200,11323,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540065,链锯+尖尖碰碰锤,1,1,5,,,660,,,42,11,,,,,,,,,,,,,,,0,,,,,77,1,350,1,2,,,10,0,11203,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540066,链锯+冻结棒,1,1,5,,,660,,,51,13,,,,,,,,,,,,,,,0,,,,,,,375,1,2,,,10,0,11203,200,12710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540067,链锯+钛金战锤,1,1,5,,,660,,,68,19,,,,,,,,,,,,,,,0,,,,,,,525,1,2,,,10,0,11203,200,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540068,链锯+石剑,1,1,5,,,660,,,35,7,,,,,,,,,,,,,,,0,,,,,,,350,1,2,,,10,0,11203,200,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540069,链锯+短剑,1,1,5,,,660,,,43,10,,,,,,,,,,,,,,,0,,,,,,,450,1,2,,,10,0,11203,200,11209,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540070,链锯+收割者,1,1,5,,,660,,,47,13,,,,,,,,,,,,,,,0,,,,,,,525,1,2,,,10,0,11203,200,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540071,链锯+能量剑,1,1,5,,,660,,,53,15,,,,,,,,,,,,,,,0,,,,,,,900,1,2,,,10,0,11203,200,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540072,链锯+石矛,1,4,5,,,660,,,48,10,,,,,,,,,,,,,,,0,,,,,,,350,1,2,,,10,0,11203,200,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540073,链锯+黄铜矛,1,4,5,,,660,,,53,14,,,,,,,,,,,,,,,0,,,,,,,390,1,2,,,10,0,11203,200,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540074,链锯+能量矛,1,4,5,,,660,,,72,24,,,,,,,,,,,,,,,0,,,,,,,900,1,2,,,10,0,11203,200,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540075,链锯+魔鬼鱼叉,1,1,5,,,660,,,58,14,,,,,,,,,,,,,,,0,,,,,,,450,1,2,,,10,0,11203,200,11209,60,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540076,黄铜镐+黄铜镐,2,5,2,,,400,,,19,5,,,,,,,,,,,,,,,0,,,,,,,180,1,2,,,2,0,11329,45,11329,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540077,黄铜镐+石镐,2,5,2,,,300,,,16,5,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,2,0,11329,45,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540078,黄铜镐+木棒,2,1,2,,,200,,,22,7,,,,,,,,,,,,,,,0,,,,,,,120,1,2,,,2,0,11329,45,11323,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540079,黄铜镐+尖尖碰碰锤,2,1,2,,,200,,,24,10,,,,,,,,,,,,,,,0,,,,,77,1,140,1,2,,,2,0,11329,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540080,黄铜镐+冻结棒,2,1,2,,,200,,,32,12,,,,,,,,,,,,,,,0,,,,,,,165,1,2,,,2,0,11329,45,12710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540081,黄铜镐+钛金战锤,2,1,2,,,200,,,47,17,,,,,,,,,,,,,,,0,,,,,,,315,1,2,,,6,0,11329,45,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540082,黄铜镐+石剑,2,1,2,,,200,,,20,7,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,2,0,11329,45,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540083,黄铜镐+短剑,2,1,2,,,200,,,28,10,,,,,,,,,,,,,,,0,,,,,,,240,1,2,,,2,0,11329,45,11209,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540084,黄铜镐+收割者,2,1,2,,,200,,,32,13,,,,,,,,,,,,,,,0,,,,,,,315,1,2,,,6,0,11329,45,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540085,黄铜镐+能量剑,2,1,2,,,200,,,37,15,,,,,,,,,,,,,,,0,,,,,,,690,1,2,,,10,0,11329,45,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540086,黄铜镐+石矛,2,4,2,,,200,,,28,10,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,2,0,11329,45,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540087,黄铜镐+黄铜矛,2,4,2,,,200,,,32,14,,,,,,,,,,,,,,,0,,,,,,,180,1,2,,,2,0,11329,45,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540088,黄铜镐+能量矛,2,4,2,,,200,,,51,24,,,,,,,,,,,,,,,0,,,,,,,690,1,2,,,10,0,11329,45,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540089,黄铜镐+魔鬼鱼叉,2,1,2,,,200,,,38,14,,,,,,,,,,,,,,,0,,,,,,,240,1,2,,,3,0,11329,45,11209,60,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540090,石镐+石镐,2,5,1,,,200,,,13,5,,,,,,,,,,,,,,,0,,,,,,,100,1,2,,,1,0,11627,25,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540091,石镐+木棒,2,1,1,,,100,,,19,7,,,,,,,,,,,,,,,0,,,,,,,80,1,2,,,1,0,11627,25,11323,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540092,石镐+尖尖碰碰锤,2,1,1,,,100,,,21,10,,,,,,,,,,,,,,,0,,,,,77,1,100,1,2,,,1,0,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540093,石镐+冻结棒,2,1,1,,,100,,,29,12,,,,,,,,,,,,,,,0,,,,,,,125,1,2,,,1,0,11627,25,12710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540094,石镐+钛金战锤,2,1,1,,,100,,,44,17,,,,,,,,,,,,,,,0,,,,,,,275,1,2,,,6,0,11627,25,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540095,石镐+石剑,2,1,1,,,100,,,17,7,,,,,,,,,,,,,,,0,,,,,,,100,1,2,,,1,0,11627,25,11627,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540096,石镐+短剑,2,1,1,,,100,,,24,10,,,,,,,,,,,,,,,0,,,,,,,200,1,2,,,1,0,11627,25,11209,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540097,石镐+收割者,2,1,1,,,100,,,29,13,,,,,,,,,,,,,,,0,,,,,,,275,1,2,,,6,0,11627,25,11330,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540098,石镐+能量剑,2,1,1,,,100,,,34,15,,,,,,,,,,,,,,,0,,,,,,,650,1,2,,,10,0,11627,25,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
540099,石镐+石矛,2,4,1,,,100,,,23,10,,,,,,,,,,,,,,,0,,,,,,,100,1,2,,,1,0,11627,25,11627,25,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540100,石镐+黄铜矛,2,4,1,,,100,,,28,14,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,2,0,11627,25,11329,45,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
540101,石镐+能量矛,2,4,1,,,100,,,47,24,,,,,,,,,,,,,,,0,,,,,,,650,1,2,,,10,0,11627,25,11203,240,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,
