方块ID,方块名称,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],渲染贴图组,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石质，2=黄铜，3=秘银，4=钛金，5=钨金）,随机颜色,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1)
379,乔木果实方块,ArborFruitBlock,ArborFruitBlock,,,arbor,,1,,,,,1,0,0,2,0,1,,,,,,,1,0,,0,,378,10000,0,0,378,10000,,,,,,,,arborfruit,arborfruit,,,,379,1,,,264c1b,,,,,,,,,,,1,,,1,3,
380,灌木丛树苗,BushesSapling,BushesSapling,,,sapling,,1,,,,2,1,0,0,0,3,0,,1,1|72,,1,0,1,5,60,5,,11825,10000,0,0,11825,10000,,,0,1,0,,1,sapling_bush,sapling_bush,,blockd.grass,,11825,,1,,7c6037,,,,,,,0,15,15,,1,,,,,
382,雨林乔木树苗,RainforestTreeSapling,RainforestTreeSapling,,,sapling,,1,,,,2,1,0,0,0,3,0,,1,2|36|36,,1,0,1,5,60,5,,11407,10000,0,0,11407,10000,,,0,1,0,,1,sapling_arbor,,,blockd.grass,,382,,1,,7c6037,,,,,,,0,15,15,,1,,,,,
383,香蕉树苗,BananaTreeSapling,BananaTreeSapling,,,bananasapling,,1,1,,,2,1,0,0,0,3,0,,1,2|36|36,,1,0,1,5,60,15,,383,10000,0,0,383,10000,,,0,1,0,,1,sapling_banana,bananasapling,,blockd.grass,,383,,1,,7c6037,,,,,,,0,15,15,,1,,,,3,
384,香蕉树叶,BananaTreeLeaf,BananaTreeLeaf,,,bananaleaf,,1,1,,,2,1,0,0,0,0,0,,,,,4,0.6,1,10,60,15,,11226,1500,383,3000,11226,500,,,0,10,0,1,1,leaves_banana,bananaleaf,blocks.grass,blockd.grass,,384,1,1,,264c1b,0.1,,1,,,,0,15,15,,1,,,1,3,
385,香蕉方块,BananaBlock,BananaBlock,,,banana,,1,1,,,2,1,1,1,0,0,0,,,,,4,0.6,1,10,60,15,,11599,10000,0,0,11599,10000,,,0,10,0,1,1,banana,banana,blocks.grass,blockd.grass,,385,,1,,264c1b,0.1,,1,,,,0,15,15,,1,,,,,
386,香蕉树干,BananaTreeTrunk,BananaTreeTrunk,,,bananawood,,1,1,,,1,1,1,1,0,0,0,,,,,25,6,1,2,5,2,,386,10000,383,3000,386,10000,,,2,5,0,,1,log_banana,bananatree,blocks.wood,blockd.wood,,386,1,1,,7c6037,,,,,4,,1,15,15,,1,,,1,,
387,星能算法器,Algorithm,,,,wireless_arithmatic,,,,,,1,1,1,1,1,3,2,,,,,3,0,1,0,,0,,387,10000,0,0,387,10000,,,2,1,0,,1,calculator1_off,calculator1_on,,blockd.wood,,387,0,1,,89b1b0,,,,,4,,1,15,15,,1,,,,,
390,花纹细柱,PatternedPillar,PatternedPillar,,,onequarter,,4,4,,,1,1,1,1,0,0,1,,,,,70,12,1,0,,0,,390,10000,0,0,390,10000,,,0,1,0,,1,glyphpillar,pillar,blocks.stone,blockd.stone,,390,2,1,,939188,,,,,4,,0,15,15,,1,,,10,,
392,灌木丛,Thicket,Thicket,,,thicket,,1,1,,,,1,0,0,1,3,0,,,,,1,6,1,15,100,15,,392,10000,0,0,392,10000,,,2,1,0,,1,thicket,thicket_snow,,blockd.grass,,392,1,1,,7c6037,0.12,,,,,,0,15,15,,1,,,1,3,
394,星光粉尘树叶,StardustLeaf,StardustLeaf,,,arborleafstar,1,1,1,,,2,1,1,3,0,0,0,,,,,4,0.6,1,10,60,10,,11226,1500,11596,10000,11596,10000,,,0,1,12,1,1,leaves_starlightarbor,,blocks.grass,blockd.grass,,394,1,1,,4e832b,0.1,,1,,4,,0,15,15,,1,,,1,3,
395,雨林乔木树叶,RainforestTreeLeaf,RainforestTreeLeaf,,,arborleaf,1,1,1,,,2,1,1,3,0,0,0,,,,,4,0.6,1,10,60,10,,11226,1500,,,11226,1000,,,0,3,0,1,1,leaves_arbor,,blocks.grass,blockd.grass,,395,1,1,,264c1b,0.1,,1,,4,,0,15,15,,1,,,1,3,
396,雨林之芯乔木,RainforestCoreWood,RainforestCoreWood,,,arborwoodstar,1,1,1,,,1,1,1,1,0,0,0,,,,,25,6,1,2,5,2,,11601,10000,11323,20000,11601,10000,,,2,1,12,,1,log_marrowarbor,,blocks.wood,blockd.wood,,396,1,2,,7c6037,,,,,4,,1,15,15,,1,,,1,,
397,苔藓,Moss,Moss,,,moss,,1,1,,,2,1,0,0,1,3,1,1,,,,1,0,1.2,5,100,5,,11595,10000,0,0,11595,10000,,,0,0,0,,1,moss,,,,,397,,1,,7c6037,0.25,,,,,,0,15,15,,1,,,,2,0
398,草木灰方块,AshBlock,AshBlock,,,soil,1,3,3,,,1,1,1,1,0,0,0,,,,1,7,3.5,1,0,,0,,398,10000,0,0,398,10000,,,1,15,0,,1,plantash,,blocks.gravel,blockd.gravel,,398,3,1,,967331,,,,,,,1,15,15,,6,,,,,
399,草木灰耕地,AshFarmland,AshFarmland,,,plantash,,3,3,,,1,1,1,1,0,0,0,,,,,7,3.5,1,0,,0,,398,10000,0,0,398,10000,,,2,15,0,,1,plantash,plantash_farmland,blocks.grass,blockd.grass,,399,3,1,,6c5a1a,,,,,,101,1,15,15,,6,,,,,
400,炽炎矿,FlameCrystalOre,FlameCrystalOre,,,minestone,1,3,3,,1,,1,1,1,0,0,0,,,,1,40,25,1,0,,0,,400,10000,0,0,400,10000,,,1,15,0,1,1,chiyan,chiyan1,blocks.stone,blockd.stone,,400,2,2,,bc1717,,,,,,,1,15,15,,6,,,20,3,
401,秘银矿,MithsilverOre,MithsilverOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,50,20,1,0,,0,,401,10000,0,0,401,10000,,,1,15,0,1,1,miyin,miyin1,blocks.stone,blockd.stone,,401,2,2,,6c4729,,,,,,,1,15,15,,6,,,15,3,
402,凝能矿,CondensedEnergyOre,CondensedEnergyOre,,,basic,1,3,3,,,,1,1,1,0,0,0,,,,1,20,10.5,1,0,,0,,11201,10000,0,0,11201,10000,1,10000,1,15,0,1,1,gashydrate_ore,,blocks.stone,blockd.stone,,402,2,1,,239db2,1.1,,,,,,1,15,15,,6,,,10,,
403,缠丝玛瑙原石,KyaniteOre,KyaniteOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,80,18,1,0,,0,,11511,10000,0,0,11511,10000,22,10000,1,15,0,1,1,manao,manao1,blocks.stone,blockd.stone,,403,2,3,,6b8e23,44,,,,,,1,15,15,,6,,,10,3,
404,钨金矿,TungstenGoldOre,TungstenGoldOre,,,minestonediffmtl,1,3,3,,,,1,1,1,0,0,0,,,,1,100,50,1,0,,0,,404,10000,0,0,404,10000,,,1,15,0,1,1,wujin,wujin,blocks.stone,blockd.stone,,404,2,4,,252221,,,,,,,1,15,15,,6,,,20,3,
405,星能矿,StarenergyOre,StarenergyOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,20,12,1,0,,0,,405,10000,0,0,405,10000,,,1,15,0,1,1,starenergy_ore,starenergy_ore1,blocks.stone,blockd.stone,,405,2,3,,63b9ce,,,,,,,1,15,15,,6,,,10,3,
406,琥珀原石,MalachiteOre,MalachiteOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,80,18,1,0,,0,,11204,10000,0,0,11204,10000,33,10000,1,15,0,1,1,hupo,hupo1,blocks.stone,blockd.stone,,406,2,2,,9f9f5f,22,,,,,,1,15,15,,6,,,10,3,
407,云母矿,SilicaOre,SilicaOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,20,8,1,0,,0,,11210,10000,0,0,11210,10000,1,10000,1,15,0,1,1,yunmu,yunmu1,blocks.stone,blockd.stone,,407,2,1,,ddd5c3,1.7,,,,,,1,15,15,,6,,,1,3,
408,钨金块,TungstenGoldBlock,TungstenGoldBlock,,,giantstone,1,4,4,,,,1,1,1,0,0,0,,,,1,200,60,1,0,,0,,408,10000,0,0,408,10000,,,1,15,0,,1,tungstengold_block,,blocks.stone,blockd.stone,,408,2,4,,1e1c1c,,,,,,,1,15,15,,1,,,20,,
409,琥珀块,MalachiteBlock,MalachiteBlock,,,giantstone,1,4,4,,,,1,1,1,0,0,0,,,,1,160,22,1,0,,0,,409,10000,0,0,409,10000,,,1,15,0,,1,malachite_block,,blocks.stone,blockd.stone,,409,2,2,,9f9f5f,,,,,,,1,15,15,,6,,,10,,
410,炽炎块,FlameCrystalBlock,FlameCrystalBlock,,,basic,1,4,4,,1,,1,1,1,0,0,0,,,,1,80,30,1,0,,0,,410,10000,0,0,410,10000,,,1,15,0,,1,flamecrystal_block,,blocks.stone,blockd.stone,,410,2,2,,fac117,,,,,,,1,15,15,,1,,,20,,
411,秘银块,MithsilverBlock,MithsilverBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,100,24,1,0,,0,,411,10000,0,0,411,10000,,,1,15,0,,1,mithsilver_block,,blocks.stone,blockd.stone,,411,2,2,,cccccc,,,,,,,1,15,15,,1,,,15,,
412,云母块,SilicaBlock,SilicaBlock,,,log,1,4,4,,,,1,1,1,0,0,0,,,,1,40,10.5,1,0,,0,,412,10000,0,0,412,10000,,,1,15,0,,1,silica_block,,blocks.stone,blockd.stone,,412,2,1,,b7bcb7,,,,,,,1,15,15,,6,,,10,,
413,花纹云母块,PatternedSilicaBlock,PatternedSilicaBlock,,,log,1,4,4,,,,1,1,1,0,0,2,,,,1,40,10.5,1,0,,0,,413,10000,0,0,413,10000,,,1,15,0,,1,silica_block_chiseled,,blocks.stone,blockd.stone,,413,2,1,,ccd0c7,,,,,4,,1,15,15,,6,,,10,,
414,竖纹云母块,VerticalSilicaBlock,VerticalSilicaBlock,,,log,1,4,4,,,,1,1,1,0,0,2,,,,1,40,10.5,1,0,,0,,414,10000,0,0,414,10000,,,1,15,0,,1,silica_block_lines,,blocks.stone,blockd.stone,,414,2,1,,d6dccf,,,,,4,,1,15,15,,6,,,10,,
415,星能块,StarenergyBlock,StarenergyBlock,,,powerbasic,1,5,5,,,,1,1,1,0,0,0,,,,1,40,15,1,0,,0,,415,10000,0,0,415,10000,,,1,15,0,,1,starenergy_block,,blocks.stone,blockd.stone,,415,2,4,,63b9ce,,,,,,,1,15,15,,6,,,10,,
416,凝能块,CondensedEnergyBlock,CondensedEnergyBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,40,13,1,1,5,1,,416,10000,0,0,416,10000,,,1,15,0,,1,gashydrate_block,,blocks.stone,blockd.stone,,416,2,1,,81c9fb,,,,,,,1,15,15,,6,,,10,,
417,缠丝玛瑙块,KyaniteBlock,KyaniteBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,160,21.6,1,0,,0,,417,10000,0,0,417,10000,,,1,15,0,,1,kyanite_block,,blocks.stone,blockd.stone,,417,2,3,,6b8e23,,,,,,,1,15,15,,6,,,10,,
418,地板,WoodFloor,WoodFloor,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,25,6,1,2,20,2,,418,10000,0,0,418,10000,,,2,15,0,,1,board_cathaya,,blocks.wood,blockd.wood,,418,1,1,,c1a661,,,,,,,1,15,15,,1,,,1,,
419,秋叶橙地板,YellowOrangeFloor,YellowOrangeFloor,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,35,9,1,1,20,1,,419,10000,0,0,419,10000,,,2,15,0,,1,board_fruittree,,blocks.wood,blockd.wood,,419,1,1,,865d39,,,,,,,1,15,15,,1,,,1,,
420,海棠红地板,LightRedFloor,LightRedFloor,,,basic,1,4,4,,,1,1,1,1,0,0,0,,,,1,35,8,1,1,20,1,,420,10000,0,0,420,10000,,,2,15,0,,1,board_redwood,,blocks.wood,blockd.wood,,420,1,1,,644b2b,,,,,,,1,15,15,,1,,,1,,
421,土砖,AdobeBlock,AdobeBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,20,6,1,0,,0,,421,10000,0,0,421,10000,,,2,15,0,,1,adobe,,blocks.stone,blockd.stone,,421,2,1,,84887e,,,,,,,1,15,15,,6,,,1,,
422,粗制石砖,RoughRockBrick,RoughRockBrick,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,422,10000,0,0,422,10000,,,2,15,0,,1,brick_rough,,blocks.stone,blockd.stone,,422,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
423,粗制黄砖板,SandstoneBlock,SandstoneBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,50,8,1,0,,0,,423,10000,0,0,423,10000,,,2,15,0,,1,sand_slate,,blocks.stone,blockd.stone,,423,2,1,,84887e,,,,,,,1,15,15,,6,,,1,,
424,精制黄砖板,SandstoneBrick,SandstoneBrick,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,50,8,1,0,,0,,424,10000,0,0,424,10000,,,2,15,0,,1,sand_brick,,blocks.stone,blockd.stone,,424,2,1,,84887e,,,,,,,1,15,15,,6,,,1,,
425,釉面砖,GlazedBlock,GlazedBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,425,10000,0,0,425,10000,,,2,15,0,,1,glazed_tile,,blocks.stone,blockd.stone,,425,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
426,横格釉面砖,LateralGlazedBlock,LateralGlazedBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,426,10000,0,0,426,10000,,,2,15,0,,1,glazed_tile_1,,blocks.stone,blockd.stone,,426,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
427,竖格釉面砖,VerticalGlazedBlock,VerticalGlazedBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,427,10000,0,0,427,10000,,,2,15,0,,1,glazed_tile_2,,blocks.stone,blockd.stone,,427,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
428,四格釉面砖,GridGlazedBlock,GridGlazedBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,428,10000,0,0,428,10000,,,2,15,0,,1,glazed_tile_3,,blocks.stone,blockd.stone,,428,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
429,不规则釉面砖,IrregularGlazedBlock,IrregularGlazedBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,75,12,1,0,,0,,429,10000,0,0,429,10000,,,2,15,0,,1,glazed_tile_4,,blocks.stone,blockd.stone,,429,2,1,,84887e,,,,,,,1,15,15,,6,,,10,,
430,冰砖,IceBrick,IceBrick,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,20,10.5,1,0,,0,,430,10000,0,0,430,10000,,,2,3,0,,1,ice_brick,,blocks.stone,blockd.stone,,430,2,1,,5bc0ee,,,,,,,1,15,15,,6,,,10,,
431,风铃花种子,BellflowersSeed,BellflowersSeed,,,flowergrow,,1,,300,,,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,431,10000,0,0,431,10000,,,0,1,0,,1,bellflowers,bellflowersseed,,blockd.grass,,300,0,1,,c28907,,,,,,,0,15,15,,1,4,,,3,0
432,若兰花种子,RuolanSeed,RuolanSeed,,,flowergrow,,1,,301,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,432,10000,0,0,432,10000,,,0,1,0,,1,ruolan,ruolanseed,,blockd.grass,,301,0,1,,e59bbb,,,,,,,0,15,15,,1,4,,,3,0
433,星辰花种子,StarFlowerSeed,StarFlowerSeed,,,flowergrow,,1,,302,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,433,10000,0,0,433,10000,,,0,1,0,,1,starflower,starflowerseed,,blockd.grass,,302,0,1,,c2c000,,,,,,,0,15,15,,1,4,,,3,0
434,龙血花种子,DragonFlowerSeed,DragonFlowerSeed,,,flowergrow,,1,,303,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,434,10000,0,0,434,10000,,,0,1,0,,1,dragonflower,dragonflowerseed,,blockd.grass,,303,0,1,,b12a0d,,,,,,,0,15,15,,1,4,,,3,0
435,风信子种子,HyacinthSeed,HyacinthSeed,,,flowergrow,,1,,304,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,435,10000,0,0,435,10000,,,0,1,0,,1,hyacinth,hyacinthseed,,blockd.grass,,304,0,1,,4796ba,,,,,,,0,15,15,,1,4,,,3,0
436,龙爪草种子,DragonGrassSeed,DragonGrassSeed,,,flowergrow,,1,,305,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,436,10000,0,0,436,10000,,,0,1,0,,1,dragongrass,dragongrassseed,,blockd.grass,,305,0,1,,9e6b06,,,,,,,0,15,15,,1,4,,,3,0
437,龙血树种子,DragonTreeSeed,DragonTreeSeed,,,flowergrow,,1,,306,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,437,10000,0,0,437,10000,,,0,1,0,,1,dragontree,dragontreeseed,,blockd.grass,,306,0,1,,e99416,,,,,,,0,15,15,,1,4,,,3,0
438,红色龙舌兰种子,RedMagueySeed,RedMagueySeed,,,flowergrow,,1,,307,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,438,10000,0,0,438,10000,,,0,1,0,,1,redagave,agaveseed,,blockd.grass,,307,0,1,,ed003d,,,,,,,0,15,15,,1,4,,,3,0
439,橙色龙舌兰种子,OrangeMagueySeed,OrangeMagueySeed,,,flowergrow,,1,,308,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,439,10000,0,0,439,10000,,,0,1,0,,1,orangeagave,agaveseed,,blockd.grass,,308,0,1,,fa4100,,,,,,,0,15,15,,1,4,,,3,0
440,灰色龙舌兰种子,GreyMagueySeed,GreyMagueySeed,,,flowergrow,,1,,309,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,440,10000,0,0,440,10000,,,0,1,0,,1,grayagave,agaveseed,,blockd.grass,,309,0,1,,e3c2c6,,,,,,,0,15,15,,1,4,,,3,0
441,粉色龙舌兰种子,PinkMagueySeed,PinkMagueySeed,,,flowergrow,,1,,310,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,441,10000,0,0,441,10000,,,0,1,0,,1,pinkagave,agaveseed,,blockd.grass,,310,0,1,,e099b3,,,,,,,0,15,15,,1,4,,,3,0
442,白椰花种子,WhiteFlowerSeed,WhiteFlowerSeed,,,flowergrow,,1,,311,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,442,10000,0,0,442,10000,,,0,1,0,,1,whitemums,whitemumsseed,,blockd.grass,,311,0,1,,d7c0a8,,,,,,,0,15,15,,1,4,,,3,0
443,黄钟花种子,YellowFlowerSeed,YellowFlowerSeed,,,flowergrow,,1,,312,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,443,10000,0,0,443,10000,,,0,1,0,,1,yellowelder,yellowelderseed,,blockd.grass,,312,0,1,,f2bd27,,,,,,,0,15,15,,1,4,,,3,0
444,野蔷薇种子,RosebushSeed,RosebushSeed,,,flowergrow,,1,,313,,2,1,0,0,1,3,0,,1,2|24|24,,1,0,1,15,100,15,,444,10000,0,0,444,10000,,,0,1,0,,1,rose,roseseed,,blockd.grass,,313,0,1,,de100a,,,,,,,0,15,15,,1,4,,,3,0
445,星瞳矿石,HorasCopperOre,HorasCopperOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,50,40,1,0,,0,,11073,10000,0,0,11073,10000,10,10000,1,15,4,1,1,xingtong,xingtong1,blocks.stone,blockd.stone,,445,2,4,,ff7f00,,,,,,,1,15,15,,6,,,25,3,
446,紫荧矿石,HorasGravitiOre,HorasGravitiOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,50,30,1,0,,0,,11074,10000,11205,2000,11074,10000,40,10000,1,15,4,1,1,ziying,ziying1,blocks.stone,blockd.stone,,446,2,4,,e16aff,,,,,,,1,15,15,,6,,,20,3,
447,神秘化石,MisteriousFossil,MisteriousFossil,,,jar,1,3,3,,,,1,1,1,0,0,0,,,,1,200,50,1,0,,0,,0,0,0,0,0,0,,,1,1,4,,1,mysterious_fossil,mysterious_fossil,blocks.stone,blockd.stone,,447,2,4,,252221,,,,,,,1,15,15,,6,,,20,3,
448,石油块,SolidOil,SolidOil,,,rockoil,1,3,3,,,,1,1,1,0,0,0,,,,1,25,15,1,0,,0,,448,10000,0,0,448,10000,,,1,15,0,,1,rock_oil,,blocks.stone,blockd.stone,,448,2,3,,252221,,,,,,,1,15,15,,1,,,10,,
449,星瞳石块,HorasCopperBlock,HorasCopperBlock,,,giantstone,1,3,3,,,,1,1,1,0,0,0,,,,1,200,48,1,0,,0,,449,10000,0,0,449,10000,,,1,15,0,,1,horascopper_block,,blocks.stone,blockd.stone,,449,2,4,,ffa027,,,,,,,1,15,15,,6,,,30,,
450,紫荧石块,HorasGravitiBlock,HorasGravitiBlock,,,giantstone,1,3,3,,,,1,1,1,0,0,0,,,,1,160,36,1,0,,0,,450,10000,0,0,450,10000,,,1,15,0,,1,gravityblock,,blocks.stone,blockd.stone,,450,2,4,,9341d9,,,,,,,1,15,15,,6,,,25,,
451,铜合金矿,BrassOre,BrassOre,,,minestone,1,3,3,,,,1,1,1,0,0,0,,,,1,50,12,1,0,,0,,451,10000,0,0,451,10000,,,1,15,0,1,1,tong,tong1,blocks.stone,blockd.stone,,451,2,1,,6c4729,,,,,,,1,15,15,,6,,,10,3,
452,钛合金矿,TitaniumOre,TitaniumOre,,,minestonediffmtl,1,3,3,,,,1,1,1,0,0,0,,,,1,50,40,1,0,,0,,452,10000,0,0,452,10000,,,1,15,0,1,1,tai,tai,blocks.stone,blockd.stone,,452,2,3,,6c4729,,,,,,,1,15,15,,6,,,20,3,
453,攻击符文矿石,AttackRuneOre,AttackRuneOre,,,minestonerune,1,3,3,,,,1,1,1,0,0,0,,,,1,50,12,1,0,,0,,453,10000,0,0,453,10000,,,1,15,0,1,1,runestone_attack,runestone_attack1,blocks.stone,blockd.stone,,453,2,2,,6c4729,,,,,,,1,15,15,,6,,,10,3,
454,防御符文矿石,DefenseRuneOre,DefenseRuneOre,,,minestonerune,1,3,3,,,,1,1,1,0,0,0,,,,1,50,12,1,0,,0,,454,10000,0,0,454,10000,,,1,15,0,1,1,runestone_defence,runestone_defence1,blocks.stone,blockd.stone,,454,2,2,,6c4729,,,,,,,1,15,15,,6,,,10,3,
455,效率符文矿石,EfficiencyRuneOre,EfficiencyRuneOre,,,minestonerune,1,3,3,,,,1,1,1,0,0,0,,,,1,50,12,1,0,,0,,455,10000,0,0,455,10000,,,1,15,0,1,1,runestone_efficiency,runestone_efficiency1,blocks.stone,blockd.stone,,455,2,2,,6c4729,,,,,,,1,15,15,,6,,,10,3,
456,黄铜块,BrassBlock,BrassBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,200,14.4,1,0,,0,,456,10000,0,0,456,10000,,,1,15,0,,1,brass_block,,blocks.stone,blockd.stone,,456,2,1,,b5a642,,,,,,,1,15,15,,1,,,10,,
457,钛合金块,TitaniumBlock,TitaniumBlock,,,basic,1,4,4,,,,1,1,1,0,0,0,,,,1,200,48,1,0,,0,,457,10000,0,0,457,10000,,,1,15,0,,1,titanium_block,,blocks.stone,blockd.stone,,457,2,3,,ffffff,,,,,,,1,15,15,,1,,,20,,
458,仙人掌幼苗,CactusSeedlings,CactusSeedlings,,,cactussmallseed,,,,,,,1,1,0,1,3,0,,1,1|24,,1,5,1,5,100,5,,11420,10000,0,0,11420,10000,,,0,1,0,,1,cactus,cactus,,blockd.cloth,,11420,1,1,,6e8f41,,,,,,,0,15,15,,1,5,,1,3,
459,仙人掌苗,CactusSeedlings,CactusSeedlings,,,cactusseed,,,,,,,1,1,0,1,3,0,,1,1|24,,1,5,1,5,100,5,,11420,10000,0,0,11420,10000,,,0,1,0,,1,cactus,cactus,blockd.cloth,blockd.cloth,,11420,1,1,,6e8f41,,,,,,,1,15,15,,1,,,1,3,
460,仙人掌花,CactusFlower,CactusFlower,,,cactusflower,,,,,,,1,1,0,1,3,0,,,,,1,2,1,5,100,5,,12612,10000,0,0,12612,10000,,,0,1,0,,1,cactus,cactus,blockd.cloth,blockd.cloth,,12612,1,1,,e099b3,,,,,,,1,15,15,,1,,,1,3,
461,仙人掌果实,CactusFruit,CactusFruit,,,cactusfruit,,,,,,,1,1,0,1,3,0,,,,,1,2,1,5,100,5,,12613,10000,0,0,12613,10000,,,0,1,0,,1,cactus,cactus,blockd.cloth,blockd.cloth,,12613,1,1,,6e8f41,,,,,,,1,15,15,,1,,,1,3,
462,鸵鸟蛋,OstrichEgg,OstrichEgg,,,ostrichegg,1,5,,,,,1,1,1,2,0,0,,,,,1,1,1,0,,0,,0,0,0,0,0,0,,,0,1,0,,1,ostrich_egg,ostrich_egg,blockd.cloth,blockd.cloth,,0,0,1,,d7c0a8,,,,,,,1,15,15,,1,,,,2,
463,仙人掌分支,CactusBranch,CactusBranch,,,cactusbranch,,,,,,,1,1,0,1,3,0,,,,,1,2,1,5,100,5,,242,10000,0,0,242,10000,,,0,1,0,,1,cactus,cactus,blockd.cloth,blockd.cloth,,242,1,1,,6e8f41,,,,,,,1,15,15,,1,,,1,2,
464,菌丝体,Mycelium,Mycelium,,,mycelium,,,,,,,1,0,0,1,3,0,,1,1|24,,1,0,1,10,100,10,,0,0,0,0,0,0,,,0,1,0,,1,mycelium,mycelium,,blockd.grass,,0,0,0,,f3edcc,0.1,,,,,,0,15,15,,1,,,,2,
