ID,名字,描述,获得方式
13627,السمك الطائر,استخدم في الماء ، وتوليد#c0aba1d الأسماك الطائرة#n ، لا يمكن#c0aba1d#n التغذية ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12064#.,الصيد للحصول عليه.
13628,القرش,استخدم في الماء ، وقم بتوليد#n#c0aba1d لسمك القرش ، وليس#c0aba1d#n التغذية ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر هي @item_12066# ، @item_12065# ، @item_27#.,الصيد للحصول عليه.
13629,ستينغراي,استخدام في الماء ، وتوليد#c0aba1d#n الأسماك الشيطان ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12067# ، @item_11319#.,الصيد للحصول عليه.
13630,توهج عصا الطحالب الأسماك,استخدام في الماء ، وتوليد#c0aba1d توهج عصا الطحالب الأسماك#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_11318#.,الصيد للحصول عليه.
13800,عربات السكك الحديدية,يمكن وضعها على #c0aba1d السكك #n فقط إذ لا يمكنها السير إلا على السكك. يمكن #c0aba1d وصلها#n بالمحرّك والسكك. يستطيع الركاب الجلوس بداخلها.,@Null@
13802,عربات نقل البضائع,يمكن وضعها على #c0aba1d السكك #n فقط إذ لا يمكنها السير إلا على السكك. يستطيع الركاب الجلوس بداخلها.,@Null@
13803,"مركبة فضائية ",ضعها على الأرض وزودها بوقود #c0aba1d المركبة الفضائية#n  عندئذ يمكنك السفر إلى كوكب آخر بواسطتها. #r انتبه: إن واجهت #c0aba1d إعاقة #n قد ينفجر الصاروخ. #r اضغط على القفز لزيادة السرعة.,@Null@
13804,عربات التفجير,عربات سكة حديدية خطيرة,@Null@
13806,مركب التنين,مركبة من مقعدين لاحتفال مراكب التنين. يمكن للشخص الذي يجلس في الأمام أن يتحكّم بالمقود.,@Null@
13807,طوف جلدي,مركبة مائية ، اضغط على سطح الماء لتفرخ طوفًا جلديًا.,معالجتها على طاولة حرفي
13808,مصباح,اضغط عليه ليطفو على الماء.,@Null@
13809,ثعلب صغير,انقر على الأرض لتوليد ثعلب صغير,
13810,روح الثعلب الصغير,انقر على الأرض لتوليد روح الثعلب الصغير,
13811,تون تون صغير,انقر على الأرض لتوليد تون تون صغير,
13812,وحيد قرن صغير,انقر على الأرض لتوليد وحيد قرن صغير,
13813,طائر صغير,انقر على الأرض لتوليد طائر صغير,
13814,وعل صغير,انقر على الأرض لتوليد وعل صغير,
13815,@Null@,@Null@,@Null@
13816,@Null@,@Null@,@Null@
13817,@Null@,@Null@,
13818,تنين صغير,انقر على الأرض لتوليد تنين صغير,
13819,بطريق صغير,انقر على الأرض لتوليد بطريق صغير,
13820,دب جليدي,انقر على الأرض لتوليد دب جليدي,
13822,بيضة بيولوجية - جمل,#c0aba1d#n العاشبة ، المستخدمة في المواقع المستهدفة ، تولد#n جمل#c0aba1d ، تجذبها @item_11534# ،#c0aba1d ولكنها غير قادرة على التكاثر#n.#r استخدام @item_12613# مع فرصة معينة#c0aba1d ترويضها#n يصبح#c0aba1d جبل#n. العناصر المتاحة بعد هزيمة#r هي @item_11307#.,
13823,جمل ( ترويضة),انقر على الأرض لتوليد جمل مروض,
13824,عقرب سام,انقر على الارض لتوليد عقرب سام,
13825,أمير حقل الرمال,انقر على الأرض لتوليد أمير حقل الرمال,
13826,حارس الرمال,انقر على الأرض لتوليد حارس الرمال,
13827,صديق روح حارس الرمال ( صداقة ),انقر على الأرض لتوليد صديق روح حارس الرمال ( صداقة ),
13828,بيضة بيولوجية - ذئب الصحراء,استخدام على الموقع المستهدف ، وتوليد#c0aba1d الذئب الصحراء#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_11307#.,
13829,العقرب السام العملاق,انقر على الأرض لتوليد العقرب السام العملاق,
13850,أسماك الفانوس الصغيرة,تستخدم في الماء ، وتوليد#c0aba1d الأسماك فانوس صغيرة#n.,
13851,بيض الحبار,اضغط داخل الماء لانتاج سمكة واحدة,@Null@
13852,بيض اسماك اعماق البحار,اضغط داخل الماء لانتاج سمكة واحدة,@Null@
13853,بيض قنديل البحر,اضغط داخل الماء لانتاج سمكة واحدة,@Null@
13854,سمك جو جو السماوي المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك جو جو السماوي المقلي#n,
13855,سمك جو جو الأزرق الغامق المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك جو جو الأزرق الغامق المقلي #n,
13856,سمك جوجو الأسود المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك جوجو الأسود المقلي #n,
13857,السمك اللبني المقلي,عند استخدام المياه يمكن انتاج #c0aba1d السمك اللبني المقلي  #n,
13858,السمك الوري القبيح المقلي,عند استخدام المياه يمكن انتاج #c0aba1d السمك الوري القبيح المقلي  #n,
13859,سمك جو جو الذهبي المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك جو جو الذهبي المقلي  #n,
13860,سمك كي كي  الذهبي المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك كي كي  الذهبي المقلي #n,
13861,السمك الذهبي المقلي القبيح,عند استخدام المياه يمكن انتاج #c0aba1d السمك الذهبي المقلي القبيح  #n,
13862,سمك جوجو الوردي المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك جوجو الوردي المقلي #n,
13863,سمك كي كي الأصفر المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك كي كي الأصفر المقلي  #n,
13864,سمك البنفسجي القبيح المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك البنفسجي القبيح المقلي #n,
13865,سمك كي كي الأزرق المقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك كي كي الأزرق المقلي  #n,
13866,سمك قبيح مخطط مقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك قبيح مخطط مقلي  #n,
13867,سمك كي كي أحمر مقلي,عند استخدام المياه يمكن انتاج #c0aba1d سمك كي كي أحمر مقلي#n,
13868,السمك الأحمر المقلي,اضغط داخل الماء لانتاج #c0aba1d سمك احمر #n,@Null@
13869,السمك البرتقالي القبيح المقلي,عند استخدام المياه يمكن انتاج #c0aba1d السمك البرتقالي القبيح المقلي #n,
13870,بيضة بيولوجية - القرد البري,Item_822 الثدييات آكلة اللحوم#n ، وتستخدم في المواقع المستهدفة ، لتوليد#c0aba1d#n القرد البري التي يمكن جذبها#n#c0aba1d العلف.#r استخدم @item_11599# أو @item_11600# مع فرصة معينة#c0aba1d ترويض#n يصبح شريكك#c0aba1d#n#r القرود البرية اليافعة تأكل#c0aba1d2#n يمكن أن تنمو.#r قرود برية بالغة يأكل كل منهما علفًا#c0aba1d1#n أن يتكاثر بالقرب من @item_822#. لا قطرات بعد#r الهزيمة.,
13872,البيض البيولوجي - ليوبارد,استخدم في الموقع المستهدف ، وقم بإنشاء#n نمر#c0aba1d ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. العناصر المتوفرة بعد هزيمة#r هي @item_11602#.,
13873,كاهن وحشي سام,انقر على الأرض لتوليد كاهن وحشي سام,
13874,الكاهن الوحشي الشافي,انقر على الأرض لتوليد الكاهن الوحشي الشافي,
13875,كاهن الرعد الوحشي,انقر على الأرض لتوليد كاهن الرعد الوحشي,
13876,كاهن الشعلة الوحشي,انقر على الأرض لتوليد كاهن الشعلة الوحشي,
13877,بيضة بيولوجية - كاهن متوحش,تستخدم على المواقع المستهدفة ، يولد#c0aba1d سافاج كاهن#n.#r هجوم نشط بعيد المدى ، سيتم استنساخه.#r العناصر التي تم الحصول عليها بعد الهزيمة لديها خبرة ، @item_11593# ، @item_11570#.,
13878,إله ريش الأفعى,انقر على الأرض لتوليد إله ريش الأفعى,
13879,"ليس متاح في هذا الاصدار ",اذهب وحمّل احدث نسخة للّعبة!,@Null@
13880,"ليس متاح في هذا الاصدار ",قم بتحميل أحدث نسخة للعبة الآن,@Null@
13881,البيض البيولوجي - يان كراب,#c0aba1d#n آكلة اللحوم ، المستخدمة في الموقع المستهدف ، تولد#c0aba1d#n Yan crab ، يمكن جذبها بواسطة @item_11535# ،#c0aba1d ولكن لا يمكن أن تتكاثر#n.#r استخدم @item_12521# أو @item_12705# أو @item_12706# مع فرصة معينة#c0aba1d Tame#n يصبح#c0aba1d جبل#n. العناصر المتاحة بعد هزيمة#r هي @item_12605#.,
13882,ليس متاح في هذا الاصدار,@Null@,@Null@
13883,بيضة بيولوجية - العصفور الدخلة,#c0aba1d#n العاشبة ، المستخدمة في المواقع المستهدفة ، تولد#n الدخلة#c0aba1d التي يمكن جذبها بواسطة @item_11534#.#r يحبون العيش في مجموعات ، باستخدام @item_12603# لديه فرصة معينة#c0aba1d ترويضه#n يصبح رفيقًا#c0aba1d#n.#r هزيمة وترويض العناصر المتاحة هي @item_12278#.,
13884,ليس متاح في هذا الاصدار,@Null@,@Null@
13885,الفراشة القرمزية,استخدمه في الموقع المستهدف لإنشاء #c0aba1dCrimson Butterfly#n، لا يمكن #c0aba1draised#n.#r يمكن جذبه بواسطة @item_11228#.,
13886,الفراشة السماوية,استخدمه في الموقع المستهدف لإنشاء #c0aba1dCyan Butterfly#n، لا يمكن أن يكون #c0aba1draised#n.#r يمكن جذبه بواسطة @item_11228#.,
13887,الفراشة العطرة,استخدمه في الموقع المستهدف لإنشاء #c0aba1dFragrant Butterfly#n، لا يمكن أن يكون #c0aba1draised#n.#r يمكن جذبه بواسطة @item_11228#.,
13888,الفراشة البيضاء,استخدمه في الموقع المستهدف لإنشاء #c0aba1dWhite Butterfly#n، لا يمكن أن يكون #c0aba1draised#n.#r يمكن جذبه بواسطة @item_11228#.,
13889,فراشة دراجونكين,استخدمها في الموقع المستهدف لإنشاء #c0aba1dDragonkin Butterfly#n، لا يمكن #c0aba1draised#n.#r يمكن جذبها بواسطة @item_11228#.,
13890,فراشة الجرس,استخدمه في الموقع المستهدف لإنشاء #c0aba1dBell Butterfly#n، لا يمكن أن يكون #c0aba1draised#n.#r يمكن جذبه بواسطة @item_11228#.,
