ID,名字,描述,获得方式
12717,Möwenfedern,"Möwenfedern, @item_11303# können es, und es ist auch das Rohmaterial für die Herstellung von @item_12062#",Angriff Möwen fallen
12718,Verfärbte Drüsen,"Kann am Handwerkertisch zu roten, gelben, blauen und weißen Pigmenten verarbeitet werden",Besiege den Seepferdchenfall
12719,Quallenkern,Es hat eine unvorstellbare Elastizität und kann zur Herstellung #c0aba1d Wasserdruckkanone verwendet werden #n,Schlagen Sie den Quallentropfen
12720,Drift-Flasche,Laden Sie die neueste Spielversion herunter!,
12721,Gewöhnliche Angelrute,"Wenn Sie Fische fangen können, müssen Sie in mindestens 2 tiefen Gewässern fischen",Hergestellt am Handwerkertisch
12722,Hornkorallen-Angelrute,"Chancen, seltene Fische zu fangen! Angeln muss mindestens 2 Blocks tief sein","Nachdem das Rezept entriegelt ist, stellen Sie es auf den Handwerkertisch und holen Sie es."
12723,Blasenkorallen-Angelrute,"Chancen, seltene Fische zu fangen! Angeln muss mindestens 2 Blocks tief sein","Nachdem das Rezept entriegelt ist, stellen Sie es auf den Handwerkertisch und holen Sie es."
12724,Scheibenkorallen-Angelrute,"Chancen, seltene Fische zu fangen! Angeln muss mindestens 2 Blocks tief sein","Nachdem das Rezept entriegelt ist, stellen Sie es auf den Handwerkertisch und holen Sie es."
12725,Baumkorallen-Angelrute,"Chancen, seltene Fische zu fangen! Angeln muss mindestens 2 Blocks tief sein","Nachdem das Rezept entriegelt ist, stellen Sie es auf den Handwerkertisch und holen Sie es."
12726,Gewöhnlicher Fischschwimmer,Laden Sie die neueste Spielversion herunter!,
12727,Gehörnte Korallenfische schwimmen,Laden Sie die neueste Spielversion herunter!,
12728,Blasen-Korallenfisch-Schwimmer,Laden Sie die neueste Spielversion herunter!,
12729,Scheibenkorallenfisch-Schwimmer,Laden Sie die neueste Spielversion herunter!,
12730,Baum Korallenfisch Schwimmer,Laden Sie die neueste Spielversion herunter!,
12731,Tibetischer Fuchs Belohnung,"Ein Schatz, der tief in den Schneeblöcken vergraben ist.",
12732,Blumen,"Einschließlich @item_300#, @item_301#, @item_305#, @item_761# und verschiedenen Blumen.",
12733,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12734,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12735,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12736,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12737,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12738,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12739,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12740,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12741,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12742,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12743,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12744,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12745,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12746,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12747,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12748,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12749,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12750,Fröhliches Feuerwerk,Auszug aus dem Archiv zur Verwendung: Feuerwerk mit Smiley-Muster in den Himmel schießen. #r (#c0aba1d Mini-Bohne #nx300 beim Kauf),
12751,Viel Glück beim Feuerwerk,Verwendung: Schießen Sie ein gedrehtes Ei Muster Feuerwerk #r in den Himmel (geben #c0aba1d Traum-Code #nx1 beim Kauf),
12752,Vitalität Feuerwerk,Verwendung: Schießen Sie ein Feuerwerk mit #r in den Himmel (#c0aba1d Aktivitätsgutschein #nx1),
12753,Geburtstagsfeuerwerk,"Verwendung: Schießen Sie ein ""Birthday Cake"" -Feuerwerk in den Himmel",
12754,Glückliches Feuerwerk,Schießen Sie ein Muster eines Glückssterns in den Himmel,
12755,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12756,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12757,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12758,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12759,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12760,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12761,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12762,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12763,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12764,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12765,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12766,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12767,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12768,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12769,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12770,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12771,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12772,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12773,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12774,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12775,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12776,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12777,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12778,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12779,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12780,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12781,Band-Feuerwerk,Viele Bandeffekte platzen nach dem Gebrauch.,
12782,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12783,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12784,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12785,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12786,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12787,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12788,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12789,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12790,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12791,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12792,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12793,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12794,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12795,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12796,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12797,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12798,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12799,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12800,Verzauberungsrezept - Menschlicher Jäger,Schalte eine Verzauberung frei.,
12801,Verzauberungsrezept - Fliege,Schalte eine Verzauberung frei.,
12802,Verzauberungsrezept - Mehrere Angriffe,Schalte eine Verzauberung frei.,
12803,Verzauberungsrezept - Vampir,Schalte eine Verzauberung frei.,
12804,Verzauberungsrezept - Rückzugsverteidigung,Schalte eine Verzauberung frei.,
12805,Verzauberungsrezept - Schwäche,Schalte eine Verzauberung frei.,
12806,Verzauberungsrezept - Ferngesteuerter Vampir,Schalte eine Verzauberung frei.,
12807,Verzauberungsrezept - Gefroren,Schalte eine Verzauberung frei.,
12808,Verzauberungsrezept - Dunkler Schutz,Schalte eine Verzauberung frei.,
12809,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12810,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12811,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12812,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12813,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12814,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12815,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12816,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12817,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12818,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12819,Spielversion ist zu niedrig,Laden Sie die neueste Spielversion herunter!,
12820,Basketball-Trikot,"Handheld wird der Basketball-Betriebsmodus. #r ohne den Ball #c0aba1d linke Taste #n zu stehlen, lange drücken #c0aba1d rechte Taste #n zu blockieren, #c0aba1d Raum #n zu blockieren. #r mit dem Ball, tippen #c0aba1d linke Taste #n zu passieren, lange drücken #c0aba1d rechte Taste #n zu schießen, #c0aba1d Raum #n zu sprinten.",
12821,Fußball-Trikot,"#r ohne den Ball #c0aba1d linke Taste #n , um den Ball zu stehlen, #c0aba1d rechte Taste #n zu bekämpfen. #r mit dem Ball #c0aba1d linke Taste #n zu schießen, #c0aba1d rechte Taste #n , um den Ball zu hängen; alle können gespeichert werden.",
12822,Himmelsrakete,"Benutze es, um dich automatisch auf dem Rücken auszurüsten und sehr schnell #c0aba1dtowards das Korn zu fliegen#n.#rPress [Springe], um beim Fliegen leicht nach oben zu beschleunigen.#r#c0aba1dImitiere keine Verhaltensweisen im Spiel.#n",
12823,Kreuzbombe,"Nach dem Einsatz wurde eine Bombe #n am Fuße des #c0aba1dplatziert, und nach 3 Sekunden kam es zu einer kreuzförmigen Explosion, deren Explosionsabstand 6 Blocks betrug.","Öffne die Dungeon-Schatzkiste, um eine Chance zu bekommen."
12824,Kreuzbombe,"Nach dem Einsatz wurde eine Bombe #n am Fuße des #c0aba1dplatziert, und nach 3 Sekunden kam es zu einer kreuzförmigen Explosion, deren Explosionsabstand 3 Quadrate betrug.","Öffne die Dungeon-Schatzkiste, um eine Chance zu bekommen."
12825,Einwegbombe,"Nach dem Einsatz wurde eine Bombe #n am Fuße des #c0aba1dplatziert, und nach 3 Sekunden kam es zu einer linearen Explosion, deren Explosionsabstand 7 Blocks betrug.","Öffne die Dungeon-Schatzkiste, um eine Chance zu bekommen."
12826,Einweg-Bomblet,"Nach dem Einsatz wurde eine Bombe #n am Fuß des #c0aba1dplatziert, und nach 3 Sekunden kam es zu einer linearen Explosion, wobei die Explosionsentfernung 4 Quadrate betrug.","Öffne die Dungeon-Schatzkiste, um eine Chance zu bekommen."
12827,Luftballon,"Bunte Dekorationen. #r klicken, um zu verwenden, um zu platzieren, nach der Platzierung, klicken, um es zu stoßen.",Gekauft bei Händlern am 1. Juni während der Aktivitäten zum Kindertag.
12828,Bunter Ballon,"Klicken Sie, um zu fliegen, und klicken Sie, um es nach dem Fliegen zu stoßen.",Beim Jubiläumshändler während der Jubiläumsveranstaltung gekauft.
12829,Handfeuerwerk,Halten Sie das Feuerwerk in der Hand und zünden Sie es an. Klicken Sie zum Zünden auf Verwenden.,
12830,Kongming-Laterne,"Nach dem Gebrauch kann es losgelassen werden. #r hat die Möglichkeit, nach dem Start ein Feuerwerk in Liebesform auszulösen.",
12831,Kleiner Stern Feuerwerk,Auszug zur Archivierung: Schießen Sie ein wunderschönes Feuerwerk in den Himmel und lassen Sie insgesamt 10 Sterne für das Erlebnis fallen.,
12832,Großes Sternenfeuerwerk,Auszug zur Archivierung: Schießen Sie ein wunderschönes großes Feuerwerk in den Himmel und lassen Sie insgesamt 50 Sterne für das Erlebnis fallen.,
12833,Feuerwerk bei Regen und Sonnenschein,Schießen Sie nach dem Gebrauch brillante Feuerwerkskörper in den Himmel und schalten Sie in der Nähe #c0aba1d  #n. #r müssen zur Verwendung in das Archiv extrahiert werden.,
12834,Tag- und Nachtfeuerwerk,Schießen Sie nach dem Gebrauch brillante Feuerwerkskörper in den Himmel und wechseln Sie in #c0aba1d Tag- und Nachtmodus #n. #r müssen zur Verwendung in das Archiv extrahiert werden.,
12835,Kein Monsterfeuerwerk,"Nach dem Gebrauch, Feuer brillante Feuerwerkskörper in den Himmel, #c0aba1d verscheuchen alle in der Nähe Monster #n, und verbieten das Aussehen. Nach der Verwendung wieder, wieder Bürsten Monster. #r müssen in das Archiv für die Verwendung extrahiert werden.",
12836,Rotes Neujahrsfeuerwerk,"Nach dem Gebrauch direkt nach vorne fliegen, das Nian-Tier treffen und es in einen Zustand des Schreckens versetzen lassen. Kann Nian-Tier-Eier mit Glückskugeln verarbeiten.",Gekauft bei Frühlingsfest-Händlern während der Frühlingsfest-Aktivitäten.
12837,Lila Neujahrsfeuerwerk,"Nach dem Gebrauch direkt nach vorne fliegen, das Nian-Tier treffen und es in einen Zustand des Schreckens versetzen lassen. Kann Nian-Tier-Eier mit Glückskugeln verarbeiten.",Gekauft bei Frühlingsfest-Händlern während der Frühlingsfest-Aktivitäten.
12838,Grünes Neujahrsfeuerwerk,"Nach dem Gebrauch direkt nach vorne fliegen, das Nian-Tier treffen und es in einen Zustand des Schreckens versetzen lassen. Kann Nian-Tier-Eier mit Glückskugeln verarbeiten.",Gekauft bei Frühlingsfest-Händlern während der Frühlingsfest-Aktivitäten.
12839,Urlaub Glückstasche,"Nach dem Öffnen erhalten Sie nach dem Zufallsprinzip eine Belohnung, viel Glück und Gesundheit.",
12840,Chinesisches Neujahrsgeschenkpaket,"Öffnen Sie es, um gute Geschenke für das Frühlingsfest zu erhalten.",
12841,Frühlingsfest-Geschenkpaket,"Öffnen Sie es, um gute Geschenke für das Frühlingsfest zu erhalten.",
12842,Neujahrsausflug,"Verwendung im Lager: Holen Sie sich ein paar gute Geschenke, frohes neues Jahr.",
12843,Halloween-Karnevalspaket,Verwendung im Lager: Holen Sie sich ein paar gute Geschenke und nehmen Sie gemeinsam am Halloween-Karneval teil.,
12844,Happy Halloween Paket,Verwendung im Lager: Holen Sie sich ein paar gute Geschenke und nehmen Sie gemeinsam am Halloween-Karneval teil.,
12845,Sommerferienrausch,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12846,Sommerferienrausch,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12847,Mini-Amoklauf,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12848,Mini-Amoklauf,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12849,Schulrausch,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12850,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich mehrere Stücke von gutem Geschenk.,
12851,Glückliches Paket,Verwendung im Lager: Holen Sie sich ein geheimnisvolles Geschenk.,
12852,Roter Umschlag zum Frühlingsfest,"Viel Glück, herzlichen Glückwunsch zum chinesischen Neujahr. Öffnen Sie es im Lager und versuchen Sie Ihr Glück ~",
12853,Exklusives WeChat-Geschenkpaket,"Wenn es im Lager verwendet wird, besteht die Möglichkeit, eine Vielzahl seltener Belohnungen auszustellen, wie z. B. dauerhaft begrenzte Häute, Fragmente von fliegenden Eichhörnchen usw. ~",
12854,WeChat exklusive offizielle Version Geschenkpaket,"Öffnen Sie das Geschenkpaket und versuchen Sie Ihr Glück, und Sie haben die Chance, die dauerhafte Haut von Qitian Xiaosheng zu erhalten.",
12855,Überraschungspaket,"Verwendung im Lager: Erhalte nach dem Zufallsprinzip ein Überraschungsgeschenk im Spiel, darunter permanente Skins, Reittiere der zweiten Stufe und andere Hauptpreise!",
12856,Namensänderungskarte,Verwendung im Repository oder Personal Center: Ändern Sie den Spitznamen einmal.,
12857,Stern-Glückstasche,Verwendung: Erhalten Sie 1 ~ 3 Sterne. (Extrahieren und in der Archivkarte verwenden),
12858,Rückgabepaket,"Verwendung im Lager: Holen Sie sich zufällig einen Spielgegenstand (es besteht die Möglichkeit, ein festes Outfit zu eröffnen)",
12859,Geburtstagskuchen,Verwendung im Lager: Holen Sie sich ein geheimnisvolles Geschenk.,
12860,Geschenkpaket Ersatz,Laden Sie die neueste Spielversion herunter!,
12900,Chinesisches Neujahrsgeschenkpaket 1,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Mini Play Official.,
12901,Chinesisches Neujahr Pack 2,Verwendung im Lager: Holen Sie sich vier Geschenke von der Betriebsplattform.,
12902,Chinesisches Neujahr Pack 3,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von 4399.,
12903,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Ali Games.,
12904,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier gute Geschenke von Huawei.,
12905,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Baidu.,
12906,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier gute Geschenke von Meizu.,
12907,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Xiaomi.,
12908,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von OPPO.,
12909,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von 360.,
12910,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Tencent.,
12911,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von Kugou.,
12912,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier gute Geschenke von Gionee.,
12913,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier tolle Geschenke von vivo.,
12914,Chinesisches Neujahrsgeschenkpaket,Verwendung im Lager: Holen Sie sich vier gute Geschenke von LeEco.,
12915,Exklusive Geschenkbox zum Nationalfeiertag,"Der Herbst ist hoch und der Nationalfeiertag ist erfrischend, und das ganze Land feiert Glück.
Verwendung: Holen Sie sich mehrere Geschenke zum Nationalfeiertag, lassen Sie uns den Nationalfeiertag gemeinsam feiern ~",
12916,Geschenkbox zum Nationalfeiertag,"Der Herbst ist hoch und der Nationalfeiertag ist erfrischend, und das ganze Land feiert Glück.
Verwendung: Holen Sie sich mehrere Geschenke zum Nationalfeiertag, lassen Sie uns den Nationalfeiertag gemeinsam feiern ~",
12917,Geschenkbox für Neulinge zum Nationalfeiertag,"Der Herbst ist hoch und der Nationalfeiertag ist erfrischend, und das ganze Land feiert Glück.
Verwendung: Holen Sie sich mehrere Geschenke zum Nationalfeiertag, lassen Sie uns den Nationalfeiertag gemeinsam feiern ~",
