ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
400,Laternen-Mädchen,"Laternen-Mädchen, geboren und aufgewachsen in einem ländlichen Dorf, erbt das Laternenhandwerk, das durch Generationen ihrer Familie weitergegeben wurde. Schon von klein auf lernt sie bei ihrem Großvater und taucht in die Kunst des Laternenmachens ein. Ihre Meisterung dieses Handwerks ist unübertroffen, da sie geschickt eine Vielzahl von Materialien und Techniken mischt, um einzigartige Laternen zu schaffen. Mit unerschütterlicher Hingabe erweckt sie jede Kreation mit Emotionen zum Leben und verleiht ihnen eine fesselnde Präsenz.",,Avatar: Avatar freischalten,Körpereffekt: Gelbe Blumen umgeben dich!,,,,
401,StarSpeed,"StarSpeed, ein Mitarbeiter des interstellaren Kuriers ""Star Express"", trägt die entscheidende Aufgabe, Pakete zwischen Planeten zu liefern. Er durchquert die kosmische Weite und glaubt, dass seine Arbeit eine integrale Rolle bei der Aufrechterhaltung der Harmonie und des Wohlstands des Universums spielt. Dabei erkennt er die Einzigartigkeit jedes planetarischen Ökosystems an und folgt sorgfältig den Protokollen des Unternehmens, um die sichere und pünktliche Lieferung jeder Sendung zu gewährleisten.",,Avatar: Avatar freischalten,"Fußabdruck: Hinterlässt interstellare Express-Fußabdrücke, wo auch immer Sie gehen.",,,,
402,Orange Girl,"Orange Girl ist eine sensible Seele, die leicht von der Welt um sie herum bewegt wird. Ihre Tränen fließen frei, wenn sie ihre Emotionen ausdrückt, aber sie sind kein Zeichen von Schwäche; vielmehr enthüllen sie ihre authentischen Gefühle. Sie hegt eine tiefe Freundlichkeit und behandelt jeden mit Aufrichtigkeit und Liebe. Obwohl sie schüchtern wirken kann, leuchten ihr Mut und ihre Widerstandsfähigkeit hell auf, wenn sie mit Herausforderungen konfrontiert wird.",,Avatar: Avatar freischalten,"Fußabdruck: Hinterlässt Krabbenfußabdrücke, wo immer sie geht.",,,,
403,Ink-Bambus (Permanent),"Ink-Bambus ist eine Fee, die in einem Tuschebild lebt. Sie führt ein zurückgezogenes Leben und wird nur von Bambus als treuem Begleiter und Tinte als vertrautem Vertrauten begleitet. Ihre Bilder zeigen eine nahtlose und ausgedehnte Qualität und fangen die Anmut und Widerstandsfähigkeit von Bambus gekonnt ein.",,Avatar: Avatar freischalten,,,,,
404,Comet,"Comet brüstet sich mit außergewöhnlichen fliegerischen Fähigkeiten und fortgeschrittenen interstellaren Navigationsfähigkeiten. Ihr Raumschiff gleitet schnell durch die Weiten des interstellaren Raums und erreicht sein Ziel immer mit punktgenauer Genauigkeit. Außerdem ist sie eine hervorragende Mechanikerin, die geschickt verschiedene Raumfahrzeuge und mechanische Geräte reparieren und warten kann.",,Avatar: Avatar freischalten,Körpereffekt: Sternenlichter umgeben dich!,,,,
405,Crimson Guardian,"In der chinesischen Traditionskultur symbolisiert der Drache seit langem Stärke und Glück. Der limitierte [Crimson Guardian] wurde von Hasbro speziell für das Jahr des Drachen entworfen und lädt Sie ein, in diesem glücklichen Jahr mutig Herausforderungen zu meistern und Hindernisse zu überwinden!",,Avatar: Avatar freischalten,Körpereffekt: Flammen umgeben Sie!,"Konvertierung: Klicken Sie auf die Schaltfläche auf der rechten Seite, um zwischen Roboter- und Fahrzeugformen zu wechseln!","Fußabdruck: Lässt Drachenfußabdrücke, wo immer Sie gehen.",,
406,Cherry Insight,"Cherry Insight ist ein sanfter und reiner Junge, der die Qualitäten von Kirschblüten verkörpert. Er glaubt daran, dass jede Kirschblüte ihre eigene einzigartige Geschichte hat, und er ist bereit, diesen Erzählungen zuzuhören.",,Avatar: Avatar freischalten,"Fußabdruck: Blätter hinterlassen Blumen-Fußabdrücke, wo immer er geht.",,,,
407,Frühlingskirsche,"In einer malerischen Stadt, umgeben von Kirschblüten, wartet Frühlingskirsche jedes Jahr gespannt darauf, ihre vorherbestimmte Bestimmung zu finden, wenn die Kirschblüten wie ein poetisches Gemälde erblühen.",,Avatar: Avatar freischalten,"Fußabdruck: Blätter hinterlassen Blumenfußabdrücke, wo immer du gehst.",,,,
408,Frey,"Frey, der Gott, der das Sonnenlicht und die Ernte überwacht, gibt der Erde Vitalität und Schwung. Er ist auch verantwortlich für das Führen seiner Kameraden in Schlachten. Durch diese intensiven Konflikte entfaltet er kontinuierlich seine Brillanz und Ehre als großer Gott.",,Avatar: Avatar entsperren,Körpereffekt: Heilige Runen sind um dich herum!,"Fußabdruck: Hinterlasse Sonnenfußabdrücke, wo immer du gehst.",,,
409,Beeren-Segen Lin Yun,"Lin Yun, die Schutzgottheit, die damit beauftragt wurde, bösartige Kräfte zu besiegen, trägt die feierliche Aufgabe, die sterbliche Welt zu schützen. Bewaffnet mit Weisheit und Mut als Waffen und geleitet von Freundlichkeit und Gerechtigkeit als Prinzipien, sorgt sie für Harmonie und Ruhe in der Welt.",,Avatar: Avatar freischalten,Körpereffekt: Erdbeeren umhüllen den Körper!,,,,
410,Donut-Kaninchen Yue Po,"Yue Po, ein Kaninchen von außergewöhnlichem Geschick und großem Reichtum, hat einen Durst nach Erkundung der unbekannten Welt. Sie freut sich darüber, weit und breit zu reisen, um neue und faszinierende Erfahrungen zu sammeln.",,Avatar: Avatar freischalten,Körpereffekt: Frischkäse umhüllt den Körper!,,,,
411,,,,,,,,,
