ID,描述
3589,Bekle
3590,Çıkmak istediğine emin misin? Daha seni bekleyen eğlenceli bir sürü macera var!
3591,Lütfen yeni tuş girin
3592,Arazi kodunu görmek için haritaya gir
3593,Gün @2
3594,@1×@2 başarıyla satıldı
3595,@1×@2 başarıyla satın alındı
3596,@1×@2 başarıyla takas edildi
3597,Daha fazla mini altına ihtiyacın var. Mini jeton satın almak ister misin?
3598,@1 gün satın al
3599,@1(@2) başarıyla kullanıldı
3600,@Null@
3601,Mini World - Kendi dünyanızı yaratın
3602,Ben Mini World'dayım! Sen neredesin?
3603,Mini World - Kendi dünyanızı yaratın
3604,"Mini World'da oynuyorum, sen neredesin?"
3605,"Annecim bana niye bu oyuna bu kadar hayran kalıyorsun diye sordu, @ Mini World'u aşırı tavsiye ediyorum"
3606,İleri hareket et
3607,Geriye hareket et
3608,Sola hareket et
3609,Sağa hareket et
3610,Eşyalarıkullan/küpleri yerleştir
3611,Saldır/kaz
3612,Saklan
3613,Hızlı koş
3614,Atla
3615,Seçilen Eşyaları bırak
3616,Çantayı aç/kapat
3617,Haritayı aç/kapat
3618,Başarıyı aç/kapat
3619,Mağazayı aç
3620,Arkadaş Listesi
3621,Dağ
3622,Sırt çantayı düzenle
3623,Oyuncu Listesi
3624,Skor tablosunu göster
3625,Karakter durumunu görüntüle
3626,Oynatma modu ayarları
3627,Kaynak Kütüphanesi
3628,Ekran görüntüsü kaydedildi
3629,Geçerli görünümü özel görünüm olarak kaydetmek istiyor musunuz? Özel mode geçildiğinde varsayılan olarak özel görünüme geçecektir.
3630,"Haritada ihlal olduğundan şüpheleniliyor, odaya girilemez."
3631,"Haritada ihlal olduğundan şüpheleniliyor, oda aranamıyor."
3632,"Haritada ihlal olduğundan şüpheleniliyor, oyuna girilemez."
3633,"Haritada ihlal olduğundan şüpheleniliyor, çoklu oyunculu oda açılamıyor."
3634,"Haritada ihlal olduğundan şüpheleniliyor, paylaşım kısıtlandı."
3635,İhlal
3636,"Bu harita ihlalleri içeriyor, yorumları kontrol edemiyor"
3637,"Hatırlatma: Sağlıklı bir oyun ortamını birlikte koruyun. Lütfen oyundaki herhangi bir sanal davranışı taklit etmeyin. Yanlış veya kötü bir bilgi bulduğunuzda bunu yetkiliye bildirebilirsiniz. Pornografik, siyasi ve şiddet içeren içeriklerin yapılması kesinlikle yasaktır ve suçlular kanun gereği sorumlu tutukacaktır."
3638,Mini Kaptan Sıcak İpuçları
3639,"Pornografi, politika, şiddet ve diğer ilgili içeriklerin kesinlikle paylaşılması ve paylaşılması yasaktır ve ihlal edenler yasal sorumluluklar için yasaklanacak ve soruşturulacaktır."
3640,Bir model seç
3641,Sunucuya bağlantıbaşarısız oldu
3642,Lütfen adı girin
3643,Lütfen bir model seçin
3644,Mevcut\n@1modeli seç
3645,Beceri
3646,Özellik
3647,Değiştir
3648,Boyut
3649,Hız
3650,Bırak
3651,Bırakılan Eşyalar
3652,Yıldız EXP düşüyor
3653,Skor yapmak için öldür
3654,Bir model seç
3655,Otomatik olarak saldır
3656,Yaratık grubu
3657,Skor
3658,Bir yaratık modeli seç
3659,Bir eşya seç
3660,Taşınabilir
3661,Saldırı mesafesi
3662,Modeli seçin
3663,Taşınabilir(canavar)
3664,1. Kırmızı takım
3665,1. Mavi takım
3666,Oda sahibine düşman oldun
3667,Oda Sahibine Dost Oldun
3668,Otomatik olarak saldır
3669,Beceri Kütüphanesi
3670,Zarar Kütüphanesi
3671,Şok Kütüphanesi
3672,Özel Kütüphane
3673,Kuluçka yumurtası
3674,Özellikler Kütüphanesi
3675,Chat odasına katılım başarısız
3676,Chat odasına girdiniz
3677,Online lobiye geri dön
3678,Çıkarma başarısız oldu. Lütfen çantanın dolu olup olmadığını kontrol edin
3679,İpucu: yeni yaratık yumurtaları çanta içinde bulunabilir
3680,Mermi Modeli Seç
3681,Mermi Modeli
3682,Lütfen bir mermi modeli seç
3683,Hedef kullanımda
3684,Hedef açıklaması
3685,Genel kullanım
3686,Yay kullan
3687,Mermi kullan
3688,Paket içerisinde saklanır
3689,Mavi Pırlanta Hediye Paketi
3690,1 saatlik çevrimiçi zaman biriktirdiniz.
3691,"3 saatlik online zaman biriktirdiniz ve oyun geliriniz 0'a düşecek. Sağlığınız için lütfen bir an önce istirahat edin, uygun fiziksel aktiviteler yapın, çalışmanızı ve hayatınızı makul bir şekilde düzenleyin."
3692,"Sağlıksız oyun zamanına girdiniz, sağlığınız için lütfen hemen çevrimdışı olun ve dinlenin. Offline gitmezseniz vücudunuz zarar görür ve geliriniz sıfıra düşer.Birikmiş offline süreniz 5 saat olana kadar normale dönemeyeceksiniz."
3693,"Sağlıksız oyun zamanına girdiniz, sağlığınız için lütfen hemen çevrimdışı olun ve dinlenin. Offline gitmezseniz vücudunuz zarar görür ve geliriniz sıfıra düşer.Birikmiş offline süreniz 5 saat olana kadar normale dönemeyeceksiniz."
3694,Onayla
3695,Arşiv verisi güncelleniyor...
3696,Veri güncellendi. Lütfen oyunu yeniden başlat
3697,"Harita paylaşımı, şu anda yedekleyemiyor"
3698,Hairta minyatürü
3699,Sürüm çok düşük
3700,"Mavi elmas soylular #CEF2DDD8 #N indirimler, çeşitli ayrıcalıklar ve çeşitli hediye paketleri!"
3701,Daha fazla mavi elmas ayrıcalıkları için lütfen #l #cfa7a0f mavi elmas resmi web sitesi #n takip edin
3702,İddia
3703,İddia edilemez
3704,Mavi Elmas Noble Privilege
3705,Mavi Elmas Noble Günlük Paketi
3706,Ekstra Mavi Elmas Deluxe Edition
3707,Yıllık Ücret Mavi Elmas Noble Ekstra Olsun
3708,Tek tıklama topla
3709,Mavi Elmas Noble Acemi Hediye Paketi
3710,Almak
3711,Mavi elmas kullanıcıları aşağıdaki ayrıcalıkların tadını çıkarabilir:
3712,1. Mavi Elmas Starter Paketi
3713,2. mavi elmas günlük paketi
3714,3.% 20 indirimli şarj indiriminin tadını çıkarın
3715,4. Mavi Elmaslar için Özel Logo
3716,Arşivdeki Alışveriş Merkezi->Paket açarak alınan eşyaları geri çekin
3717,Başarıyla alındı. Paketi kontrol edin
3718,Alma işlemi başarısız. Lütfen daha sonra tekrar deneyin
3719,Cep telefonu güvenlik yönetimi ipuçları: Cep telefonundaki değiştirme yazılımı çakışmalar nedeniyle başlatılamıyor
3720,Alındı
3721,BBS
3722,Sistem @1 yükselticisi yüklediğini tespit etti. Oyunun normal çalışmasıni etkileyebilir. Lütfen değiştiriciyi silin ve tekrar girin.
3723,Oyuncu arşivleri
3724,Hack tespit edildi. Lütfen hacklemeyi durdurun ya da oyunu tekrar yükleyin yoksa hesabınız bilinmeyen kişiler tarafından çalınabilir.
3725,Minyatür açıklaması
3726,#cef2d2dKırmak için Celestium bloğuna sol tıklayın#n.
3727,Almak için celesthium bloğuna gidin
3728,Bir çanta Kumlu Toprak seçin
3729,Maksimum ürün Lütfen silip tekrar deneyin.
3730,"Silindi, lütfen arşive tekrar girin"
3731,Normal yedekleme
3732,Çevrimiçi yedekleme
3733,Çevrimiçi arşiv yedekleme
3734,Bozuk olan arşivleri kurtarmak için kullanılır.
3735,Sadece bir yuva var. Önceki yedekleme doğrudan üzerine yazılır.
3736,Oda serbest mod içerisinde yer alıyor. Grafiği hasara karşı otomatik olarak yedeklemek için Onayla düğmesine basın.
3737,Minyatür Çalışma Tezgahı sadece oluşturma Modunda ve Dev Modunda bulunur.
3738,Minyatür Çoklu oyuncu modda veya başkalarının arşivlerinde kullanılamaz.
3739,Klasörü eklemek
3740,"Giriş başarısız. Lütfen internet bağlantınızı, hesap numaranızı ya da şifrenizi kontrol edin."
3741,@Null@
3742,@Null@
3743,@Null@
3744,@Null@
3745,Market
3746,Kabile
3747,Birlik
3748,Yardım
3749,Hotspot bağlantısı#r LAN ve mobil telefon hotspotları sayesinde diğerleri ile oynayabilirsiniz.#r#rWi-Fi Bağlantısı#r Diğerleri ile istediğiniz yer her yerde bağlantı kurabilirsiniz!
3750,@Null@
3751,@Null@
3752,Zaman aşımına uğradı! Lütfen bağlantınızı kontrol edin
3753,Sil
3754,Yeni bir eşya oluştur
3755,Araç
3756,Silah
3757,Gıda
3758,Seçilemez
3759,Bir eşya modeli seçin
3760,Kaydet&Geri Dön
3761,Devam
3762,Kılavuzdan çık
3763,Acemi kılavuzunu terk etmek istiyor musun?
3764,Daha fazla öğrenmek istersen. Lütfen devam butonuna tıkla
3765,Mevcut değil
3766,Kendin bakıyorsun
3767,Tek
3768,Çoklu oyuncu
3769,İpuçları
3770,Arşivlenmiş bir haritanız yok\n.
3771,Harita kur
3772,Sonraki adım
3773,"[Oyuna başla]Aralarından seçim yapabileceğiniz birkaç farklımod (Hayatta Kalma, oluşturma, özel) bulunur. Haritalarını buraya kaydedebilirsin."
3774,[Co-op lobi]Arkadaşlarınla beraber WIFI aracılığıyla oynayabilirsin!
3775,[Galeri] Oyuncuları şaheserleri burada sergilenir ve sizde kendinize ait olanı yükleyebilirsiniz.
3776,Eşya ve Binek almak için her gün giriş yapın!
3777,Tamamla
3778,LAN'daki arkadaşlarınızla oynayın
3779,İstediğinde diğer oyuncularla işbirlikçi moduna gir
3780,Mod anahtarı
3781,Mevcut mod
3782,@Null@
3783,288 Mini Fasulye harcayarak altın meyve koparmak istiyor musun?
3784,Görüşün sadece Mini World’dan uzaklaştı. Oyuna geri dönmek için aşağıdaki onaylaya basın.
3785,Mikrofon açma başarısız
3786,Mikrofon kapatma başarısız
3787,Hoparlör açma başarısız
3788,Hoparlör kapatma başarısız
3789,Mikrofon açıldı
3790,Mikrofon kapandı
3791,Hoparlör açıldı
3792,Hoparlörü kapandı
3793,Mikrofonu açmak için [ butonuna tıkla. Kapatmak için ] butonun tıkla
3794,Gerçek zamanlı iletişim
3795,Çoklu oyuncu odayı aç
3796,@Null@
3797,@Null@
3798,Hepsini seç
3799,Taşımak istediğiniz klasörü seçin
3800,"Geri dönüşüm parçaları,@1×@2"
3801,#cfa7a0f@3#n kilidi açmak için #c0aaa1a@1×@2#n kullanmak istediğinden emin misin?
3802,Satın alma onayı
3803,#cfa7a0f@3#n yükseltmek için #c0aaa1a@1×@2#n kullanmak istediğinden emin misin?
3804,Güncellemeyi onayla
3805,#c0aaa1a@1Parçaları#n geri dönüştüreceksin! Lütfen onayla
3806,Haritalar
3807,Gelişim
3808,Not: Şu anda eklenti yüklu olan haritada oda düzenleyemez ve açamazsın. Eklenti düzenleme ve yükleme fonksiyonlar sonraki güncellemelerde eklenecek . Beklemede kal!
3809,Eklenti yüklü olan haritanın yüklenmesine izin verilmez
3810,Eklenti yüklü olan haritanın oda açılmasına izin verilmez
3811,Arkadaşın @1 şimdi çevrim içi
3812,Arkadaşın @1 şimdi çevrim dışı
3813,Daha fazla konuş
3814,Ses
3815,Diğer Dünyalar
3816,Özellik
3817,Oyuncular
3818,Ara
3819,Filtre
3820,Tümü
3821,Diz
3822,En Yeni
3823,#RHayvan Bineği: Sevimli hayvanlarısürerek dünyayıgezebilirsin!
3824,#RTehlikeli Dünya: Zombiler geliyor. (Vahşilerin burada malahite benzediği söylenir)
3825,#RÇizgi film: Şimdi başlatma. Bu seçeneğin işaretini kaldırmanız gerekiyor.
3826,"#RTers Dünya: Vahşiler çok nazikken, hayvanlar çok vahşi."
3827,#RSaldırgan Canavar: Dev yaratıkların dünyasına hoş geldin!
3828,Yakında
3829,MiniWorld'de doğum günü partisi
3830,"İpuçları: Ayarlarıgöstermek için ESC’ye basın, kısayol tuşlarınıgöstermek için F1 tuşuna basın"
3831,Bu kullanıcı henüz harita paylaşmadı.
3832,Yardım
3833,"1. Harita yüklemesi galeriye taşındı! Daha fazla içerik, daha hızlı yükleme ve indirme! 2. Bundan sonra haritaları paylaşarak ve yükleyip otomatik olarak galerinin oyuncu alanına girebilir ve binlerce Mini oyucusunun çalışmalarınızı görmesini sağlayabilirsiniz! Maksimum hızlı yüklemenin de tadını çıkarabilirsiniz! 3. Yüklenen haritaları galeride arayarak bulabilirsin. 4. Belirli bir popülerlik derecesine ulaştıktan sonra, oyuncular tarafından paylaşılan haritalar otomatik olarak diğer oyuncuların incelemesi için Paraşüt Bölgesine girecek ve Oyuncuların Seçimi olup daha da popüler olma şansı elde edecek!"
3834,1) Galerideki oyuncular tarafından hazırlanan acemi dersleri alabilirsiniz. \n2. Haritayı görüntülemek için Galeri’nin Oynatıcı Bölgesi’nde haritayı paylaşmak için arşivi sola kaydırın. \n3.İndirmek istediğiniz haritayı seçin!
3835,"Ayrıntılı olarak okudum ve #L#cfa7a0f ""Oyun Lisansı ve Hizmet Anlaşması"" #n, #L#cfa7a0f Gizlilik Politikası #n, #L#cfa7a0f Gençlik Gizlilik Politikası #N"
3836,@Null@
3837,Lütfen önce aşağıdaki sözleşmeyi okuyun ve onay kutusunu işaretleyin.
3838,Oyun Sözleşmesi
3839,İpuçları: ESC’ye basın veya çapraz mod a dönün
3840,Duraklat
3841,0k
3842,Popülerlik
3843,Özellik
3844,En son
3845,İndirilenler
3846,Gündem Konuları
3847,Puanlama
3848,Rastgele
3849,Yenile
3850,Bu harita yayıncıtarafından silindi
3851,Harita indirme başarısız
3852,Varsayılan
3853,Yenile?
3854,Daha fazla harita için tıkla ya da yukarı kaydır.
3855,Favori
3856,Favoriyi iptal et
3857,Favoriyi iptal et
3858,Favori
3859,Ana sayfa
3860,Beğendiysen lütfen bu haritaya puan ver!
3861,Şimdi puan ver
3862,Çıkış
3863,İndirildi
3864,Bütün
3865,Kullanma başarısız. Ağıkontrol et
3866,#L#cfa7a0fOyun Lisans ve Hizmet Anlaşması
3867,Lütfen yorum yazmadan önce biraz daha oynayın
3868,#L#cfa7a0f Gizlilik Politikaları
3869,Yorumlarınız yazarın haritayıgeliştirmesine yardımcıolacaktır
3870,Önyargı
3871,Konu
3872,Favori
3873,Yıldönümü Kutlaması\n Satışta
3874,Daha fazla konu
3875,Not: Paylaşılan haritalar Galeri’nin OynatıcıBölgesi’ne yüklenir
3876,a göre diz
3877,Diz
3878,Dekorasyon yapılıyor. Yakında
3879,Karakter yeteneği zaten maksimum seviyede
3880,Bu karakterin kilidi açıldı
3881,Bu Görünüm rafta değil
3882,Bu görünüme hali hazırda sahipsiniz (kalıcı olarak). Satın alma gerekmiyor.
3883,Bu Görünümün süresi doldu. Yenileme gerekiyor.
3884,Eşyanın kilidi zaten açık
3885,Çantan dolu
3886,Bu rolün kilidini henüz açmadın
3887,Rol oluşturuldu
3888,Klasör Adını Düzenle
3889,@Null@
3890,Favorilere başarıyla eklendi
3891,Favoriden çıkar
3892,Favorilere ekleme başarısız
3893,İşlem başarısız. Ağhatası.
3894,Sona kadar çek. Lütfen yenile
3895,Fareyi göster
3896,Kontroller
3897,Paket
3898,Dünyayı silmek için sağdaki butona tıkla
3899,"Etkili olması için arşive yeniden girmeniz gerekiyor, tekrar girmek istiyor musunuz?"
3900,Düzenle
3901,Eklenti seçeneği (Ön seçim sürümü):
3902,Hayvan Binek
3903,Tehlikeli Dünya
3904,Çizgi Karakter
3905,Ters Dünya
3906,Canavara Saldırı
3907,N Yönünü Kilitle
3908,"Yön dönüyor, karakter dönmüyor"
3909,"Yön dönmüyor, karakter dönüyor"
3910,Dosyaları Taşı
3911,"Aşağıdaki dosyalar başka klasörlerde zaten var. Onaylandıktan sonra, #cfa7a0f@1#n hedef klasörüne taşınacaktır"
3912,#c0aaa1a@1#nExisted #cfa7a0f@2#n
3913,Varsayılan klasör değiştirilemez.
3914,Lütfen taşınacak minyatürleri seçin.
3915,Lütfen silinecek minyatürleri seçin.
3916,Klasörleri silmek istediğinize emin misiniz?
3917,Eklenti Deposu
3918,Yardım
3919,Yeni bir eklenti oluştur
3920,Eklenti
3921,Seçildi
3922,Yükle
3923,Eklenti - #cfffde9Eklenti düzenleme#n
3924,Değiştirmek için tıkla
3925,Eklenti adıgir
3926,Açıklama gir
3927,Düzenlemeyi aç
3928,Yalnızca tek tek yüklemeye izin ver
3929,Temel
3930,Tümü
3931,Bloklar
3932,Yaratık
3933,Eşya
3934,Kaydet
3935,Oluşturma işlemini onayla
3936,Lütfen eklenti adıgirin.
3937,Eklenti henüz kaydedilmedi. Çıkmak istediğinden emin misin?
3938,Lütfen önce bir eklenti oluştur
3939,Bir isim girin
3940,Başarıyla kaydedildi
3941,Kaydetme işlemi başarısız
3942,Yeni bir eklenti oluşturmak için buraya tıkla
3943,"Klasörü silmek, minyatür dosyayı varsayılan klasöre taşıyacaktır."
3944,Sadece oda sahibi için uygun
3945,Sadece tek oyuncu modunda kullanılabilir
3946,Klasör adı zaten var.
3947,Kaynak merkezi
3948,Minyatür dosya eklenmedi
3949,Lütfen klasör adını giriniz
3950,Büyük bir hasat için 2880 Mini Fasulye ile 10 altın meyve almak istiyor musunuz?
3951,Bunu göstermeyı bırak
3952,Düzenleme
3953,Yeni Küp
3954,Yeni/Modifiye
3955,Orijinal @1
3956,Yeni @1 oluştur
3957,Daha fazla bilgi görmek için seçenek başlığına dokunun!
3958,Oluşturma
3959,Açıklama girmek için tıkla
3960,Bir @1 seç
3961,Genel
3962,Renk
3963,Diğer
3964,Hayvanlar
3965,Canavarlar
3966,Diğer
3967,Sil
3968,Yeni oluşturma
3969,Silme işleminden çık
3970,Silinebilir eklenti yok
3971,Denemek için bir eklenti seçin!
3972,#cfa7a0f@1#n çeşit malzeme gerekiyor
3973,@1 düzenle
3974,Yaparken otomatik oluşturuldu
3975,Devam
3976,Eğitim
3977,Test Sunucusu
3978,Minyatür blok
3979,"Daha iyi bir deneyim için XP sistemi desteği askıya alındı,Lütfen sistemi yükseltin ve tekrar deneyin."
3980,"#cfa7a0fEklenti paketi nedir:#n Eklenti paketi, birden çok eklentiyi entegre eden bir pakettir. Nasıl kullanılır: Yeni harita kurarken, Eklenti→Eklenti Paketi→ üzerinden + butonu ile sağtaraftaki eklenti paketi seçilir ve oyuna girilir. Ardından, eklenti paketindeki tüm arayüzler yüklenir ve etkili olur!"
3981,#cfa7a0fEklentiler nasıl düzenlenir?#n 1. Eklentiye girilir ve Düzenle butonuna tıklanır. 2) Bir küp veya bir yaratık seçin ve yeni bir değiştirilecek eşya oluşturun. (Artık oyunun orijinal nesnelerini değiştirebilirsiniz) 3. Değiştirilen Eşyanın adınıveya yapılandırma özelliklerini ayarlayın. 4) Kaydedin ve oyunun ana arayüzüne dönün ve Eklenti seçmek için Yeni Dünya Oluştur’a gidin.
3982,"#cfa7a0fEklentiler nasıl yüklenir?#n 1. Sol taraftan yüklenecek eklentiyi seçin ve + butonuna tıklayın. 2) Harita kuralıoluşturmaya dönmek için OK butonuna tıkla, daha sonra oynatmak için Başlat butonuna tıkla. Ardından oluşturulan haritanın eklenti etkisi olacaktır."
3983,Yardım
3984,Eklenti başarıyla oluşturuldu. Şimdi düzenlemeye başlayabilirsin!
3985,1M boyutu altında resim seçin
3986,Grafiği göster
3987,"Özel ekran grafiği fonksiyonu , takip sürümlerinde açılacaktır. Çok yakında!"
3988,Düzenleme seçeneklerini aç
3989,Eklenti açıklamasıaç
3990,@1 modifikasyonu oluşturuldu
3991,Bu eklentiyi silmek istediğinden emin misin?
3992,Başarıyla silindi
3993,Doku ekleme
3994,"Özel doku sonraki güncellemelerde kullanılabilir olacaktır, beklemede kalın."
3995,Şu an kullanılamıyor. Beklemede kalın.
3996,Yeni bir eklenti oluşturmak için lütfen Yeni düğmesine dokunun!
3997,Yeni eklenti düzenleme fonksyionu geliştirildi. Denemek için buraya tıkla
3998,Eklenti Paketri ile ilgili yardım bilgileri!
3999,Lütfen yardımı okuyun! Bilgi güçtür!
4000,Yedekle/Geri Yükle
4001,Yedekleme
4002,Sil
4003,Geri yükle
4004,Hatırlatıcı:
4005,Oyun sistemcisini yükseltmek veya yedekledikten sonra tekrar başlatmak arşivin zarar görme riskini azaltır
4006,Eklenti yüklemek arşive zarar verebilir. Zarar gördüğünde yeniden yükleyebilmek için yedekleme yapın.
4007,Yedeklemeyi hatırlat!
4008,Geri yüklemeyi onayla
4009,Mevcut arşiv işlemi yedek {@1} ile korunacaktır
4010,Devam edilsin mi?
4011,(Mevcut işlem kaybolur)
4012,Onayla
4013,İptal
4014,Bu yedeklemeyi silmek istediğine emin misin?
4015,(Sildikten sonra geri alınamaz!)
4016,Yedekleme başarılı
4017,Yedekleme başarısız
4018,Başarıyla geri yüklendi
4019,Geri yükleme başarısız
4020,En fazla 3 yedekleme yapabilirsin. Lütfen birini sil ve yeniden yedekle
4021,Yedekleme adıgirmek için tıklayın
4022,İpuçları
4023,Yedekleme oluştur
4024,Doğrudan yükle
4025,Yedekle ve devam et
4026,Yedekleniyor
