ID,名字,描述,获得方式
1221,Blok Kaca Keras,"Bahan binaan kaca yang diperkukuh, tidak mudah pecah walaupun dalam persekitaran tekanan tinggi #rMemegang Botol Pewarna, @item_12247#, @item_12248# untuk mewarnakannya",@Null@
1222,Blok Kaca Keras,"Bahan binaan kaca yang diperkukuh, tidak mudah pecah walaupun dalam persekitaran tekanan tinggi #rMemegang Botol Pewarna, @item_12247#, @item_12248# untuk mewarnakannya",@Null@
1223,Katil Kerang,"Perabot gaya marin, katil yang diperbuat daripada kerang, Selepas matahari terbenam, guna untuk memasuki mod tidur, langkau waktu malam",Boleh dibuat dengan @item_11916#
1224,Sofa Kerang,"Perabot gaya marin, boleh duduk untuk berehat selepas diletakkan",Boleh dibuat dengan @item_11917#
1225,Meja Kerang,Perabot gaya marin,Boleh dibuat dengan @item_11918#
1226,Kerusi Kerang,"Perabot gaya marin, boleh duduk untuk berehat selepas diletakkan",Boleh dibuat dengan @item_11919#
1227,Pintu Karang,"Perabot gaya marin, pintu boleh dibuka dan ditutup. gunakan #c0aba1disyarat Celesthium#n untuk mengawal",Boleh dibuat dengan @item_11920#
1228,Pintu Kerang,"Perabot gaya marin, pintu boleh dibukadan ditutup, atau gunakan #c0aba1disyarat Celesthium#n untuk mengawal",Boleh dibuat dengan @item_11921#
1229,Tingkap Karang,"Perabot gaya marin, tingkap boleh dibuka dan ditutup",Boleh dibuat dengan @item_11922#
1230,Tingkap Kerang,"Perabotan gaya marin, tingkap yang dapat dibuka dan ditutup.",Boleh dibuat dengan @item_11923#
1231,Loker Marin,"Perabot bergaya marin, kotak penyimpanan, diletakkan di atas tanah untuk menyimpan barang",Boleh dibuat selepas menggunakan @item_11924#
1232,Skrin Marin,"Perabot bergaya marin, skrin yang cantik dan berfungsi",Boleh dibuat selepas menggunakan @item_11925#
1233,Tangga Kerang,"Perabot gaya marin, tangga yang diperbuat daripada kerang.",Boleh dibuat dengan @item_11926#
1234,Almari Marin,Perabot bergaya marin,Boleh dibuat selepas menggunakan @item_11927#
1235,Lampu Lantai Marin,"Perabot bergaya marin, lampu lantai, boleh dihidupkan dan dimatikan",Boleh dibuat selepas menggunakan @item_11928#
1236,Lampu Gantung Marin,"Perabot bergaya marin, lampu gantung, boleh dihidupkan dan dimatikan",Boleh dibuat selepas menggunakan @item_11929#
1237,Lampu Meja Kerang,"Perabot gaya marin, lampu meja, boleh dihidupkan dan dimatikan.",Boleh dibuat dengan @item_11930#
1238,Pot Bunga Marin Besar,"Perabot bergaya marin, pot bunga besar, boleh dihiasi dengan tumbuhan tinggi",Boleh dibuat selepas menggunakan @item_11931#
1239,Pagar Karang,"Perabot gaya marin, pagar karang yang tidak boleh dilompati",Boleh dibuat dengan @item_11932#
1240,Pintu Pagar Karang,"Perabot gaya marin, pintu pagar boleh dibuka dan ditutup. Gunakan #c0aba1disyarat Celesthium#n untuk mengawal",Boleh dibuat dengan @item_11933#
1241,Pagar Kerang,"Perabot gaya laut, pagar yang tidak boleh dilompati",Boleh dibuat dengan @item_11934#
1242,Pintu Pagar Kerang,"Perabot gaya marin, pintu pagar boleh dibuka dan ditutup. gunakan #c0aba1disyarat Celesthium#n untuk mengawal",Boleh dibuat dengan menggunakan @item_11935#
1243,Loceng Angin Kerang,"Perabot gaya marin, loceng angin yang diperbuat daripada kerang, boleh diletakkan di bawah blok dan bergoyang ketika angin bertiup",Boleh dibuat dengan @item_11936#
1244,Papan Batu Condong Horas,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun",@Null@
1245,Papan Condong Bambu,"Papan bambu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan bambu",@Null@
1246,Papan Carmine Condong,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1247,Papan Condong Bata Simen,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1248,Papan Condong Bata Sulfur,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1249,Papan Condong Batu,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1250,Papan Condong Batu Bata Halus,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1251,Papan Condong Titanium,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1252,Papan Condong Tembaga,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1253,Papan Condong Mika,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1254,Papan Mithril Condong,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1255,Papan Condong Flamo,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1256,Papan Condong Kuning Lemon,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1257,Papan Condong Cinerous,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1258,Papan Condong Merah Marun,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1259,Papan Condong Oren Terbenam,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1260,Papan Condong Merah Begonia,"Papan segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1261,Papan Condong Gading,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1262,Papan Condong Oren Gelap,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1263,Papan Condong,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1264,Papan Bata Kuning Condong,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1265,Papan Condong Blok Mangan,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1266,Balak Pokok Kelapa,"Struktur Pokok Kelapa agak istimewa, bentu Balak kayu juga telah berubah dengan sewajarnya. Gunakan #c0aba1dalat kapak#n untuk menebang dengan cepat. #rBoleh disintesis menjadi produk kayu, juga boleh digunakan sebagai bahan api",
1267,Papan Batu Condong Nipis Horas,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1268,Papan Batu Condong Nipis Besar Horas,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1269,Papan Condong Nipis Bambu,"Papan bambu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan bambu",@Null@
1270,Papan Condong Nipis Besar Bambu,"Papan bambu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan bambu",@Null@
1271,Papan Carmine Condong Nipis,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1272,Papan Carmine Condong Nipis Besar,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1273,Papan Condong Nipis Bata Simen,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1274,Papan Condong Nipis Besar Bata Simen,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1275,Papan Condong Nipis Bata Sulfur,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1276,Papan Condong Nipis Besa Bata Sulfur,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1277,Papan Condong Nipis Batu,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1278,Papan Condong Nipis Besar Batu,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1279,Papan Condong Nipis Batu Bata Halus,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1280,Papan Condong Nipis Besar Batu Bata Halus,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1281,Papan Condong Nipis Titanium,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1282,Papan Condong Nipis Besar Titanium,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1283,Papan Condong Nipis Tembaga,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1284,Papan Condong Nipis Besar Tembaga,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1285,Papan Condong Nipis Mika,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1286,Papan Condong Nipis Besar Mika,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1287,Papan Mithril Condong Nipis,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1288,Papan Mithril Condong Nipis Besar,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",
1289,Papan Condong Nipis Flamo,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1290,Papan Condong Nipis Besar Flamo,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1291,Papan Condong Nipis Kuning Lemon,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1292,Papan Condong Nipis Besar Kuning Lemon,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1293,Papan Condong Nipis Cinerous,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1294,Papan Condong Nipis Besar Cinerous,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1295,Papan Condong Nipis Merah Marun,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1296,Papan Condong Nipis Besar Merah Marun,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1297,Papan Condong Nipis Oren Terbenam,"Papan papan segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1298,Papan Condong Nipis Besar Oren Terbenam,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1299,Papan Condong Nipis Merah Begonia,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1300,Papan Condong Nipis Besar Merah Begonia,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1301,Papan Condong Nipis Gading,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1302,Papan Condong Nipis Besar Gading,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1303,Papan Condong Nipis Oren Gelap,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1304,Papan Condong Nipis Besar Oren Gelap,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1305,Papan Condong Nipis,"Papan segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1306,Papan Condong Nipis Besar,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1307,Papan Bata Kuning Condong Nipis,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1308,Papan Bata Kuning Condong Nipis Besar,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1309,Papan Condong Nipis Blok Mangan,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1310,Papan Condong Nipis Besar Blok Mangan,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1311,Papan Batu Condong Nipis Vertikal Horas,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1312,Papan Batu Condong Nipis Vertikal Besar Horas,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1313,Papan Condong Nipis Vertikal Bambu,"Papan bambu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan bambu",@Null@
1314,Papan Condong Nipis Vertikal Besar Bambu,"Papan bambu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan bambu",@Null@
1315,Papan Carmine Condong Nipis Vertikal,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1316,Papan Carmine Condong Nipis Vertikal Besar,"Papan kayu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan kayu",@Null@
1317,Papan Condong Nipis Vertikal Bata Simen,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1318,Papan Condong Nipis Vertikal Besar Bata Simen,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1319,Papan Condong Nipis Vertikal Bata Sulfur,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1320,Papan Condong Nipis Vertikal Besar Bata Sulfur,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1321,Papan Condong Nipis Vertikal Batu,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1322,Papan Condong Nipis Vertikal Besar Batu,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1323,Papan Condong Nipis Vertikal Batu Bata Halus,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1324,Papan Condong Nipis Vertikal Besar Batu Bata Halus,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1325,Papan Condong Nipis Vertikal Titanium,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1326,Papan Condong Nipis Vertikal Besar Titanium,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1327,Papan Condong Nipis Vertikal Tembaga,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1328,Papan Condong Nipis Vertikal Besar Tembaga,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1329,Papan Condong Nipis Vertikal Mika,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1330,Papan Condong Nipis Vertikal Besar Mika,"Papan batu segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan batu",@Null@
1331,Papan Mithril Condong Nipis Vertikal,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1332,Papan Mithril Condong Nipis Vertikal Besar,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1333,Papan Condong Nipis Vertikal Flamo,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
1334,Papan Condong Nipis Vertikal Besar Flamo,"Papan logam segi tiga, letak dari sudut yang berbeza, akan dapat orientasi yang berbeza, boleh ditimbun menjadi papan logam",@Null@
