ID,名字,描述,获得方式
12509,Leche embotellada,#c0aba1drestaurará 2 de HP después de beberla#n. Y eliminará 1 estado arbitrario.,Use pequeñas botellas de vidrio para obtener ovejas productoras de leche.
12510,Dodo guisado con brotes de bambú,"Se dice que es un plato famoso de Miras, que es muy nutritivo y es el preferido de mucha gente.",Necesita @item_794# para cocinar.
12511,Miel en botella,#c0aba1d restaurará 10 de salud después de comer #n. Y continuar regenerándose por un período de tiempo. #r se puede usar para #c0aba1d para atraer luciérnagas #n.,@Null@
12512,Puré de Camote,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12513,Carne,"Incluyendo @item_12516#, @item_12518#, @item_12522#, @item_12530#, @item_12532#, @item_12535#, @item_12607#, y otras carnes.",Obtenido al derrotar a la criatura correspondiente
12514,Barbacoa,"Incluyendo @item_12517#, @item_12519#, @item_12523#, @item_12531#, @item_12533#, @item_12536#, @item_12608#, @item_12521#, @item_12705#, y @item_12706#",Obtenido asando #c0aba1dcarne cruda#n sobre una fogata.
12515,Tarta de calabaza,#c0aba1dCómelo#npara restaurar una pequeña cantidad de PV y Resistencia y obtener un escudo y Perseverancia.#rBocadillo tradicional de Miras. Franja Buru Gigante hecha con @item_230#.,Necesita @item_795# para cocinar.
12516,Filete crudo,"#c0aba1d restaurará 15 de resistencia después de comer #n. #rCuidado al comerla de manera cruda#c0aba1ddiarrea#n, se puede cocinar en la fogata #c0aba1d #n.",Se recoge al derrotar vacas
12517,Bistec a la Parrilla,#c0aba1d Recuperará 25 de resistencia después de comer #n.,Cocina un #c0aba1dFilete Crudo#n en la fogata
12518,Carne de Dodo Fresco,#c0aba1dRestaurará 1 de resistencia después de comer#n. #rCuidado al comerla de manera cruda. Te puede dar diarrea.,Caído al derrotar a los pollos.
12519,Carne de Dodo Asado,Recuperará 25 de resistencia después de comer,Cocina una #c0aba1dAlita de pollo cruda#n en la fogata
12520,Pescado Fresco,Restaura 1 de resistencia después de comer. Tenga cuidado con la diarrea cuando se come crudo. Sabe mejor cuando se asa. También se puede usar para domar al oso polar. Aliméntelo con la cría de foca para restaurar 2 puntos de vida.,Obtenido casualmente por derrotar peces en el agua.
12521,Pez asado,Asa pescado fresco en la hoguera y recupera 2 de energía después de comer. También se puede utilizar para domar cangrejos.,Obtenido procesando #c0aba1dPescado Fresco#n en un horno de fundición.
12522,Tonton crudo,Restaurará 15 de resistencia después de comer. Tenga cuidado con la diarrea cuando se come crudo. Se puede cocinar en la fogata.,Obtenido por derrotar Tonton
12523,Asar carne de Tonton,Consúmelo para restaurar el estado corporal.,Obtenido fabricando @item_12522# en la hoguera.
12524,Salmón,"#c0aba1d restaura 15 de resistencia después de comer #n. #rCuidado con comer crudo #c0aba1d diarrea #n. #rUsado en #c0aba1d el oso polar#n, existe la posibilidad de  #c0aba1d domarlo #n, y se puede cocinar en  #c0aba1d la fogata#n. .",Caído al derrotar a los pingüinos.
12525,Salmón asado,#c0aba1d recuperará 30 de resistencia después de comer #n. #r,Obtenido procesando #c0aba1d Salmón #n en un horno de fundición.
12526,Pata rara,#c0aba1dRecuperará 1 de resistencia y deja caer huesos de bruja después de comer#n.Tenga cuidado con la diarrea cuando se come crudo,Caído al derrotar a los salvajes.
12527,Patas de cangrejo,Puede hacer #c0aba1dPalo de cangrejo#n,Caído al derrotar a las arañas con ojo grande.
12528,Arroz Crudo,"Un plato de arroz, se puede cocinar",
12529,Arroz cocido al horno,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12530,Venano crudo,Restaurará 15 de resistencia después de comer. Tenga cuidado con la diarrea cuando se come crudo. Se puede cocinar en la fogata.,Se recoge al derrotar ovejas
12531,Venano asado,#c0aba1dRecuperará 3 de resistencia después de comer #n. #r,Cocina #c0aba1dPata de cordero cruda#n en el horno de fundición
12532,Conejo,Puede que te de #c0aba1ddiarrea#n si lo comes. Ten cuidado. También se puede cocinar con @item_1200#.,Se genera al derrotar Conejos de Nieve.
12533,Conejo asado,Cómelo para restaurar tu temperatura corporal levemente.,Cocina @item_12532# en una fogata para conseguirlo.
12534,Conejo frito,Cómelo para restaurar tu temperatura corporal levemente y ser resistente al frío durante un tiempo.#rDáselo a los aldeanos de Campo de Hielo y estarán agradecidos.,Necesita @item_794# para cocinar.
12535,Carne de yak,Puede que te de #c0aba1ddiarrea#n si lo comes. Ten cuidado. También se puede cocinar con @item_1200#.,Se genera al derrotar a Yaks.
12536,Carne de yak a la parrilla,Cómelo para restaurar tu temperatura corporal levemente.,Cocina @item_12535# en una fogata para conseguirlo.
12537,Cecina de yak,Comida hecha con un proceso de secado. La carne es muy dura y no puedes parar de comerla.,Se consigue al unir @item_12535# a @item_1192# durante cierto tiempo.
12538,Batido de frutas,Una delicia refrescante hecha al mezclar frutas con hielo. Un gustito obligatorio en las regiones calientes.,
12539,Natilla de helecho,"Al #r#c0aba1dtomarlo#n obtienes el estado de #c0aba1dResistencia al calor#n, que te ayuda a resistir el calor brevemente.",
12540,Fideos con huevo frito,"Al #c0aba1dtomarlo#n, restauras PV en el tiempo brevemente.",Necesita @item_794# para cocinar.
12541,Papas fritas,"Al #c0aba1dtomarlo#n, el daño de caída recibido se reduce ligeramente durante un tiempo.#r",Necesita @item_794# para cocinar.
12542,Sopa de verduras,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12543,Dodo asado deluxe,"Al #c0aba1dtomarlo#n, la Velocidad de Movimiento aumenta ligeramente durante un tiempo.#rÚsalo en #c0aba1dRaptores#npara una posibilidad de#c0aba1ddomarlos#n.",Necesita @item_794# para cocinar.
12544,Fideos con carne asada,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12545,Cazuela de venado,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12546,Jamón,"Al #c0aba1dtomarlo#n, el consumo de resistencia al cavar se reduce ligeramente durante un tiempo.#rDáselo como #c0aba1dAlimento#na osos de hielo domesticados para que se #c0aba1dreproduzcan#n.",Necesita @item_794# para cocinar.
12547,Jamón apestoso,"Al #c0aba1dtomarlo#n, el consumo de resistencia de Saltar Corriendo se reduce ligeramente durante un tiempo.",Necesita @item_795# para cocinar.
12548,Jamón de cangrejo,"Al #c0aba1dtomarlo#n, el consumo de resistencia de cargar se reduce ligeramente durante un tiempo.#r",Necesita @item_795# para cocinar.
12549,Caramelo de dulce de leche,"Al #c0aba1dtomarlo#n, se elimina un efecto negativo aleatorio.#rUn Compañero Salvaje olvidará el trabajo que está haciendo al comerlo.",Necesita @item_794# para cocinar.
12550,Fideos con huevo frito deliciosos,"Al #c0aba1dtomarlo#n, restauras PV durante un tiempo.#r",Necesita @item_795# para cocinar.
12551,Papa fritas deliciosas,"Al #c0aba1dtomarlo#n, el daño de caída recibido se reduce ligeramente durante un tiempo.#r",Necesita @item_795# para cocinar.
12552,Tarta de fruto azul deliciosa,"Al #c0aba1dtomarlo#n, se restaura una pequeña cantidad de PV y Resistencia. Además, también puedes obtener escudos y Perseverancia.#rúsalo en un #c0aba1dToroi#npara una posibilidad de#c0aba1ddomarlo#n.",Necesita @item_795# para cocinar.
12553,Bocadillo de maíz delicioso,"Al #c0aba1dtomarlo#n, la Velocidad de Excavación aumenta durante un tiempo.#rúsalo en #c0aba1dRocai#npara una posibilidad de#c0aba1ddomarla#n.",Necesita @item_795# para cocinar.
12554,Sopa de verduras deliciosa,Se restaura luego de comerlo.,Necesita @item_795# para cocinar.
12555,Zanahoria deliciosa,Recuperará 15 de resistencia y gana 4 de resistencia después de comer,
12556,Zumo de melón delicioso,Come para restaurar 2 de salud y reducir el Daño por fuego durante un período de tiempo.,
12557,Plato de fruta deliciosa,"#c0aba1d restaurará 100 de salud después de comer #n. Usa #r en #c0aba1d Mengyan Dongdong#n, existe una cierta posibilidad de domarlo #c0aba1d #n.",@Null@
12558,Dodo asado delicioso,"Al #c0aba1dtomarlo#n, la Velocidad de Movimiento aumenta durante un tiempo.",Necesita @item_795# para cocinar.
12559,Fideos con carne asada deliciosos,Se restaura luego de comerlo.,Necesita @item_795# para cocinar.
12560,Cazuela de venado deliciosa,Se restaura luego de comerlo.,Necesita @item_795# para cocinar.
12561,Jamón delicioso,"Al #c0aba1dtomarlo#n, el consumo de resistencia al cavar se reduce durante un tiempo.#r",Necesita @item_795# para cocinar.
12562,Jamón apestoso delicioso,"Al #c0aba1dtomarlo#n, el consumo de resistencia al Saltar Corriendo se reduce durante un tiempo.#r",Necesita @item_795# para cocinar.
12563,Jamon de cangrejo delicioso,"Al #c0aba1dtomarlo#n, el consumo de resistencia al cargar se reduce durante un tiempo.#r",Necesita @item_795# para cocinar.
12564,Bollitos de Año Nuevo,Restaura 15 de aguante cuando se consume y te hace más grande durante 18 segundos.,Comprado a los comerciantes del día de Año Nuevo durante las actividades del día de Año Nuevo
12565,Caramelo de sabor extraño,Restaura 15 de resistencia y hace que el personaje se mueva en la dirección opuesta en 6 segundos.,Comprado a Papá Noel durante el Evento de Navidad.
12566,Bollitos malos,¡Cómeme!,@Null@
12567,Bollitos festivos,Come bollitos para crecer.,Cómpralo a comerciantes del Año Nuevo Chino durante el evento.
12568,Tarta de arroz,"Tarta de arroz. Si la comes, rejuveneces.",Cómpralo a comerciantes del Año Nuevo Chino durante el evento.
12569,Pudin con relleno negro,Restaura 15 de resistencia y te convierte en un Dodo durante 3 segundos.,
12570,Pudin con relleno violeta,Restaura 15 de resistencia y te convierte en un rinoceronte gris en 3 segundos,
12571,Pudin con relleno amarillo,Restaura 15 de resistencia y te convierte en un ciervo durante 3 segundos,
12572,Zumo de cereza,"Entra en estado de confusión tras su uso, moviéndose en la dirección contraria durante 6 segundos.",Comprado al comerciante de aniversario durante el evento de aniversario.
12573,Zumo chispeante,Cómeme rápido y salta más alto.,@Null@
12574,Zumo demoníaco,Cómeme rápido y mírate en el espejo.,@Null@
12575,Tamal Chino,Cómeme rápido y mírate en el espejo.,@Null@
12576,Chicle,"#c0aba1d Come #n para restaurar 5 de HP y ganar 15 de escudo. Obtendrá el #c0aba1d Bubble BUFF#n en 15 segundos. #r Se usa en #c0aba1d las albóndigas #n, hay una cierta posibilidad de que #c0aba1d se pueda domesticar #n.","Destruye la olla de barro, abre la caja del tesoro de la mazmorra y derrota a la pelota, todos tienen la oportunidad de caer. #r #c0aba1d no imites ningún comportamiento en el juego. #n"
12577,Plato de pepinos,"Después de usarlo en Tonton, entra en estado de reproducción.",
12578,Cuerno de rinoceronte,Hay oportunidad de caer en la pelea de rinocerontes. Se puede utilizar para procesar bocina.,
12579,Bocina,"Después del uso, si hay un rinoceronte dentro del rango efectivo, el rinoceronte será atraído por el sonido de la bocina.",
12580,Silbato de zorro,Se usa en zorros y monos domesticados para hacerlos sentarse.,
12581,Palito de cangrejo,#c0aba1d restaurará 15 de resistencia después de comer #n. #rCuidado con comer comida al azar #c0aba1d diarrea #n.,@Null@
12582,Semilla de Oxy,Crecer en madera Gen para obtener Oxy,@Null@
12583,Fruta de oxígeno,Reducirá 1 de HP después de#c0aba1d comer #n y obtener #c0aba1d suministro de oxígeno #n durante 6 segundos.,"La fruta cultivada en la preciosa madera de la linda estrella del ojo se puede obtener plantando frijoles de oxígeno en la preciosa madera. Después de comer, se pueden obtener las preciosas semillas de madera y los frijoles de oxígeno se pueden procesar con las manos vacías."
12584,Horas Spore,@Null@,@Null@
12585,Brote de bambu mutado,,
12586,Seta roja mutada,@Null@,@Null@
12587,Pistola de huevos,"Úsalo en ciertas #c0aba1dcriaturas terrestres#n no agresivas para convertirlas en huevos de generación correspondientes.#rAl usar @item_11082#, se desbloquea @item_800# para su creación.",
12588,Egg Gun Munición,Minusculo llevará un zap para cada tiro,@Null@
12589,Tirachinas fluorescente,"#c0aba1dDano Basico: 10#n acertar el bloque creará una fuente de luz, golpear una criatura va a dar buff fluorescente. #cfa7a0f Particula Fluorescente #n#cfa7a0f desbloquear: #n desbloquear con mini feijoes.",@Null@
12590,Bomba fluorescente,"Daño base +5. Golpear un bloque generará una fuente de luz durante un período de tiempo, y golpear a una criatura agregará un estado fluorescente. Requiere tirachinas fluorescente para lanzar.",
12591,Bola fluorescente,"Usarlo en un bloque generará una fuente de luz por un período de tiempo, y usarlo en una criatura le dará un estado fluorescente.",
12592,@Null@,@Null@,@Null@
12593,Concha de Horas,Moneda común. Venta de artículos al comerciante Horas para obtener la Concha que usted puede utilizar para comprar artículos del vendedor Horas.,Obtenido al comerciar con comerciantes cósmicos.
12594,Paquete de primeros auxilios,"Un combo curativo de hierbas y vendajes de primeros auxilios que puede curar a Compañeros Salvajes heridos.#rLos Compañeros Salvajes heridos se debilitan gradualmente. Si no se los cura a tiempo, puede haber consecuencias irreversibles.",
12595,Recuerdo de Aldeanos Salvajes,"Los accesorios de los hombres salvajes, que contienen el recuerdo de los aldeanos. #rSe puede colocar en #c0aba1dStela#n como memoria.",@Null@
12596,Recuerdo de Cazador,"Los accesorios del cazador, que contienen el recuerdo de los aldeanos. #rSe puede colocar en #c0aba1dStela#n como memoria.",@Null@
12597,Recuerdo de Bebé Jockey,"Los accesorios de Jockey, que contienen el recuerdo de los aldeanos. #rSe puede colocar en #c0aba1dStela#n como memoria.",@Null@
12598,@Null@,@Null@,@Null@
12599,Martillo de Brujería,Martillo de huesos frágiles que brilla tenuemente y huele a sol. Se utilizan como accesorios de sacrificio entre las tribus de hombres salvajes. Los sacerdotes tribales usan martillos de hueso para golpear suavemente a los hombres salvajes dormidos para disipar la maldición oscura.,
12600,Algodón,"Algodón suave, que se puede usar para crear distintos productos de algodón en @item_800# o usar como #c0aba1dbufanda de muñeco de nieve#n. Se consigue en un Árbol de Algodón.",
