ID,名字,描述,获得方式
11318,cristallo fluorescente,Usa il tavolo artigianale per realizzare blocchi di cristallo fluorescente e uno dei materiali per alcune lampade.,Battere il pesce lanterna in acqua ha la possibilità di cadere.
11319,branchie di pesce,Uno dei materiali per fare la medicina di respirazione profonda in una pentola.,Battere un raggio nell'acqua ha la possibilità di cadere.
11320,Piccola bottiglia di vetro,"Per l'uso con acqua o miele, può essere imballato. #r Usato #n #c0aba1d lucciole, può essere #c0aba1d catturato #n. #r #n utilizzato nello #c0aba1d stato di produzione del latte per ottenere latte fresco in bottiglia. #r uno dei materiali per la lavorazione di vari farmaci e bottiglie di vernice. #r può mettere #c0aba1d scorrimento in pelle #n in una bottiglia di deriva #n.",
11321,Succo di frutta,#c0aba1d#n#r#c0aba1d ridurre 25% danni da fuoco#n per 180 secondi.,
11322,carta,Carta fatta da antico artigianato.,
11323,legno,Il legno ottenuto dal disboscamento è un buon materiale per la fabbricazione di utensili.,
11324,rilevatore,,
11326,Sciroppo di fruttosio in bottiglia,"#c0aba1d Ripristina 10 vite dopo aver mangiato #n e continua a ripristinare la vita per un breve periodo di tempo #r dopo aver raffinato un ricco sciroppo di fruttosio, che è perfettamente sigillato in una bottiglia di vetro ed è la fonte più comune di zucchero per Myra.",
11327,palla fortunata,"L' #c0aba1d uso Nian Beast #n, una certa possibilità può essere #c0aba1d domata #n. #r uno dei materiali utilizzati per fare le uova Nian Beast.","Durante le attività del Festival di Primavera, sconfiggere il mostro palla fortunato ha la possibilità di cadere."
11328,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11329,Ottone,Per la fabbricazione di utensili e attrezzature in ottone,Estrazione @ item _ 451 # get.
11330,lega di titanio,Per la fabbricazione di strumenti e attrezzature in lega di titanio,
11331,Nucleo energetico della stazione stellare,Blocchi di energia con potere creativo; #r tieni premuto il nucleo di energia e fai clic sul blocco della console per attivare un sistema di stazione stellare,
11332,Bastone d'ottone,Usi #c0aba1d la tavola #n dell'artigiano fa i vari strumenti. #r può fare i recinti.,
11333,Frammento di porta triangolare,"I frammenti che sono caduti dal cancello triangolare, fare clic destro per utilizzare, possono essere trasmessi alla stazione stellare che è stata attivata sul pianeta corrente #r il cancello triangolare è una forza sconosciuta dal vuoto, e il messaggero vuoto una volta violentemente irruppe nella rete della catena stellare del mini universo attraverso il cancello triangolare, in modo da saccheggiare ovunque nell'universo",
11334,Chip intelligente,"I componenti principali della cabina di trasporto avanzata, che possono essere utilizzati per elaborare i componenti di aggiornamento della cabina di trasporto; #r può andare a pianeti più lontani attraverso la cabina di trasporto avanzata",
11335,Elemento di aggiornamento tipo A,"Tieni premuto l'elemento di aggiornamento, fai clic con il pulsante destro del mouse sulla cabina di trasporto di primo livello, puoi aggiornarla alla cabina di trasporto di secondo livello #r prendi la cabina di trasporto di secondo livello, puoi andare alla stella vicina di Myra",
11336,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11337,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11400,Semi di mais,"#c0aba1d piantato #n su terreni coltivabili, il mais crescerà nel tempo.",Può essere fatto dal mais.
11401,Semi di Buru Gigante,"#c0aba1d piantati #n possono crescere rizomi su terreni arabili. Dopo un periodo di tempo, i rizomi cresceranno in #c0aba1d #n, e #c0aba1d fertilizzanti animali possono anche essere usati #n accelerare la crescita.",
11402,Semi di piume a scala gigante,"#c0aba1d piantati #n possono crescere rizomi su terreni coltivati, e dopo un periodo di tempo, i rizomi cresceranno in #c0aba1d piuma scala gigante #n, e può anche utilizzare #c0aba1d fertilizzante animale #n accelerare la crescita.",
11403,Frutta di sequoia,#c0aba1d riguadagna 15 punti di salute dopo aver mangiato #n. #r può essere piantato su foglie di sequoia. #r #c0aba1d alimentare #n pinguini addomesticati per #c0aba1d allevamento #n.,Distruggere il vaso di argilla e aprire la scatola del tesoro del dungeon hanno la possibilità di cadere.
11404,Semi di riso,"#c0aba1d piantato #n sul fondo del terreno o sabbia gialla, e un'altezza dell'acqua, dopo un periodo di tempo per coltivare il riso.",Ottenuto durante la raccolta del riso.
11405,Semi di ciliegio,Può essere piantato in pozzi di terreno e può crescere in alberi di ciliegio.,
11406,Semi di pino,Può essere piantato in pozzi di terreno e può crescere in larici.,
11407,Semi di alberi,Può essere piantato in pozzi di terreno e può crescere in alberi della foresta pluviale.,
11408,Semi di Zhenmu,Può essere piantato sulla fossa del terreno della stella dell'occhio carino e può crescere in legno prezioso.,
11409,Semi di pesco,Può essere piantato in pozzi di terreno e può crescere in alberi di fiori di pesco.,
11410,semi di pioppo,Può essere piantato in pozzi di terreno e può crescere in pioppi.,
11411,Semi di noce,Può essere piantato in pozzi di terreno e può crescere in alberi di noce.,
11412,Semi di sequoia,Può essere piantato in pozzi di terreno e può crescere in alberi di sequoia.,
11413,Semi di Nanmu,Può essere piantato in fosse di terreno e può crescere in nanmu.,
11418,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11419,Semi di albero di cotone,"Dopo essere stato piantato su @item_102#, crescerà in un albero di cotone.",
11420,Semi di cactus,"Un seme pieno di speranza, che può crescere in un cactus dopo la semina.",
11421,Semi di Populus euphratica,I semi pieni di speranza possono crescere in #c0aba1d pioppo #n dopo aver piantato nella fossa del terreno.,
11422,Foglia di cocco gigante,Una foglia così grande sembra bruciare a lungo #n usata come #c0aba1d combustibile.,
11423,Foglia di cocco gigante alienata,"Colpito dalla laterite, il colore dell'intera foglia è cambiato drasticamente e all'interno si è accumulata una grande quantità di sostanze instabili. Come #c0aba1d combustibile #n sembra bruciare più a lungo.",
11424,Palla di cannone al cocco,Le palle di cannone locali fatte dai pirati che versano composti instabili nelle noci di cocco non sono troppo potenti.,Ottenuto lavorando con un tavolo artigiano
11500,Bottiglia di vernice bianca avorio,"Uno dei colori più basici, il costo è relativamente alto, ma se vuoi mescolare pigmenti dai toni chiari, il bianco è essenziale e può essere usato per la tintura.",Ottenuto lavorando con un tavolo artigiano
11501,Bottiglia di vernice arancione al cinabro,È fatto del pigmento rosso e del pigmento giallo nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11502,Bottiglia viso rosso rosso rosso,È fatto di pigmento rosso e pigmento viola nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11503,Bottiglia faccia blu azzurra,È fatto di pigmenti bianchi e blu in #c0aba1d palette #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11504,Bottiglia faccia gialla piuma d'oca,"Uno dei colori più basilari, può rendere il pigmento miscelato giallastro e può essere utilizzato per la tintura.",Ottenuto lavorando con un tavolo artigiano
11505,Bottiglia di colore verde fiore di pino,È fatto di pigmenti bianchi e verdi in #c0aba1d palette #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11506,Bottiglia di Begonia Hongyan,È fatto del pigmento bianco e del pigmento rosso nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11507,Bottiglia di vernice al lime,È fatto del pigmento bianco e del pigmento nero nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11508,Bottiglia di vernice grigio chiaro,È realizzato con pigmenti bianchi e grigi in #c0aba1d palette #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11509,Bottiglia di vernice turchese,È fatto dei pigmenti blu e dei pigmenti verdi nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11510,Bottiglia di Qinglian Ziyan,È fatto del pigmento rosso e del pigmento blu nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11511,Agata di seta,Materiali per realizzare molti oggetti di scena avanzati.,Ottenuto dall'estrazione di agata grezza.
11512,Bottiglia viso rosso castano profondo,È fatto del pigmento rosso e del pigmento nero nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11513,Bottiglia di vernice verde giada,È fatto del pigmento giallo e del pigmento blu nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11514,Lui Chi bottiglia di vernice rossa,Uno dei colori più semplici che devia il pigmento miscelato al rosso e può essere utilizzato per la tintura.,Ottenuto lavorando con un tavolo artigiano
11515,Bottiglia di colorante nero carbone,"Una miscela di colorante rosso, colorante giallo e colorante blu in @item_498 #. Può essere usato per la tintura.",Ottenuto per caso distruggendo Clay Jars.
11516,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11517,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11518,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11519,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11520,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11521,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11522,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11523,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11524,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11525,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11526,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11527,La versione del gioco è troppo bassa,Usa il titanio per creare una delle materie prime per realizzare mantelli di agata avvolti in seta in un martello.,
11528,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11529,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11530,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11531,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11532,Bottiglia di vernice blu zaffiro,"Uno dei colori più basilari, può rendere il pigmento di miscelazione nella direzione blu, può essere utilizzato per la tintura.",Ottenuto lavorando con un tavolo artigiano
11533,Polvere di titanio,Le materie prime per la produzione di bottiglie di vernice bianca devono essere realizzate in lega di titanio.,Ottenuto lavorando con un tavolo artigiano
11534,Mangime per erba,"Il mangime deve essere posizionato sulla mangiatoia e gli animali erbivori o onnivori possono#c0aba1d crescere, riprodursi o ripristinare la vita#n dopo aver mangiato. Può attirare animali erbivori o onnivori.",
11535,Mangimi a base di carne,"Il mangime deve essere posizionato sulla mangiatoia e gli animali carnivori o onnivori possono#c0aba1d crescere, riprodursi o ripristinare la vita#n dopo aver mangiato. Può attirare animali carnivori o onnivori.",
11536,Bottiglia di vernice arancione tramonto,È fatto di pigmento rosso e pigmento arancione nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11537,Foglia autunnale bottiglia di vernice arancione,È fatto di pigmento giallo e pigmento arancione nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11538,Bottiglia di vernice ciano floreale,È fatto di pigmento blu e pigmento viola nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11539,Bottiglia di vernice verde salice,È fatto del pigmento giallo e del pigmento verde nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11540,Bottiglia di vernice giallo limone,È fatto del pigmento giallo e del pigmento bianco nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11541,Bottiglia di vernice arancione alla cannella,È fatto di pigmento arancione e pigmento bianco nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11542,Bottiglia di vernice viola lilla,È fatto di pigmento viola e pigmento bianco nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11543,Bottiglia di vernice giallo ambra,È fatto del pigmento giallo e del pigmento nero nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11544,Bottiglia di vernice blu navy,È fatto del pigmento blu e del pigmento nero nella #c0aba1d tavolozza #n e può essere usato per tingere.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
11545,Bottiglia di Vernice Arancione Caramello,È fatto di pigmento arancione e pigmento nero nella #c0aba1d tavolozza #n e può essere utilizzato per la tintura.,Usa una piccola bottiglia di vetro per ottenere la vernice sulla tavolozza
