ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
376,,,,,,,,,
377,,,,,,,,,
378,샨주,"둥글고 통통한
눈처럼 하얀 펄프가 있는 보라색 빨간 코트,
새콤달콤한 것이 마음에 얽혀 있고,
이것이 자연의 향기입니다.",,아바타: 아바타를 잠금 해제합니다.,바디 이펙트: 망크후트 꽃이 몸에 흩어져 있습니다!,,,,
379,야옹 멍 키친,"유명한 요리 가족 출신의 야옹 멍 셰프는 그가 등장하는 한 미식가들을 즐겁게 할 것입니다. 그의 유명한 말은 ""내 손에 있는 모든 생선은 맛있는 요리로 만들 수 있다""입니다.",,아바타: 아바타를 잠금 해제합니다.,걸은 곳에 고양이 발자국.,,,,
380,"익스트림 비스트 에이전트, 유모",염소 가족의 엘리트 의료팀인 그녀의 기술 위원회는 치료가 필요한 모든 요원을 볼 수 있습니다. 이상 상황이 발생하면 즉시 가서 복구 용액을 뿌려 치료합니다.,,아바타: 아바타를 잠금 해제합니다.,,,,,
381,센로,"공허의 신비한 전령, 우주의 광대함에는 그의 신념이 있으며, 이러한 이유로 그는 차라리 어둠에 자신을 희생하고 싶어합니다. 메마른 행성은 그의 외로운 감옥이지만 그가 세상을 파헤치는 것을 막을 수는 없습니다. 그를 잡으려고 하지 마십시오. 당신이 보는 것은 항상 그의 유령일 뿐이기 때문입니다.",,아바타: 아바타를 잠금 해제합니다.,체형 효과: 공허한 에너지.,,,,
382,얼음 공주·에리나,"에리나, 얼음과 눈사람의 공주, 개방적이고 온화한 성격으로 숲의 요정들에게 사랑 받고 있습니다. 그녀는 숲의 영혼으로, 따뜻함과 포용을 발산하여 사람들의 인도자가 되었습니다.",,아이콘 : 잠금 해제 아이콘.,바디 이펙트 : 주변을 흰눈으로 감싸고 있습니다!,특성 : 얼음 공주는 어떤 얼음도 영향을 받지 않습니다!,아이콘 프레임 : 획득 후 자동으로 다이내믹 아이콘 프레임이 잠금 해제됩니다.,걸음 걷기 효과 : 지나간 곳은 다채로운 눈꽃 발자국을 남기고 갑니다.,
383,눈과 얼음의 공주·이블린,"이블린은 빙수 기사로서, 언니인 엘레나에게 믿음직한 뒷받침이 됩니다. 내성적이면서 강인한 성격이며, 숲 속에서 은신하는 것을 좋아합니다. 위기 상황에서만 모습을 드러내고, 눈사태나 빙판 위에서도 얼음에 영향받지 않는 능력을 가지고 있습니다. 언뜻 보면 차가워 보일 수 있지만, 그녀의 주위를 둘러싼 순수한 하얀 눈송이는 그녀의 따스한 마음을 보여주죠.",,언락 헤드샷.,바디 이펙트: 전신에 흩날리는 순백의 눈꽃!,특성: 눈과 얼음의 공주는 어떤 동결에도 영향받지 않습니다!,언락 프레임: 잠금 해제 후 자동으로 동적 인 프레임을 언락합니다.,,
384,쌍둥이자리 별자리의 주인 이시스,"물고기자리의 시, 사랑의 전설이다.
별 바다의 토템은 영혼의 외침이 휘몰아친다.
고대의 바다 수호자는 구원자이기도 하며 희생자이기도 하다.",,프로필 이미지: 잠금 해제된 프로필 이미지.,체신 효과: 물고기자리의 에너지가 떠오르며 몸 주변을 맴돌고 있다!,,,,
385,쌍둥이 물고기자리의 주인 헬레나,"물고기는 바다에서 온 전령이다.
눈물은 바다로 떨어지고, 물고기들은 슬픔을 맛본다.
무궁한 별들의 하늘에서는 물고기들의 춤을 들어볼 수 있다.",,프로필 사진: 잠금 해제된 프로필 사진,체형 효과: 물고기자리의 에너지가 몸에 스며든다!,,,,
386,빈 공간 수호 성라네,"이 빈 공간의 밤에, 새로운 카드가 섞일 것입니다.
시간의 회전, 악몽의 공격, 악의 전투, 곧 시작됩니다.
어두운 밤의 그림자, 나의 일격이 빠르게 사라집니다.",,"특별 변경: 게임 내에서 변신 기능을 사용할 수 있으며, 외양과 상태를 변경할 수 있습니다!","#cda5b0a위장: 빈 공간 어둠의 모습으로 변경할 수 있으며, 왼쪽 버튼을 클릭하여 미리보기를 볼 수 있습니다.#n",환형: 왼쪽 버튼을 클릭하여 동물로 형태를 변환할 수 있습니다.,"#cda5b0a독점 음성: 맵 내에서 독점 음성이 재생되며, 왼쪽 버튼을 클릭하여 청취할 수 있습니다!#n",프로필 프레임: 잠금 해제 장식으로 독점 프로필 프레임을 획득하십시오!,
387,"공허한 어둠의 별, 스타리나이","별빛이 나는 밤, 공허한 영력이 손바닥을 감싸았습니다.
밤하늘의 석상은 부활 주문을 속삭이고 있습니다.
춤추는 긴 머리는 제 암야 갑옷입니다.",,"특별한 변신: 게임 내에서 변신을 할 수 있어, 모습과 상태를 변경할 수 있습니다!","#cda5b0a 변장: 공허한 수호자 모습으로 전환할 수 있으며, 왼쪽 버튼을 클릭하여 미리보기를 볼 수 있습니다. #n",환영: 왼쪽 버튼을 클릭하여 짐승으로 모습을 변화시킬 수 있습니다.,"#cda5b0a 전용 음성: 맵 안에서 전용 음성이 재생되며, 왼쪽 버튼을 클릭하여 들을 수 있습니다! #n",프로필 프레임: 장식을 잠금 해제하고 전용 프로필 프레임을 얻으세요!,
388,화려한 백화,"연극 안에서는 운명이 계속 회전하지만, 연극 밖에서는 강과 산을 수호합니다. 
이 해적 백화공주는 공연장에서 춤추며 봉춤을 쳐냅니다. 
- 상극 ""백화록"" 백화공주 콜라보 의상",,아바타 언락,바디 이펙트: 꽃잎이 흩날리는 효과!,,,,
389,용 유,"시험에서 모든 것을 이해, 매번 올바르게 추측, 항상 통과, 행운의 별 빛나네요~",,프로필 사진: 잠금 해제 프로필 사진.,신체 효과: 몸에는 금화가 떠다니고 있습니다!,,,,
390,리 요,"누가 물고기는 7초만 기억하는 거라고 했어요! 어이, 방금 누가 이 빨간색 봉투를 줬더라고요?",,아바타: 잠금 해제 아바타.,바디 이펙트: 금색 빛점이 흩어져 있습니다!,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,열매 달인,"열매 달인의 진정한 신분은 과일 케이크 요정이지만 그녀는 자신의 재능을 숨기는 것을 좋아하며, 아무도 없을 때만 마법으로 달콤한 케이크를 만드는 것을 좋아합니다.",,프로필 사진: 잠금 해제된 프로필 사진.,바디 이펙트: 열매 향기가 퍼져요!,,,,
395,성운치,"성운치는 천상의 사자로, 그녀의 임무는 사랑과 희망의 메시지를 전달하며, 그녀의 힘으로 상처를 치유하고 사람들에게 따뜻함과 빛을 가져다줍니다.",,아바타 : 언락 아바타.,바디 이펙트 : 치유의 에너지가 몸 주위에 퍼져 있습니다!,,,,
396,환상-붉은전투기,속도와 화력에 집중한 기계 생명체입니다. 빨강빛으로 구성된 외관은 빨강색 전투기처럼 빠른 속도로 움직입니다. 에너지 레이브 4개가 몸통 양쪽에 통합되어 적을 급속도로 절단합니다.,,아바타: 잠금 해제 아바타.,몸체 효과: 온몸에서 불꽃이 번져납니다!,변신: 버튼을 클릭하여 전투기 모양으로 변신합니다.,,,
397,드래곤 파이거,"다른 유니크한 패션 브랜드 디자이너, 그가 꿈을 이끌고 남쪽에서 북쪽까지 기회를 가져와, 혁신적인 길을 걸어가는 사람들에게 가져온다.",,프로필 사진: 잠금 해제 프로필 사진.,바디 이펙트: 몸에서 금화가 떨어진다!,,,,
398,피트,"놀르 대륙의 암살자 일가 후손으로서, 신성 침공 이후, 지도자인 아버지와 어머니를 처치하기 위해 출격했지만, 실종되어 버렸습니다. 부모님을 찾기 위해 고향을 떠나, 황천의 영역에 진입했습니다.",,아이콘 : 잠금 해제 된 아이콘.,바디 효과 : 황천 에너지가 흩어져 있습니다!,,,,
399,아이로,"원래는 놀르 대륙의 모범생으로 부모님의 보호 아래 ""작은 공주""로 자랐으나, 우연히 공허 영역에 들어갈 수 있는 능력을 깨우치고 핏트의 지도 아래 여자 암살자가 되어 함께 공허 사냥을 하는 중이다.",,아이콘: 잠금 해제 된 아이콘.,몸에 구름처럼 공허 에너지가 떠다니고 있다!,,,,
400,조명요,"조명요, 한적한 마을에서 태어났습니다. 그녀의 선조들은 모두 마을의 등불장이었으며, 어린 시절부터 할아버지를 따라가며 등불 제작 기술을 배웠습니다. 그 결과 등불 제작 기술은 뛰어나고 다양한 재료와 기술을 적용하여 독특한 등불을 만들어 냅니다. 그녀는 항상 모든 열정을 바쳐 감정을 담아내어 각 등불이 마치 생명을 가지고 있는 것처럼 만듭니다.",,프로필 사진: 프로필의 잠금해제.,바디 특수 효과: 노란 꽃잎들이 몸 주위를 떠돕니다!,,,,
401,스타 이속,"스타 이속은 우주 택배 회사 ""별간 속행""의 구성원으로, 각 별들 사이에서 소포를 전달하는 역할을 담당합니다. 그는 강한 사명감을 가지고 있으며, 자신의 일이 우주의 조화와 번영에 매우 중요하다고 믿습니다. 그는 우주에서 각 별은 독특한 환경과 생태계를 가지고 있다는 것을 잘 알기 때문에, 회사의 규정을 엄격히 준수하여 각 소포가 안전하고 정시에 배달되도록 보장합니다.",,프로필 사진: 프로필의 잠금해제.,걷기 자국: 별간 속행의 흔적을 남기는 걸음.,,,,
402,츠루 탄탄,"츠루 탄탄은 민감한 작은 울보 같은 존재로 외부 사건에 손쉽게 감정이 상할 수 있으며 눈물은 언제든 자연스럽게 흐르곤 한다. 그러나 그녀의 눈물은 약한 상징이 아니라 정말로 진정한 감정의 표현이다. 츠루 탄탄은 매우 친절하며, 모든 사람에게 진실과 사랑이 가득한 태도로 대한다. 때로는 조금 겁이 많아 보일 수 있지만, 필요한 순간에는 용기와 끈기를 발휘한다!",,프로필 사진: 프로필의 잠금해제.,워크 트래킹: 지나간 곳에 게살 발자국을 남긴다.,,,,
403,묵어종,"묵어종은 수묵화 안에 살고 있는 선녀입니다. 그녀는 대나무와 같은 친구, 먹과 같은 친구와 함께 세상과는 단절된 삶을 살고 있습니다. 그녀의 그림은 획수가 유연하며, 높은 상상력을 갖추고 있어서 대나무의 우아함과 굳건함을 뛰어난 표현력으로 표현할 수 있습니다.",,프로필 사진: 프로필의 잠금해제.,,,,,
404,혜성,"혜성은 뛰어난 운전 기술과 높은 우주 항법 능력을 가지고 있으며, 그녀의 우주선은 항상 신속하게 은하 공간을 횡단하여 목적지에 정확하게 도달합니다. 그녀는 뛰어난 기술자이기도 하며 다양한 우주선과 기계 장비를 숙련하게 수리하고 유지 보수 할 수 있습니다.",,프로필 사진: 프로필의 잠금해제.,바디 효과 : 별빛이 흩어져서 몸 주변을 감쌉니다!,,,,
405,홍화금강,"용은 중국 전통 문화에서 신수로, 옛날부터 힘과 운을 상징합니다. 해피루나에서 만든 용의 해 한정 금강인 [홍화금강]과 함께, 가시와 어려움을 이겨내고, 용의 해를 맞이하러 떠나보세요!",,프로필 사진: 프로필의 잠금해제.,특수 효과: 연기 속에 불길이 흩어집니다!,변신: 왼쪽의 변신 버튼을 눌러 로봇/탈것 상태를 전환할 수 있습니다!,발자국: 용의 자국이 남는 곳을 걷습니다.,,
406,유메키오모,"유메키오모, 벚꽃의 부드러움과 순수함을 지니고 있는 소년. 그는 모든 벚꽃이 자신만의 이야기를 가지고 있다고 믿으며, 그 이야기를 듣기 원하는 사람이다.",,프로필 사진: 프로필의 잠금해제.,발자국: 지나간 곳에 꽃 발자국 남기기.,,,,
407,봄 벚꽃,아름다운 벚꽃이 가득한 작은 마을에서 살고 있습니다. 매년 벚꽃이 만개하여 시와 그림처럼 아름다운 풍경을 만듭니다. 그녀는 이 꽃밭에서 운명적인 인연을 기다리며 살아갑니다.,,프로필 사진: 프로필의 잠금해제.,걸어간 자취: 지난 곳에서 꽃 발자국 남기기.,,,,
408,프레이,"프레이는 태양과 풍요를 통제하는 신입니다. 그의 존재는 대지에 생명력과 활력을 충전시켜주며, 동시에 그의 동료들과 함께 전투를 이끌어나갑니다. 전투를 통해 그는 계속해서 성장하며, 자신이 위대한 신으로서의 영광과 명예를 점차적으로 드러내고 있습니다.",,프로필 사진: 프로필의 잠금해제.,신체 특수 효과: 신성한 부적이 흩날리고 있습니다!,이동 트레일: 갔던 곳에 태양 자국이 남습니다.,,,
409,달콤한 딸기 축복 린윈,"살육과 악령을 담당하는 수호신으로서, 린윈은 세상을 지켜내는 중대한 책임을 지고 있습니다. 그녀는 지혜와 용기를 무기로 삼고, 선의와 정의를 신념으로 삼아 세상의 평화와 안정을 지키고 있습니다.",,프로필 사진: 프로필의 잠금해제.,몸체 효과: 딸기가 흩날리는 효과!,,,,
410,도넛토끼 선녀 월백,숨겨진 기술과 부유한 가계를 가진 토끼인 월백은 항상 알려지지 않은 세계에 대한 호기심과 탐구를 유지하며 새로운 재미있는 것을 찾기 위해 여행을 즐깁니다.,,프로필 사진: 프로필의 잠금해제.,몸에 퍼져있는 크림 치즈 풍미!,,,,
411,,,,,,,,,
