ID,名字,描述,获得方式
12238,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
12239,Boîte de peinture en aérosol,Le motif de peinture sera superposé sur le bloc après utilisation sur le bloc. #r #c0aba1d le bouton #n de motif actuel permet de sélectionner le motif de peinture.,
12240,Oeuf de Pâques,"Les blocs de coton, les blocs de verre et les blocs de ciment passeront à la couleur sélectionnée. #r #c0aba1d changez le bouton #n sélectionnez la couleur.",
12241,Casque en tungstène,#c0aba1d Défense Physique + 15 #n #r équipement très puissant.,
12242,Cuirasse en or tungstène,#c0aba1d Défense Physique + 18 #n #r équipement très puissant.,
12243,Leggings en tungstène,#c0aba1d Défense Physique + 18 #n #r équipement très puissant.,
12244,Bottes en tungstène,#c0aba1d Défense Physique + 14 #n #r équipement très puissant.,
12245,Cape de diamant,Cape décorative.,
12246,Masque de Boarman,On dit que le porter permet d'entendre ce que disent les Boarmen...,
12247,Pistolet de paintball,"Les blocs de coton, les blocs de verre et les blocs de ciment passeront à la couleur sélectionnée. #r #c0aba1d changez le bouton #n sélectionnez la couleur.",
12248,Oeuf de Pâques,"Blocs de coton, blocs de verre, blocs de ciment, #c0aba1d une certaine gamme #n deviendra la couleur sélectionnée. #r #c0aba1d changer le bouton #n sélectionner la couleur.",
12249,Balle de paintball,Balles de pistolet de paintball,
12250,Armure à monture de mithril,"Défense physique + 5
Augmenter la défense physique de la monture.",
12251,Armure de monture dorée,"Défense physique + 7
Augmenter la défense physique de la monture.",
12252,Armure de montage de forage,"Défense physique + 11
Augmenter la défense physique de la monture.",
12253,Sac à dos fusée,"Équiper à l'arrière, appuyez sur #c0aba1d bouton de saut #n décoller. La durabilité à 0 va #c0aba1d disparaître #n.",#c0aba1d n'imitent aucun comportement in-game. #n
12254,Mini cape,"Cape en cuir avec logo mini play.
(Extrait à archiver pour utilisation)",
12255,4399 Manteau,"Cape en cuir avec logo 4399.
(Extrait à archiver pour utilisation)",
12256,Cape de jeu Ali,"Cape en cuir rehaussée du logo Ali Game Play.
(Extrait à archiver pour utilisation)",
12257,Huawei cape,"Cape en cuir avec logo Huawei.
(Extrait à archiver pour utilisation)",
12258,Cap Baidu,"Cape en cuir avec logo Baidu.
(Extrait à archiver pour utilisation)",
12259,Cap Meizu,"Cape en cuir avec logo Meizu.
(Extrait à archiver pour utilisation)",
12260,Cape de millet,"Cape en cuir avec logo millet.
(Extrait à archiver pour utilisation)",
12261,Cape OPPO,"Cape en cuir avec logo oppo.
(Extrait à archiver pour utilisation)",
12262,Cap 360,"Cape en cuir avec le logo 360.
(Extrait à archiver pour utilisation)",
12263,Cap Tencent,"Cape en cuir avec logo Tencent.
(Extrait à archiver pour utilisation)",
12264,Manteau Kugou,"Cape en cuir avec logo Kugou.
(Extrait à archiver pour utilisation)",
12265,Gionee Cape,"Cape en cuir avec logo Gionee.
(Extrait à archiver pour utilisation)",
12266,Cap Vivo,"Cape en cuir avec logo vivo.
(Extrait à archiver pour utilisation)",
12267,Manteau LeTV,"Cape en cuir avec logo LeEco.
(Extrait à archiver pour utilisation)",
12268,Cape de fête,"La cape exclusive pour l'événement de connexion de la fête nationale, célébrons ensemble la fête nationale.",
12269,Cape de bon augure,"Cape exclusive pour les activités du Forum de la fête nationale, célébrons ensemble la fête nationale.",
12270,Cape du Nouvel An chinois,"Cap d'activités de la fête du printemps, célébrons ensemble la fête du printemps.",Acheté auprès des marchands de la Fête du Printemps pendant les activités de la Fête du Printemps.
12271,Mount Saddle - Sprint - vidéo Dailymotion,"Placé sur une monture apprivoisée, donnant à la monture la possibilité de sprinter.",
12272,Collier de montage - bande de roulement à eau,"Posée sur une monture apprivoisée, la monture a la capacité de marcher sur l'eau.",
12273,Mount Saddle - Super Jump - vidéo Dailymotion,"Placée sur une monture apprivoisée, la monture a une super capacité de saut.",
12274,Mount Collar - Glide - vidéo Dailymotion,"Placée sur une monture apprivoisée, la monture a la capacité de glisser dans les airs.",
12275,Sac à dos oxygène,L'équipement de plongée nécessaire #r #c0aba1d équipement à l'arrière #n peut continuer à obtenir de l'oxygène. #r oxygène à court d'équipement disparaîtra #c0aba1d  #n.,
12276,masque à oxygène,"L'utilisation de plumes de paruline moineau faites d'un excellent masque d'étanchéité, est un must-have pour les voyages sur la planète. #r #c0aba1d équipement à la tête #n peut résister à l'environnement difficile et déficient en oxygène des extraterrestres, l'équipement déduira la durabilité, et l'équipement disparaîtra #c0aba1d lorsque la durabilité est de 0 #n.",
12277,Sac à dos ignifuge,"Lorsqu'il est #c0aba1dequipped sur le dos#n, il offre une protection contre les températures élevées.#rThe La durabilité sera déduite pendant la protection contre la chaleur. Il #c0aba1ddisappear#n si la durabilité tombe à zéro.",
12278,Plumes de paruline,Les plumes de la paruline moineau sont de couleurs vives et bien scellées. #r peut être utilisé pour faire #c0aba1d masque à oxygène #n.,
12279,Manteau résistant au froid,Le manteau extrêmement chaud peut vous aider à résister au froid.,
12280,Gros pétard,Lancer #c0aba1d brièvement #n retard suivi d'une explosion.,
12281,fronde,"#c0aba1d dégâts de base + 10 #n #r arme à distance, #c0aba1d #n1 pierres par attaque.",
12282,Pierre,#c0aba1d dégâts de base + 5 #n #r nécessite un tir de fronde.,
12283,arbalète,"#c0aba1d dégâts de base + 30 #n #r arme à distance, chaque attaque #c0aba1d consommer #n3 flèches de pierre.",
12284,bazooka,Armes à longue portée #c0aba1d #n1 roquettes par attaque.,
12285,fusée,"Après le lancement, il explosera #n contact avec #c0aba1d des créatures ou des blocs, ce qui est puissant et nécessite un lance-roquettes pour se lancer.",
12286,Sac porte-bonheur doré,L'utilisation peut être lancée. Frapper la cible a #c0aba1d un effet de repousser #n .,
12287,Boule à bulles,"Il peut être lancé lorsqu'il est utilisé. S'il frappe un petit partenaire, il peut être enveloppé dans des bulles et voler pendant un certain temps.",Battez les boulettes et brisez les pots avec une chance de tomber. #r #c0aba1d n'imitez aucun comportement en jeu. #n
12288,Souffler la flèche,"Arme à distance, chaque attaque #c0aba1d #n1 fléchettes.",
12289,Beestinger Dart,"#c0aba1d dégâts de base + 5 #n #r frapper la cible la rendra #c0aba1d tête enflée #n, et vient avec #c0aba1d effet d'empoisonnement #n, nécessite un chalumeau pour tirer.",
12290,boule fluorescente,"Frapper le cube générera une source de lumière pendant un certain temps, et frapper l'organisme ajoutera un état fluorescent.",
12291,Arc à impulsion,"#c0aba1d dégâts de base + 35 #n #r arme à distance, chaque attaque #c0aba1d consommer #n1 flèches à impulsion.",
12292,Flèche d'impulsion,"#c0aba1d dégâts de base + 15 #n #r frapper le bloc #c0aba1d catapulte #n, nécessite un arc à impulsion pour tirer.",
12293,Gants de gravité,"Dans la plage de 5 carrés, #c0aba1d cliquez sur le #n avec des propriétés physiques, vous pouvez le saisir. Après #c0aba1d #n, il peut être lancé.",#c0aba1d n'imitent aucun comportement in-game. #n
12294,Pistolet à percussion,"Après #c0aba1d #n, des billes d'acier à fort impact peuvent être tirées.",
12295,boule d'acier,Peut piloter d'autres accessoires avec #c0aba1d des propriétés physiques #n. #r doivent être tirés avec un pistolet à impact. #r ont des propriétés physiques.,
12296,piscine,"#c0aba1d #n peut être jeté dehors. #r a #c0aba1d caractéristiques physiques #n, il va rebondir quand il touche le carré, et la surface est lisse mais pas élastique.",
12297,volley-ball,"#c0aba1d #n peut être jeté. #r a #c0aba1d caractéristiques physiques #n, frapper le carré va rebondir, surface rugueuse mais forte élasticité.",
12298,Boîte en bois,"Il peut être jeté. #r a #c0aba1d des propriétés physiques #n, il va rebondir quand il touche le carré, la surface est rugueuse et l'élasticité n'est pas forte.",
12299,Missile Dreadnought,Megatron lance un missile en utilisant une forme d'attaque,
12300,Bombe étoile,,
12301,Baguette magique en croissant de lune,"#c0aba1d Dégâts de mêlée + 20 #n
Vous pouvez lancer de la magie de transformation de fée d'énergie balala de haut niveau - Kadora, salada, série de pas de danse miracle balala, accessoires pour petits personnages bleus de fée du diable",
12302,Baguette magique ailes d'étoiles (bleu),"#c0aba1d Dégâts de mêlée + 20 #n
Vous pouvez lancer la magie de transformation du petit diable de l'énergie Balala de haut niveau - Ukaraka, un accessoire pour le personnage du petit diable Ling Meiqi de la série de pas de danse miracle Balala",
12303,Baguette magique ailes d'étoiles (rouge),"#c0aba1d Dégâts de mêlée + 20 #n
Vous pouvez lancer la magie de transformation du petit diable de l'énergie Balala de haut niveau - Ukaraka, un accessoire pour le personnage du petit diable Ling Meixue de la série de pas de danse miracle Balala",
12304,Épée magique,"#c0aba1d Dégâts de mêlée + 35 #n
L'épée de la fée démon est une arme célèbre et puissante dans le château de la fée démon. L'utilisation de l'épée de la fée démon pour lancer un pouvoir magique est plus puissante, et elle peut également lancer de l'énergie Balala Magie de transformation de la fée démon - Gulaka, un accessoire pour les personnages de la série Balala Miracle Dance Step Pleasure Prince",
12305,Livre d'images de princesse magique,"#c0aba1d Dégâts de mêlée + 28 #n
Vous pouvez lancer la magie de transformation du petit diable de l'énergie Balala de haut niveau - Présentation colorée de Kalai, Balala survolant la série de châteaux colorés d'accessoires de personnage de princesse Caili de la petite fée du diable",
12306,Palette magique (rouge),"#c0aba1d Dégâts de mêlée + 20 #n
Vous pouvez lancer de la magie de transformation du petit diable d'énergie Balala de haut niveau - invoquez la magie rouge, Balala survole la série Cailing Castle d'accessoires de fées du petit diable pour lancer des personnages intelligents",
12307,Palette magique (jaune),"#c0aba1d Dégâts de mêlée + 20 #n
Vous pouvez lancer de l'énergie de haut niveau Ba La La petite magie de transformation du diable - invoquez la magie jaune, Ba La La a survolé la série Cailing Castle petite fée du diable Yin Xiaomin accessoires de personnage",
12308,Canon empereur,Le poulain empereur peut utiliser le canon empereur pour infliger des dégâts aux monstres,
12309,Bouclier de coquille de scorpion,"#c0aba1dCharge#n pour activer le statut défensif. Utilisez le bouclier au moment précis pour vaincre les monstres sans subir de dégâts. #rSoyez conscient que réduire votre #c0aba1dRésilience#n à zéro entraînera de la fatigue. Pour restaurer votre résilience, annulez l'utilisation du bouclier",
12310,Bouclier contre les piqûres de scorpion,"#c0aba1dCharge#n pour activer le statut défensif et infliger le statut empoisonné à votre adversaire. Utilisez le bouclier au moment précis pour vaincre les monstres sans subir de dégâts. #rSoyez conscient que réduire votre #c0aba1dRésilience#n à zéro entraînera de la fatigue. Pour restaurer votre résilience, annulez l'utilisation du bouclier",
12311,Rugissement de sable,"Énorme canon à main cool, consommez du sable pour étourdir tout ce qui se trouve devant vous! #c0aba1d les dégâts de base de la boule de sable + 40 #n #r munitions d'attaque ordinaires sous forme de sable, vous pouvez étourdir l'ennemi après avoir accumulé de la force",Vaincre le Seigneur de Sawara pour obtenir
12312,Casque résistant au froid,Fournit de la chaleur et offre une certaine défense.,
12313,Cuirasse résistante au froid,Fournit de la chaleur et offre une certaine défense.,
12314,Cretons résistants au froid,Fournit de la chaleur et offre une certaine défense.,
